FeatureID,estimate,stderror,df,tvalue,lower,upper,pvalue,padj,Name,Formula,Annotation_level,use_Sirius_class,env_sig
FT_1.080_106.04983,0.5324093101958186,0.11267161703388598,25.475004112964466,4.7253187999928725,0.3005769677008747,0.7642416526907625,7.271204849368099e-5,0.0011932566529588005,D-Serine,C3H7NO3,L1,no,moisture
FT_1.090_133.06074,0.6832807061668362,0.13835357226597467,26.128902306954668,4.938656046070706,0.39895913297065827,0.9676022793630141,3.9016116718293464e-5,7.78741476528658e-4,D-Asparagine,C4H8N2O3,L1,no,moisture
FT_1.106_134.04476,0.3298583069751627,0.10268642399967048,25.725450644105003,3.2122874098354153,0.11867364907552819,0.5410429648747972,0.0035240664160114243,0.025301695596207024,D-Aspartic acid,C4H7NO4,L1,no,moisture
FT_1.106_90.05498,0.4986431719292151,0.10346100391655208,25.397811002337047,4.819624332385202,0.2857303503792541,0.7115559934791761,5.723378711962339e-5,0.0010114971223641135,Sarcosine,C3H7NO2,L1,no,moisture
FT_1.124_522.20317,-0.3902775219132224,0.10141137116437941,25.608578500154227,-3.848459176048561,-0.5988867611612221,-0.18166828266522267,7.073174373696523e-4,0.007831623192080849,D-Melezitose,C18H32O16,L1,no,moisture
FT_1.125_423.08999,-0.7275427374641721,0.146780508221757,26.307914176253124,-4.956671333805409,-1.0290826181800907,-0.42600285674825344,3.655548947785728e-5,7.465443295589074e-4,"5-hydroxy-6,8-dimethoxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2H-chromen-2-one",C17H20O11,L2.1,no,moisture
FT_1.135_120.06548,0.5088235364357155,0.1134952986500765,25.459232827897,4.483212454504366,0.27528919975593713,0.742357873115494,1.3713066100859295e-4,0.0019691105854202644,D-Threonine,C4H9NO3,L1,no,moisture
FT_1.141_162.11250,0.45362622357544957,0.11614166410390822,25.774177110650502,3.9058009636370006,0.21479177100306776,0.6924606761478314,6.046291086162145e-4,0.0072162876729649494,L-Carnitine,C7H15NO3,L1,no,moisture
FT_1.141_287.12717,0.5275560296491357,0.15158279812945835,25.403242386135965,3.480315947186697,0.21561649815107392,0.8394955611471975,0.0018250097036634975,0.016283339006473344,"4-Hydroxy-3,5,4'-trimethoxystilbene",C17H18O4,L2.3,no,moisture
FT_1.155_335.07393,-0.2373298298742414,0.06440594883470144,25.54312331010243,-3.684905418959838,-0.3698334975544568,-0.10482616219402596,0.0010796359796200615,0.011024282947453739,no name,C9H19O11P,L3.3,yes,moisture
FT_1.174_398.12947,-0.45831698671526844,0.13017145506422514,25.79902073542271,-3.520871657224235,-0.7259897301812644,-0.19064424324927243,0.00162145024057514,0.014842339033499456,alpha-D-GlcNAc-(1->4)-D-GlcA,C14H23NO12,L2.3,no,moisture
FT_1.183_176.10298,0.5467896008335285,0.1091206160310058,25.460190260005344,5.010873478556631,0.3222572782583071,0.7713219234087498,3.451906371230147e-5,7.465443295589074e-4,L-Citrulline,C6H13N3O3,L1,no,moisture
FT_1.190_536.21888,-0.8251971840537149,0.12826232386649206,25.10876813767946,-6.433667808113789,-1.089300373835607,-0.5610939942718227,9.569101621366143e-7,7.994549445486805e-5,no name,C19H37NO16,L3.3,yes,moisture
FT_1.200_118.08621,0.48484265689231065,0.1216553345024478,25.485439883884652,3.9853793413601215,0.23453057523425336,0.735154738550368,5.00035388191953e-4,0.006382396135394511,Betaine,C5H11NO2,L1,no,moisture
FT_1.202_166.05326,0.6722047966489312,0.12353988052372879,25.496667260866815,5.441196752006071,0.4180207275301079,0.9263888657677545,1.1215255760044941e-5,3.9223496788773387e-4,Methionine sulfoxide,C5H11NO3S,L2.1,no,moisture
FT_1.222_313.14287,0.5356784979972927,0.1686054769683847,28.0000000000321,3.1771120821759427,0.1903058348294776,0.8810511611651078,0.003607921708062459,0.025702946121778293,N-(2-methoxyphenyl)-N~3~-9H-purin-6-yl-beta-alaninamide,C15H16N6O2,L2.3,no,moisture
FT_1.223_448.11210,-0.2965633697056198,0.0908963384397292,25.856026949364885,-3.262654742712905,-0.48345411712348574,-0.10967262228775385,0.0030972857516448123,0.023124825923122296,no name,NA,L4,no,moisture
FT_1.251_162.07613,0.688666006680797,0.1496452587135684,27.999999999832944,4.601990150579728,0.3821315899960441,0.99520042336555,8.228532696306515e-5,0.001303796818604429,2-Aminoadipic acid,C6H11NO4,L2.1,no,moisture
FT_1.257_278.08058,0.40051984001853896,0.10339117579256009,25.113737935904084,3.873830014489108,0.1876306162108973,0.6134090638261807,6.803334554738063e-4,0.007831623192080849,NP-019509,C15H13NO3,L2.1,no,moisture
FT_1.259_198.12371,-0.3135295596934255,0.08910481133179794,25.789346590472196,-3.5186602721815015,-0.49675996372274056,-0.1302991556641104,0.0016312037457926498,0.014842339033499456,3-(1H-imidazol-5-yl)-2-(trimethylazaniumyl)propanoate,C9H15N3O2,L2.3,no,moisture
FT_1.262_380.20290,-0.3892539175936562,0.10550219368040206,25.410398072041694,-3.68953387616587,-0.6063619479975184,-0.1721458871897939,0.0010735513914847117,0.011024282947453739,no name,C15H29N3O8,L3.2,no,moisture
FT_1.295_173.09210,0.2938657740976434,0.10017929384850861,27.999999998699764,2.933398338203781,0.08865779311792471,0.4990737550773621,0.0066190787090052924,0.03949956710114197,Prolylglycine,C7H12N2O3,L2.1,no,moisture
FT_1.300_189.12341,-0.420725439933671,0.1351737407222275,26.4967180814222,-3.1124790783014,-0.6983257540377898,-0.14312512582955222,0.0044114430126307065,0.02895797234719728,2-[(2-Amino-3-methylbutanoyl)amino]propanoic acid,C8H16N2O3,L2.3,no,moisture
FT_1.302_189.12341,-0.420725439933671,0.1351737407222275,26.4967180814222,-3.1124790783014,-0.6983257540377898,-0.14312512582955222,0.0044114430126307065,0.02895797234719728,2-acetamidohex-4-enoic acid,C8H13NO3,L2.3,no,moisture
FT_1.308_97.02841,-0.25019734625250417,0.05565271686013277,25.38120625551652,-4.4956897051639695,-0.3647290361532301,-0.13566565635177824,1.3355776088707212e-4,0.001948247337384433,"4-Cyclopentene-1,3-dione",C5H4O2,L2.3,no,moisture
FT_1.309_127.03898,-0.3106717477974519,0.06838416386034617,25.526464580322507,-4.543036432117593,-0.4513644303258741,-0.16997906526902967,1.1664299846578246e-4,0.0017289502514524853,Phloroglucinol,C6H6O3,L2.1,no,moisture
FT_1.309_85.02847,-0.19234984629330154,0.05883594935494012,25.425814048993715,-3.26925711919614,-0.3134219355558719,-0.0712777570307312,0.003089855989074405,0.023124825923122296,2(5H)-Furanone,C4H4O2,L2.2,no,moisture
FT_1.310_325.11303,-0.16983823931686973,0.05561606538415769,25.47895369579321,-3.053762220389801,-0.2842725901172054,-0.05540388851653405,0.005235251568428701,0.03228990732473809,"3,6-Anhydro-l-lactose",C12H20O10,L2.2,no,moisture
FT_1.310_360.15014,-0.15626209839301003,0.050725456334027766,25.471979622563335,-3.0805459366205037,-0.2606350638189781,-0.05188913296704194,0.004906008125243667,0.030880968952732395,D-(+)-Cellobiose,C12H22O11,L1,no,moisture
FT_1.310_702.26646,-0.2935391050802981,0.05709302184034485,25.517579861058582,-5.141418261257077,-0.4110035691072113,-0.17607464105338494,2.4401088262740777e-5,6.229055587071881e-4,Citbismine C,C37H36N2O11,L2.3,no,moisture
FT_1.311_191.10270,0.4497286868787822,0.08331876628675833,25.399709409314553,5.39768778297737,0.2782672973941248,0.6211900763634396,1.2708067097990491e-5,3.971753206499476e-4,"2,6-Diaminopimelic Acid",C7H14N2O4,L1,no,moisture
FT_1.323_522.20307,-0.27071699211018563,0.07409556672705524,25.222260804340465,-3.653619292871082,-0.42325151098037755,-0.1181824732399937,0.0011865756541111472,0.011852858979653743,D-(+)-Raffinose,C18H32O16,L1,no,moisture
FT_1.333_132.10188,0.5172272621710762,0.12019758736408002,25.706551554511986,4.303141797716689,0.27002024292954,0.7644342814126124,2.1562687895192986e-4,0.0029141338493650524,Methylbetain,C6H13NO2,L2.2,no,moisture
FT_1.349_505.14323,-0.7924360358496729,0.13319947368863175,25.728204035121372,-5.949242995524729,-1.0663723171997814,-0.5184997544995645,2.9257543560711487e-6,1.680480158268366e-4,alpha-D-ManAc-(1-P-6)-alpha-D-ManAc,C16H29N2O14P,L2.1,no,moisture
FT_1.350_186.07614,-0.4036618801880833,0.08098856924065605,25.589640151522982,-4.984183372700528,-0.5702662945605035,-0.23705746581566314,3.6522155495842595e-5,7.465443295589074e-4,no name,C8H11NO4,L3.2,yes,moisture
FT_1.354_222.09721,-0.32874506459380254,0.08343692630179539,25.51642957882956,-3.9400428463138226,-0.5004104527701179,-0.15707967641748724,5.612200072641712e-4,0.00693048584007085,N-Acetyl-D-galactosamine,C8H15NO6,L1,no,moisture
FT_1.359_198.07952,-0.2252075943169632,0.07471814129673071,25.439741402661824,-3.0140952439192588,-0.37895772246104575,-0.07145746617288065,0.005769473413456458,0.035347640446443236,no name,C6H15NO4S,L3.2,yes,moisture
FT_1.360_350.19235,-0.5522632616113647,0.10132278540246947,27.99999999993699,-5.450533751294848,-0.7598135788563912,-0.34471294436633826,8.105369225928367e-6,3.318005995210951e-4,no name,C14H27N3O7,L3.2,no,moisture
FT_1.366_439.14234,1.335700797430941,0.21878994009442404,27.999999999547992,6.104946127113921,0.8875299215882431,1.7838716732736388,1.3805208678423208e-6,9.759220596516099e-5,Kotanin,C24H22O8,L2.3,no,moisture
FT_1.375_276.11905,-2.0804587965780805,0.31863261711040747,26.090036420061708,-6.529334050748462,-2.735307532499781,-1.4256100606563802,6.268529876369961e-7,6.400865507093328e-5,Gln-Glu,C10H17N3O6,L2.2,no,moisture
FT_1.380_176.09175,0.5249566128638509,0.09856261686368996,25.480671220164044,5.3261229213288335,0.3221570943441628,0.727756131383539,1.5149044313674238e-5,4.35061616383332e-4,alpha-aminopimelate,C7H12NO4,L2.3,no,moisture
FT_1.386_218.14992,-0.4073326757471558,0.11680266861307052,25.27157137188168,-3.4873576142041522,-0.647761264377618,-0.16690408711669358,0.0018024015266206001,0.016239284342787565,(2S)-2-amino-6-[[(2S)-2-aminopropanoyl]amino]hexanoic acid,C9H19N3O3,L2.3,no,moisture
FT_1.401_689.21129,-0.2066269207735807,0.06361237735165434,25.159837667789667,-3.248218811746815,-0.33759687467971705,-0.07565696686744433,0.00328352173581283,0.023760287206393626,Maltotetraose,C24H42O21,L2.1,no,moisture
FT_1.404_425.19671,-0.6968570468458671,0.13633427604900006,25.41297968920575,-5.111385537378795,-0.9774115568952012,-0.41630253679653306,2.6694339603249868e-5,6.455815288259639e-4,no name,C18H28N6O4S,L3.2,yes,moisture
FT_1.406_684.25587,-0.4562414259124579,0.07586534976709279,25.48557986268696,-6.01383144364486,-0.6123382261072828,-0.300144625717633,2.57650716580815e-6,1.6638560567337123e-4,no name,C24H45NO21,L3.3,yes,moisture
FT_1.411_527.15849,-0.1724228803764431,0.05164788535413392,25.22052190276269,-3.3384305900269022,-0.278746551004871,-0.06609920974801521,0.0026207858887492557,0.02112721255930321,D-Raffinose,C18H32O16,L2.1,no,moisture
FT_1.411_846.30863,-0.6018303363932949,0.10884120775311211,25.721418943710106,-5.529434566349588,-0.8256746347583728,-0.3779860380282169,8.665086385752212e-6,3.318005995210951e-4,no name,C30H55NO26,L3.3,yes,moisture
FT_1.412_522.20299,-0.2817189674296758,0.0576737717439422,25.2996561761384,-4.884698172341508,-0.4004290277798245,-0.16300890707952706,4.8759499817347326e-5,8.786270653361214e-4,Maltotriose,C18H32O16,L1,no,moisture
FT_1.413_522.20300,-0.2817189674296758,0.0576737717439422,25.2996561761384,-4.884698172341508,-0.4004290277798245,-0.16300890707952706,4.8759499817347326e-5,8.786270653361214e-4,D-(+)-Raffinose,C18H32O16,L1,no,moisture
FT_1.418_74.09646,0.535198634436146,0.18112818507260522,27.99999999934935,2.954805924995117,0.1641743665526222,0.9062229023196698,0.006279965816038893,0.03796900384828778,Diethamine,C4H11N,L2.3,no,moisture
FT_1.419_230.09584,-1.1160028660211836,0.17521315947867544,26.01102031409781,-6.369400959047304,-1.476151246967198,-0.7558544850751692,9.541203756263796e-7,7.994549445486805e-5,L-Ergothioneine,C9H15N3O2S,L2.1,no,moisture
FT_1.420_246.14481,-0.6480299810333376,0.12208275074495455,27.99999999914466,-5.308120738425608,-0.8981051595496554,-0.39795480251701987,1.195057573542606e-5,3.9223496788773387e-4,Gln-Val,C10H19N3O4,L2.3,no,moisture
FT_1.425_404.17774,-1.1362064098231066,0.21228439682713557,26.115296302284097,-5.352284137718922,-1.572469495072007,-0.6999433245742062,1.3113645762486578e-5,3.971753206499476e-4,no name,C15H25N5O8,L3.2,yes,moisture
FT_1.676_349.11061,-0.5396782997266134,0.09087627216516238,25.377817937576996,-5.938605170178848,-0.7267002991531394,-0.35265630030008743,3.174227181038049e-6,1.7159498702199808e-4,no name,C10H16N6O8,L3.2,no,moisture
FT_1.694_347.09500,1.0653115704116232,0.2120257024084631,28.000000000087912,5.024445424825537,0.6309966073540354,1.499626533469211,2.5940295436651633e-5,6.443008515211582e-4,Methyl 6-O-galloyl-b-D-glucopyranoside,C14H18O10,L2.3,no,moisture
FT_1.700_249.10806,-2.4427274769595595,0.4378868359016581,26.188811177170056,-5.578444649813941,-3.3425010314811123,-1.5429539224380067,7.174198815048264e-6,3.269124053256052e-4,Glu-Thr,C9H16N2O6,L2.2,no,moisture
FT_1.706_467.13727,-0.5163339435967884,0.15156200387900842,25.49040447410179,-3.4067505732437833,-0.8281775108980033,-0.20449037629557354,0.002188229683396084,0.018546061858293862,NP-020236,C23H24O9,L2.1,no,moisture
FT_1.720_462.18184,-0.4409559392981514,0.123911950121541,25.52155735603398,-3.558623190625543,-0.6958931935406998,-0.1860186850556031,0.0014902294765096796,0.013974702948085668,3-cis-Hydroxyglipizide,C21H27N5O5S,L2.3,no,moisture
FT_1.745_204.12300,-0.32255223808212913,0.09866752524215966,26.047131385406587,-3.2690820742740767,-0.525348381256437,-0.11975609490782124,0.0030295388171304614,0.023124825923122296,Acetylcarnitine,C9H17NO4,L2.1,no,moisture
FT_1.759_288.11903,-1.9374822945619008,0.2574068775835233,26.070364930714515,-7.526925126284658,-2.4665202133417865,-1.408444375782015,5.345993923032756e-8,9.825936830534206e-6,Clavamycin E,C11H17N3O6,L2.3,no,moisture
FT_1.774_118.08621,0.4340770659539294,0.13954363825791977,25.608067060480288,3.1106904719770947,0.14702719538999798,0.7211269365178609,0.004540613084474623,0.02935453080271078,D-Valine,C5H11NO2,L1,no,moisture
FT_1.774_469.09629,-0.6756854486291857,0.2342502623895674,27.99999999999978,-2.8844597301047807,-1.1555253590753858,-0.19584553818298567,0.0074605814214043125,0.04312122217780228,Neocretanin,C20H20O13,L2.3,no,moisture
FT_1.774_72.08080,0.4087737120588149,0.1285466430473175,25.63149229522508,3.1799641155027825,0.14435728835812206,0.6731901357595078,0.003827779253819839,0.026609715482723777,3-Buten-1-amine,C4H9N,L2.2,no,moisture
FT_1.776_453.12153,-0.47480459007002385,0.15311659112214984,26.260541152811534,-3.100934958062416,-0.7893883432619118,-0.16022083687813599,0.004567679983446835,0.02935453080271078,Nuezhenidic acid,C17H24O14,L2.3,no,moisture
FT_1.786_448.16613,-0.36097725543646203,0.12616313478251745,26.01232359672573,-2.861194405629837,-0.620303313553977,-0.10165119731894695,0.008219075739913791,0.045777761242307716,no name,C23H21N5O6,L3.3,no,moisture
FT_1.822_277.10307,-1.7724852328280738,0.3220434986347752,26.368503260628238,-5.503869012546728,-2.434005165824102,-1.1109652998320456,8.530330881312912e-6,3.318005995210951e-4,gamma-Glutamylglutamate,C10H16N2O7,L2.1,no,moisture
FT_1.826_199.14414,1.2620567767723303,0.37699247617776527,25.09911102983263,3.347697517913397,0.4857816698160541,2.0383318837286066,0.0025722994971666704,0.020919851662797966,(-)-Slaframine,C10H18N2O2,L2.3,no,moisture
FT_1.909_511.16356,-0.9444817421871996,0.13506455871368658,25.47166643658301,-6.992816999382769,-1.2223914576315906,-0.6665720267428086,2.2449868743282588e-7,2.9473470535823853e-5,Piperenol A triacetate,C27H26O10,L2.3,no,moisture
FT_1.988_684.25597,-0.8490821456900483,0.09529471483609689,25.135567029407675,-8.910065444347419,-1.0452916251467967,-0.6528726662332998,2.976322727891286e-9,2.735240586932092e-6,no name,C24H45NO21,L3.3,yes,moisture
FT_10.608_223.06001,-0.35745884510111525,0.10790249329553714,25.924362258585404,-3.3127950447082006,-0.5792870961113974,-0.13563059409083314,0.0027269272467126886,0.021791705562860527,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11H12O6,L2.1,no,moisture
FT_11.314_195.06521,-0.19537958354947202,0.062316822892284886,27.99999999978314,-3.135262269181905,-0.32302980861606234,-0.06772935848288172,0.004009009331821439,0.02729095982180669,Ferulic acid,C10H10O4,L2.1,no,moisture
FT_11.332_239.09131,-0.7744644119320303,0.26858091141937934,25.636930846664264,-2.883542273496616,-1.326921155672526,-0.2220076681915345,0.007856916523667651,0.04429758457208939,46-Dimethylcurvulinic acid,C12H14O5,L2.3,no,moisture
FT_11.451_223.09644,-0.2809991118761683,0.08337633968574776,27.999999999269154,-3.3702500365844426,-0.4517878015454011,-0.11021042220693542,0.0022051963561877897,0.018546061858293862,"1-(5-Acetyl-2,4-dimethoxyphenyl)ethanone",C12H14O4,L2.3,no,moisture
FT_11.491_167.03390,-0.2187329622244789,0.07513911713831728,25.2646770645394,-2.9110398225977527,-0.3734027079014172,-0.0640632165475406,0.007421855535373811,0.04312122217780228,"1,3-Benzenedicarboxaldehyde, 4,6-dihydroxy-",C8H6O4,L2.3,no,moisture
FT_11.491_185.04450,-0.304225179710145,0.10313580614276803,25.29023524999916,-2.9497532533852944,-0.5165138128133709,-0.0919365466069191,0.006761559732456946,0.04008950576856731,"2,3-Dihydroxy-4-methoxybenzoic acid",C8H8O5,L2.3,no,moisture
FT_11.492_225.07575,-0.2714709577446004,0.0751182511886888,25.351327208809302,-3.6139147736905533,-0.42607125130824436,-0.11687066418095643,0.0013047723243156098,0.012621955432063636,"1-(3-Acetyl-2,4-dihydroxy-6-methoxyphenyl)ethan-1-one",C11H12O5,L2.3,no,moisture
FT_11.565_223.09649,-0.3132571765485967,0.08323289796756245,27.999999999403055,-3.763622127763464,-0.4837520391778303,-0.14276231391936314,7.890391048221356e-4,0.008530905145076973,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12H16O5,L2.1,no,moisture
FT_11.579_197.04447,-0.29346286152405754,0.10128890569479157,25.87357762626175,-2.8972853395053297,-0.5017147124692783,-0.08521101057883673,0.007562477913207437,0.04343698251398522,Haematommic acid,C9H8O5,L2.3,no,moisture
FT_11.741_384.18062,0.9499232416171972,0.2952552445199092,27.999999999544123,3.2172950667202915,0.34512029008967027,1.5547261931447243,0.003259186456574523,0.023760287206393626,Peniprequinolone,C22H25NO5,L2.3,no,moisture
FT_11.965_225.07577,-0.21974462887179308,0.07540473001757424,25.49650387991776,-2.914202183610739,-0.3748903771623462,-0.06459888058123997,0.007325724246783285,0.042881150208877956,Sinapic acid,C11H12O5,L1,no,moisture
FT_12.560_169.04957,-0.30786138406244357,0.0855807340959811,25.260055237962888,-3.5973211414284987,-0.484026241240554,-0.13169652688433314,0.0013663040580190614,0.012944674529067189,methyl 4-methyl-2-oxo-2H-pyran-6-carboxylate,C8H8O4,L2.1,no,moisture
FT_12.561_255.08605,-0.3253709772817939,0.09567746027475571,25.268120692569685,-3.400706669548192,-0.5223164281947071,-0.12842552636888074,0.002240057525865744,0.018546061858293862,"Methyl 4-acetyloxy-3,5-dimethoxybenzoate",C12H14O6,L2.3,no,moisture
FT_12.753_167.03385,-0.26003692136188744,0.06730685724206338,25.231213258247745,-3.863453621474062,-0.3985936061291692,-0.12148023659460566,6.942502252608372e-4,0.007831623192080849,Benzoquinoneacetic acid,C8H6O4,L2.2,no,moisture
FT_12.756_239.09136,-0.2016708875621819,0.06558290626582318,25.22190234291156,-3.0750526172896584,-0.33668118086214716,-0.06666059426221663,0.0050067745298805295,0.03108936346594734,"8-Hydroxy-6,7-dimethoxy-3-methyl-3,4-dihydroisochromen-1-one",C12H14O5,L2.3,no,moisture
FT_12.768_223.09653,-0.1581562295672343,0.03694251754049673,26.02053971775162,-4.2811437903186205,-0.23408974466810856,-0.08222271446636004,2.2356192548265538e-4,0.002977585645196526,"1,3-Diacetyl-4,6-dimethoxybenzene",C12H14O4,L2.3,no,moisture
FT_12.928_299.11251,-0.2577273064553697,0.09022583922463784,25.605202959173734,-2.856468930299431,-0.44332844919321757,-0.07212616371752181,0.008386114120022587,0.045874040930361654,Aspergilate D,C14H18O7,L2.2,no,moisture
FT_12.933_195.06530,-0.591664292671978,0.18992084678675694,25.45916685927578,-3.1153204225984648,-0.9824562040647409,-0.20087238127921503,0.0045085793335134915,0.02935453080271078,NP-001130,C8H12O4,L2.1,no,moisture
FT_13.197_283.11747,-0.2042460713467783,0.06255724004303045,25.85743457694043,-3.264946970267329,-0.3328688342934507,-0.075623308400105893,0.0030795244128496925,0.023124825923122296,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14H18O6,L2.2,no,moisture
FT_13.257_239.09130,-0.4759189348510682,0.14999960283907915,25.669902000404655,-3.1728012997583606,-0.7844406203752428,-0.1673972493268936,0.003891441077835066,0.02668831604873452,46-Dimethylcurvulinic acid,C12H14O5,L2.3,no,moisture
FT_13.290_167.03389,-0.28056728479246823,0.09097183319021751,25.401045210066936,-3.084111586559064,-0.467777402140854,-0.09335716744408246,0.004873211480619493,0.030880968952732395,5-Formylsalicylic acid,C8H6O4,L2.3,no,moisture
FT_13.404_253.10703,-0.1905128033281679,0.06750972253467634,25.224584519594124,-2.82200542640819,-0.3294889370362589,-0.051536669620076886,0.009175182156544824,0.04930989708692803,"(2S)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-2,3-dihydrochromen-4-one",C13H16O5,L2.1,no,moisture
FT_14.159_235.09648,-0.22116542678373002,0.06707346784259455,25.525370579254787,-3.2973608477013983,-0.3591617939359539,-0.08316905963150617,0.002872079797266957,0.022656948199781916,NP-020206,C11H16O4,L2.1,no,moisture
FT_15.256_237.18487,-0.254080071515068,0.08200224063453876,25.747293127534263,-3.098452792862483,-0.42271864611340015,-0.08544149691673583,0.00466043693470747,0.029742649604140033,5-Nonylresorcinol,C15H24O2,L2.3,no,moisture
FT_15.349_249.11213,0.08932820099515441,0.031314356869122546,25.22798721324392,2.8526276738972816,0.024864615636469342,0.1537917863538395,0.008534161163078225,0.04640765744892834,NP-021018,C12H18O4,L2.1,no,moisture
