FeatureID,FeatureID_mgf,Name,Formula,Calc. MW,m/z,RT [min],Annotation MW,mzVault Best Match,mzCloud Best Match,KEGG ID,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,# mzCloud Results,# mzVault Results,HILIC_S73,HILIC_S74,HILIC_S75,HILIC_S76,HILIC_S77,HILIC_S78,HILIC_S79,HILIC_S80,HILIC_S81,HILIC_S82,HILIC_S83,HILIC_S84,HILIC_S85,HILIC_S86,HILIC_S87,HILIC_S88,HILIC_S89,HILIC_S90,HILIC_S91,HILIC_S92,HILIC_S93,HILIC_S94,HILIC_S95,HILIC_S96,HILIC_S97,HILIC_S98,HILIC_S99,HILIC_S100,HILIC_S101,HILIC_S102,HILIC_S103,HILIC_S104
FT_1.145_363.21795,MW_318.21972@RT_1.145,NA,C20 H30 O3,318.21972,363.21795,1.145,318.21949,NA,NA,NA,Full match,No results,No results,0,0,1896954.60002704,519221.004969995,7023731.37560392,709196.205949541,392856.605442202,613795.534090472,63225413.7894941,665101.859089196,595581.38502988,445746.289667204,2929458.85914099,361995.584597165,1510269.761901,543750.024801482,838155.860451655,1707900.0450163,438746.233014022,492182.953772517,23299897.393728,485345.765233019,1898592.47447983,1370068.19613858,51628673.775222,1169714.23367842,828413.424738095,741545.555560755,1920318.9647027,508577.211816449,543586.447025644,806495.801070509,3276402.5830075,420364.958956731
FT_1.193_317.17604,MW_318.18348@RT_1.193,NA,C12 H26 N6 O2 S,318.18348,317.17604,1.193,318.18379,NA,NA,NA,Full match,No results,No results,0,0,2025111.4164274,4085490.09035053,7964288.7670261,2093341.55368233,2269668.50136565,2400986.34781237,18776371.5512786,4769786.23489477,3828190.80108378,2271724.66094532,1719818.11012796,3045238.44441231,6311551.09212176,2607475.2411523,2595363.63058354,1847965.36905685,1157422.16660045,2574185.86037454,4251856.71343298,2546190.9442437,7782587.65864572,5322119.28113689,10578619.797898,3250083.95574661,22386498.2418022,4275916.04180695,2970377.14068629,1996301.77378554,4114808.47721889,4152210.05184378,2016467.09653375,2109441.08942223
FT_1.165_317.13977,MW_318.14693@RT_1.165,NA,C11 H22 N6 O3 S,318.14693,317.13977,1.165,318.14741,NA,NA,NA,Full match,No results,No results,0,0,10570175.5405681,13558421.3874597,14732555.6537349,10221104.8519753,5352029.27561603,10568038.5595591,14272220.9392508,24786080.4594986,6748407.82284341,22535009.8142984,7622468.8569795,4403882.69088342,26082033.4497079,8555442.04192848,3417609.36707165,2731013.45090661,4244447.05610251,24618014.8392415,10482284.6708426,4061955.96139365,3790755.63844175,6737874.10669318,9701904.27320098,14930232.9087543,9405201.76333228,29327269.0641042,15750455.0568161,10599151.5269425,14449034.2934266,12647387.7386057,3651088.06983381,13025411.8210422
FT_1.665_317.10293,MW_318.11054@RT_1.665,NA,C10 H18 N6 O4 S,318.11054,317.10293,1.665,318.11102,NA,NA,NA,Full match,No results,No results,0,0,4327844.06786643,8890698.86250495,4429144.09604912,14837738.1550382,7288880.97488315,9144313.73365469,4750316.06508891,10254928.1338044,12459727.9675128,7727750.60362737,4823756.66666993,5374171.27705179,7860126.85269774,7735994.0736574,3014289.54787034,4229108.17877983,6372501.63533798,7241639.96403371,5015164.74438012,6308335.11740128,7928370.95637713,5886086.80251597,3861914.47669283,3409599.74618084,12891579.4689614,7271328.77486084,5992365.59706305,6969320.28244063,7700553.12661956,14546645.947516,2916379.30995225,2913737.86192646
FT_12.351_317.05494,MW_318.06222@RT_12.351,"[Similar to: 3-(2,3-dihydro-1,4-benzodioxin-6-ylamino)-2-[3-(trifluoromethyl)benzoyl]acrylonitrile; ΔMass: -56.0256 Da]",C10 H14 N4 O6 S,318.06222,317.05494,12.351,318.0634,NA,NA,NA,Full match,Invalid mass,No results,1,0,1363439.89229336,2493857.93073978,10370390.7912928,13492298.8333275,3638270.05972124,7540300.9951185,2135083.2415405,3870052.68832892,2063735.19036886,3317328.84973119,2630372.33476384,690161.599625495,3029084.64311095,2147211.16186357,1816650.29895181,1101546.27764952,2069573.02090034,3569947.54221581,1858121.91839552,1118757.78863042,2298651.28911601,5217582.77256465,3305542.75324682,1056369.63545817,7926145.32132736,2506675.35612322,3853015.06737217,1817599.63965338,4931446.97156568,17806895.3496041,1108608.02411577,1766765.58155669
FT_8.843_316.94801,MW_317.95529@RT_8.843,methadone-d9,C21 H18 [2]H9 N O,317.95529,316.94801,8.843,318.26576,NA,99.4,NA,No match,Invalid mass,No results,1,0,53897516.0078957,38078313.3026474,39433132.6938108,37503118.8219167,53189947.419949,37204864.6574602,54036666.8698382,38952831.916869,45669979.7382069,32150108.3274693,40869811.6362663,42827941.5319533,46448353.8450946,29396174.1490149,32356283.0286183,43178263.0684386,44030894.8037065,37088928.1229626,39530868.5208521,40727204.0770665,41214456.7503329,38785158.6612396,47204103.2162488,33902986.4183671,33151097.4311633,32491425.8077382,37116518.059031,31613140.5866907,34565806.2759419,34274215.0258986,21465573.7248656,35172205.9841296
FT_6.809_315.85469,MW_316.86196@RT_6.809,NA,C6 H Cl2 N O6 S2,316.86196,315.85469,6.809,316.86223,NA,NA,NA,Full match,No results,No results,0,0,4486819.57070479,2806910.94831904,3396148.99240009,5510519.49123702,4008124.58234101,3524269.55910835,5551706.75378822,5735286.75490127,5301233.95462614,3704971.64379178,5743985.29676761,5459974.8695836,6335336.64710251,5600733.70440756,2344803.74630702,3185528.79018114,1890245.66853061,2338277.9349561,4061538.57368141,6163762.49361616,5584553.94687373,2746809.8297853,4395172.28945345,6133064.35169121,3836453.83910047,4726777.1876252,2369334.56288322,2506940.56421668,2652617.25340646,5886965.84786964,1571426.28364119,3214427.26010492
FT_1.359_315.16031,MW_316.16764@RT_1.359,"(2'R,3R,4'R,4a'R,5S,8a'S)-5-(3-Furyl)-4'-hydroxy-4a',5'-bis(hydroxymethyl)-2'-methyl-3',4,4',4a',5,7',8',8a'-octahydro-2'H-spiro[furan-3,1'-naphthalen]-2-one",C20 H26 O6,316.16764,315.16031,1.359,362.17294,NA,70.1,NA,No match,Invalid mass,No results,1,0,3480216.15953344,16388679.8291537,2213797.30981375,14450738.8025097,13199855.6746156,9571943.32592705,14364844.6361725,10474619.0353579,18970282.1763411,13489870.2141342,6497178.72509148,7180157.76926544,17181170.8350167,15671183.5926013,4228089.67230325,8066163.44562095,12539525.5978913,11494588.3930122,5904401.19223885,13651124.6721392,15098761.6010605,15856387.953142,19170164.3201701,3274668.42372499,12529181.3692387,13751091.7244953,6073988.44463899,10477577.9845396,8409499.94366795,16889189.8810349,2642662.64604105,7019849.89670231
FT_10.894_315.13125,MW_316.13853@RT_10.894,NA,C12 H20 N4 O6,316.13853,315.13125,10.894,316.13828,NA,NA,NA,Full match,No results,No results,0,0,1385766.43386621,1409613.75110444,3448189.40323261,6863669.58608864,4035085.99811083,6018074.56199991,2581091.61992073,2603457.99761973,473661.256633583,757920.844254994,486911.552713456,195384.668502053,328705.35411932,394240.267240922,245222.212958287,150766.918762651,343705.572637832,319060.071401779,265820.744899799,145780.412859705,343378.487265212,413351.284035303,175976.046171201,123849.454018289,1448203.03313719,248982.769809315,587687.556023037,314612.170823734,2707714.30788383,7680202.55695649,515327.914201228,1467735.42929697
FT_1.168_315.12420,MW_316.13143@RT_1.168,NA,C11 H20 N6 O3 S,316.13143,315.1242,1.168,316.13176,NA,NA,NA,Full match,No results,No results,0,0,655262.337007051,23107383.4724325,7037798.45945551,8725885.21602502,18476349.8439421,15605373.5738231,14272220.9392508,16874077.8096052,13710030.50472,9913693.25217479,11328674.5346967,8106960.33994151,24171042.9256705,14477158.6243079,10924789.7309519,11523225.9846895,9506426.80393516,8065142.87260137,16260078.5093338,13541459.4196662,20456803.9843963,11840177.117793,21556968.1595383,13638962.9695318,17328450.4493221,9636512.85871521,8175643.02266331,10121169.6806222,5273149.26932337,22163276.92855,2465096.73355538,8548605.69682872
FT_1.978_315.10881,MW_316.11608@RT_1.978,NA,C15 H24 O3 S2,316.11608,315.10881,1.978,316.11669,NA,NA,NA,Full match,No results,No results,0,0,419414.976690218,3269177.35896261,538988.782709497,3968021.4736394,1714611.19395309,3925308.98299767,529811.816789116,3719782.73471481,4256321.42620539,1928664.31669245,600252.331062848,852191.333943746,2444839.85374663,1601177.10887863,286914.116512954,388565.99984761,1520601.65244731,3859343.75178242,985174.089872055,1063189.50259268,2021326.72609829,1503654.09450195,348408.744468624,318985.917602794,5736800.14595956,4733299.94415026,1170177.15674976,1138064.01701467,2046620.19850533,4783469.27565491,66703.5680034403,523793.494313152
FT_1.195_315.08770,MW_316.09503@RT_1.195,NA,C17 H16 O6,316.09503,315.0877,1.195,316.09469,NA,NA,NA,Full match,No results,No results,0,0,9193190.83676208,27150656.4841327,8356124.10266828,26179429.6210288,21607037.8100596,31239088.5134788,22271962.7888778,13910389.4689818,30099860.118442,20180769.7914722,9567035.61853417,18045190.6761191,14077015.3511617,4972429.87005701,22233043.4146794,15930361.4819937,33621134.2416612,19477579.5803268,20032541.205453,10976636.5103491,14512058.218389,19715223.5327258,12300038.1657436,8654867.3977442,21957506.9291123,28266162.7923939,10659175.5431684,22523190.6646707,25548750.1732584,24556005.7425221,4857054.59150337,10823478.3922439
FT_14.974_314.86449,MW_315.87176@RT_14.974,NA,C2 H N6 O3 P S4,315.87176,314.86449,14.974,315.87306,NA,NA,NA,Full match,No results,No results,0,0,7934052.70487753,3039716.71763128,6424522.48236598,9521377.81354586,10459206.5269959,12414920.9688309,5323134.72756726,8313929.16281258,16545850.3103904,7391408.65394214,5470856.99423276,7191528.94440927,6983182.74825186,10832978.5822655,3921180.53997774,10123008.5011376,6513437.39036878,2846753.71750087,2517824.10126129,2364429.60102326,6511026.18282232,10166949.7468903,7085179.76112494,4024568.28571995,3875556.04897392,2900907.1732221,4068305.50924084,3487551.00903356,4371275.31200368,12812997.139215,1590454.84446294,3410860.06931734
FT_1.191_313.23881,MW_314.24609@RT_1.191,NA,C18 H34 O4,314.24609,313.23881,1.191,314.24571,NA,NA,NA,Full match,No results,No results,0,0,6451185.88546873,8515770.49947015,8986521.88936149,11308610.6449869,13675448.2652285,8173262.13373003,13664166.5270464,11134607.107568,10561054.6619826,13873332.7197719,18141273.9245553,7809787.43836061,16289750.9245439,11932148.4319545,10973828.125838,7651155.5691792,8401853.78578261,5866004.8079344,23015072.5335769,7892479.28050285,14250572.1922795,12737403.7313256,17531920.750424,3118369.34818961,17199800.2205739,6588847.5795803,14349927.1105609,11751153.4100129,11283226.8369631,12901862.0758036,3514140.39663151,6550672.30398371
FT_1.285_313.23864,MW_314.24592@RT_1.285,NP-008993,C18 H34 O4,314.24592,313.23864,1.285,314.24571,NA,94.2,NA,Full match,Full match,No results,5,0,6451185.88546873,8515770.49947015,15658225.8756199,4170450.04195611,15924483.3533446,5293141.6829041,52157222.5961497,8730162.33990288,34285536.8585791,24282216.7087502,45641756.5377168,29495504.0359255,22827661.1479912,23523653.443584,28287574.0690678,27799923.0919792,47619131.5273214,27138059.2232757,56856433.5516646,43260093.3194432,40622199.531551,36039482.5903498,65081108.0052081,26441366.4287469,9278797.00171973,8929065.856717,30571898.3068578,14286676.0273845,11642260.0428234,16127168.1530558,11203403.8166693,32202111.2681459
FT_1.207_313.18107,MW_314.18840@RT_1.207,Aldosterone,C21 H28 O5,314.1884,313.18107,1.207,360.19367,NA,82.6,NA,No match,Invalid mass,No results,2,0,5790532.68265601,7192499.0862805,9206637.38291569,34386295.368863,15900903.8525733,33564498.1157885,8780600.2330709,26712967.2350477,20542973.5021969,18706315.0639387,10075581.1699327,14014199.9007592,30230220.3843042,21599132.0635499,8072143.76939849,10982854.1826367,20318435.9913424,17181721.2970588,3693339.6225164,9438506.47606935,12154740.4958504,3420152.80600478,8582007.32963618,4434930.55883938,18123686.5427346,9060333.62236889,10535645.5927207,17515287.7384698,10367652.2655855,32634516.5310857,3952374.96716884,15334846.5257246
FT_1.098_313.14510,MW_314.15229@RT_1.098,NA,C19 H22 O4,314.15229,313.1451,1.098,314.15181,NA,NA,NA,Full match,No results,No results,0,0,2349638.8509419,4990204.8485324,6329915.53941551,4618336.29910459,5689463.40869744,7272360.08391055,4076101.0416236,6061465.6884415,7269411.34497807,5512140.33811473,3774257.77508941,7487861.20515068,6541502.79139895,4818560.94141854,3603472.4652984,2789528.30887856,7163811.98206025,5515088.63499821,10183136.2001385,4914981.85094948,4186370.41456058,3426915.09493186,8851269.03424681,2878123.51850411,6431349.28854499,6335249.86161233,4992667.98094942,5371517.5619185,5998111.65529436,6786885.52238488,2659619.244492,3508563.68145483
FT_1.354_313.14494,MW_314.15208@RT_1.354,NA,C19 H22 O4,314.15208,313.14494,1.354,314.15181,NA,NA,NA,Full match,No results,No results,0,0,3480216.15953344,10552957.7207866,6727082.4114264,13986823.8666585,3793776.44803074,12647313.4986785,3512849.65421444,4104797.05692035,6570510.61869365,7341345.84813902,2493423.00473674,5363021.07572526,7505874.07042549,3914043.13344572,8574421.39637582,2910722.0546334,7034465.94425893,7767893.32102046,6302629.45467877,5146365.39414499,6213989.9337695,4914511.93266829,9335244.59599655,8121566.62003096,8306066.45503359,16191771.8489238,2641390.35901642,6588889.8539818,6749643.51139909,7388254.53813715,3289336.68057022,5691864.87772428
FT_1.168_313.10804,MW_314.11579@RT_1.168,NA,C18 H18 O5,314.11579,313.10804,1.168,314.11542,NA,NA,NA,Full match,No results,No results,0,0,7275132.07479965,22615277.6724627,7299565.49468341,12733839.9702087,17293520.4881036,15605373.5738231,11513795.6860312,7773147.043811,4512905.95610134,4280280.46592399,4455920.7603026,12429640.0898537,7412583.51340211,2223027.45164236,6103766.55561941,6725361.9334925,9506426.80393516,4968632.33294755,15198561.90503,11319007.5844642,5416737.39353672,11840177.117793,7455763.76587401,7744372.80486798,11281268.7715478,8261363.18376052,4581622.99240057,16808249.1585267,4934530.65702396,7434614.4306528,5662584.26560314,13795131.2618882
FT_1.654_313.09314,MW_314.10041@RT_1.654,NA,C8 H19 N4 O7 P,314.10041,313.09314,1.654,314.09914,NA,NA,NA,Full match,No results,No results,0,0,3407847.23533724,4734019.65343077,2486348.56925039,4536779.85108718,2948737.59495262,6565662.95895582,1208173.87074183,8774034.48009327,5187536.97407228,5027352.4211464,3334848.08369329,3294462.25397052,4796540.70494051,5711684.40334276,1942748.57665319,3413162.31476359,4895741.58836373,4661352.25785284,1386669.73457489,2684788.10671415,3816085.07560487,3165534.45375131,1551246.8642405,1818294.86590502,7245182.48664033,4091437.62226198,5829766.78585179,2996932.6485995,4545625.27325739,6665280.28747597,1632094.65150824,2186690.60439732
FT_3.883_312.09517,MW_313.10244@RT_3.883,NA,C11 H15 N5 O6,313.10244,312.09517,3.883,313.10223,NA,NA,NA,Full match,No results,No results,0,0,4001179.27414711,5288523.84595273,6329309.88282564,10828975.2638654,7043533.28060516,5453004.97959339,8868389.91682627,4565878.91782196,7924203.19189877,7062522.19228869,3382885.83141083,4638256.1273702,5434723.38620334,5184211.59014961,5046285.77868015,4014598.9617633,5764539.61509383,9413548.5286742,8335654.9751493,4094954.87342974,6492503.12215725,5954549.12642895,7260890.96798644,4558180.87333869,9017183.84343456,6235841.1968636,8082537.6318764,3321547.31511035,13914912.3103082,13299064.285318,4393964.1373863,7676928.02499808
FT_1.190_311.22297,MW_312.23024@RT_1.190,(±)9-HpODE,C18 H32 O4,312.23024,311.22297,1.19,312.23006,NA,91,NA,Full match,Full match,No results,2,0,4880490.48102584,5329069.11902265,21009956.4246628,4735476.43216813,19626581.8958613,7963003.83387207,41791303.836439,20197464.3262865,13064023.5968462,6246200.89810947,33865206.5374359,16547058.4192568,14773929.5798452,9850004.92420102,11088768.0926682,15534107.9998565,19825275.4882409,9515879.25246463,25781429.440764,12701057.6435917,22877200.8348119,28956082.1369376,42135833.0578238,11734140.4406333,10849684.1522303,5895252.70718346,15860968.6820781,14843229.7560915,15130637.964514,10169716.4156755,8451894.33088746,9229996.85984323
FT_1.287_311.22294,MW_312.23021@RT_1.287,(±)9-HpODE,C18 H32 O4,312.23021,311.22294,1.287,312.23006,NA,73.4,NA,Not the top hit,Full match,No results,1,0,6451185.88546873,8515770.49947015,15109019.0119953,4170450.04195611,15924483.3533446,5293141.6829041,17062880.7408748,8730162.33990288,36431114.0868213,23628530.9908041,42886671.690347,29495504.0359255,22827661.1479912,26846855.176641,28722869.4383557,29291181.4772002,45698548.2824886,25629235.0350934,16688458.4559453,13627742.8180947,40375855.4306546,39191387.8707068,62225951.9082374,22927553.4739801,9278797.00171973,8929065.856717,28577260.6556178,16856226.6725146,11642260.0428234,16127168.1530558,11203403.8166693,30341416.171501
FT_1.290_311.16868,MW_312.17596@RT_1.290,NA,C17 H28 O3 S,312.17596,311.16868,1.29,312.17592,NA,NA,NA,Full match,No results,No results,0,0,36473671.6774563,15827599.2149613,54554764.5597686,46326768.5038765,59163304.335629,20316546.5624185,29213744.0303505,46668177.7361874,86576877.8515587,105065064.700256,93856769.3359032,78894336.4251159,107281425.172957,28564444.4210206,54378945.1320904,58990674.1871091,148265717.130933,62102968.0045883,183643465.81017601,69405108.8762764,116967492.153731,162603245.322973,131194122.911739,121647824.205883,93269439.3840849,55577734.9361133,73778220.4282565,29505743.7487337,47249520.7816301,57337541.3355289,20568701.7367948,33676777.2355899
FT_1.387_357.13457,MW_312.13633@RT_1.387,NP-003433,C20 H22 O6,312.13633,357.13457,1.387,358.14164,NA,66.8,NA,No match,Invalid mass,No results,1,0,14282699.5985717,31818471.4894534,12452095.4584872,40437283.2774202,17123151.9142639,33707674.1710676,25185608.6905045,31625999.1977036,43680627.6239804,26866820.2245114,13925826.5120079,20562985.1316636,30161912.7715186,24201059.3455808,12311444.3465553,14124019.4954993,26179394.8274399,31544599.210979,26194395.253044,24072367.6357547,24214993.7416176,16333889.9820959,12350027.1477232,11588136.5397253,48679792.3085284,40423228.2928486,25469215.3503032,27616831.232543,31900346.0775757,31263736.2353511,10573361.0423947,13791821.4056533
FT_1.297_311.11391,MW_312.12119@RT_1.297,NA,C16 H16 N4 O3,312.12119,311.11391,1.297,312.12224,NA,NA,NA,Full match,No results,No results,0,0,13382345.1384789,14895272.9634033,9624575.36139093,34049285.0576615,16091019.1390111,36176966.4352682,5330431.27929597,25047790.4324922,24646615.5537063,19504849.0573593,11747158.0110021,11679678.1387922,24478936.6828042,26756319.9028627,8357583.26508352,9347252.853626,21506007.5276704,20510350.1802657,9125770.25439103,19444828.8678676,16666620.0969022,11417150.3622568,9349639.01204608,8379512.25639835,29857840.150778,24866620.1867075,11692813.071261,17958960.9792407,17375141.5255413,28236381.105974,7202889.99143614,10867269.4237194
FT_1.665_311.11389,MW_312.12117@RT_1.665,NA,C19 H22 P2,312.12117,311.11389,1.665,312.11967,NA,NA,NA,Full match,No results,No results,0,0,8332169.33839868,10644980.2991943,6814495.30655487,17341509.0864113,10121146.7126946,19310423.3977166,5729262.90089845,14634249.2123075,13247710.6119857,9143231.65377127,8189370.77312568,6849937.34671988,13979167.1606437,7557987.73374467,5551069.23253647,7302038.02037951,10252633.8163602,12281111.7142302,5807953.10887139,7038285.54727809,10617688.2265365,2819411.76067458,5148659.75127127,3338461.14630884,18021161.2916528,11372255.2845429,9151019.93365869,8755436.86809222,10219106.1449025,21191479.2224257,3912511.26331463,6949598.82858744
FT_2.028_311.11385,MW_312.12113@RT_2.028,NA,C15 H20 O7,312.12113,311.11385,2.028,312.1209,NA,NA,NA,Full match,No results,No results,0,0,3819308.64603143,11385235.3761271,2354285.38601571,13537589.7210868,6398694.2998315,13324795.7916745,2949863.47303359,9624341.08046484,13344997.2161611,7600481.77567749,3501990.89984757,4782627.02999955,8277175.71585387,7072640.45169906,3182080.4246659,2849084.79636112,7738493.33226019,10323490.8062579,5507733.89964869,4706745.7298105,9281590.15202265,7375850.19472988,2336137.18208839,2455386.82970072,19563985.3135953,12173616.8292342,5080998.53421666,5416973.1133706,8302223.81123038,13610190.564098,1854215.71960261,3537211.98986736
FT_1.682_311.07737,MW_312.08464@RT_1.682,NA,C15 H20 O3 S2,312.08464,311.07737,1.682,312.08539,NA,NA,NA,Full match,No results,No results,0,0,5767998.73231775,12788161.1876236,5398543.17835752,21934955.5689853,6196526.26179231,19679177.9632733,1754676.78938791,15172354.0064955,16630209.6240528,6585175.92242336,5561054.2727214,6301549.48499679,10384074.4803355,12557636.0470366,3904253.88607355,4442736.284028,6494520.60768645,11719175.7267765,7432189.04780602,6120160.15257301,7962263.65357316,6717837.91365688,3004206.29105499,3703132.76516972,19671798.1270729,7276787.03079868,6609862.45076437,5582892.07384271,9838893.35417677,15729111.8803709,3344833.34824209,5339129.76927533
FT_1.124_357.06182,MW_312.06359@RT_1.124,NA,C18 H8 N4 O2,312.06359,357.06182,1.124,312.06473,NA,NA,NA,Full match,No results,No results,0,0,13795338.3784249,36355101.945269,13784938.0434079,49993170.9313374,31429328.927913,42723915.0333338,19426012.0278003,34915020.2340366,57310703.7089858,45677769.8926632,27924803.6252476,15114360.6870897,29045402.7611366,17227508.0226189,8889372.86081921,13376993.2570508,23755371.1550711,33922534.0164846,26337340.0965776,39539055.9090609,32614235.3962958,61248727.7221966,23112902.3014424,14886316.4812354,50127288.5520048,53631061.9659783,29635723.6291233,32609260.8915743,42546080.4266094,33803956.0339938,15696721.3837417,27903142.3985256
FT_3.967_357.05539,MW_312.05715@RT_3.967,NA,C14 H17 O4 P S,312.05715,357.05539,3.967,312.05852,NA,NA,NA,Full match,No results,No results,0,0,1156566.9548964,2393629.12199431,7575775.71059565,8264630.04555592,3604218.20221215,5951096.71634114,5474735.82906317,4576972.1624137,2755709.12525544,2049720.70427446,3005846.17596353,1213422.72420075,2447598.43491281,2483827.61818598,2500300.66632319,1486565.29877587,2256445.5681071,2633837.07720672,1398777.20513022,1287181.63267418,2443838.39890318,3926043.69432293,2447779.85615925,772233.912902945,3847441.92988557,1508155.00371141,2871742.96231021,2430283.38876506,7041217.91541864,10589479.3685413,1017172.33353833,3620759.17419971
FT_1.551_309.13447,MW_310.14175@RT_1.551,NA,C16 H22 O6,310.14175,309.13447,1.551,310.14164,NA,NA,NA,Full match,No results,No results,0,0,63240352.3747058,137052262.746573,52827664.3226747,155945680.360994,86159398.9822838,133162455.006111,56792320.6928739,126806603.79863,142314546.105079,87690561.1305666,57149768.7222745,62328731.9193667,138534551.8783,99375736.5335022,44706055.5787749,40474229.9977107,99275976.5338221,131970190.573698,136919630.170924,80813580.7101121,104657856.564871,85068376.3992467,51228248.2048846,66236203.4616548,182786803.809259,168593153.601194,76836358.4662921,84118256.7720473,119002937.093985,123736645.47473,28620487.0206851,59355526.322071
FT_1.284_309.09815,MW_310.10543@RT_1.284,NA,C12 H10 N10 O,310.10543,309.09815,1.284,310.1039,NA,NA,NA,Full match,No results,No results,0,0,11418268.952926,18154835.6746774,16587623.3710573,38882443.5935496,16646784.3799211,7276620.43107244,5330431.27929597,48052738.6828904,43645816.5600413,25757799.3314464,11136906.9357469,18618425.0799427,25912876.7432012,26113677.6873666,10067579.1744801,9347252.853626,16986364.4296437,20348500.7069317,7969531.60601644,15497608.8895942,17139586.2227805,11197401.8155569,15341344.8409791,15794772.0076524,35843889.4053921,34399914.3932218,11558430.5961328,16479311.3676745,28604720.9086177,28236381.105974,7495667.21134821,10867269.4237194
FT_1.442_309.09816,MW_310.10543@RT_1.442,NA,C15 H18 O7,310.10543,309.09816,1.442,310.10525,NA,NA,NA,Full match,No results,No results,0,0,5334266.79079341,8917492.33863531,5693650.99351341,13987766.3934471,7816067.68979123,14995463.0517641,2973881.25474702,8699875.23399524,8332150.20658187,8053750.97836585,4887755.67089896,7364621.68937538,10809445.2861534,7065030.71327697,3426707.86353992,5098216.98717206,10238186.0449644,8961450.03151703,4200327.38330907,7020612.9833262,7534229.94895166,5938007.19167756,3962973.03199028,4563836.64541853,15987296.9033452,7773037.37910089,8199947.64356582,7633479.76569165,7647048.71591801,11645150.0267406,5359148.00204779,6979447.19072911
FT_2.134_309.06182,MW_310.06910@RT_2.134,NA,C14 H14 O8,310.0691,309.06182,2.134,310.06887,NA,NA,NA,Full match,No results,No results,0,0,1863581.82295938,6914326.4748819,1565380.417834,11416612.7321435,4404236.82814441,11657967.7775033,1661985.74620491,9025712.86465372,8908264.62499463,3491771.43751406,1915792.6178233,3279755.55816104,6498933.96756306,4299727.44238352,863477.034288823,1139963.8725286,4298035.68224477,4605195.25302931,4738508.73128723,1830563.89735147,3410309.81166607,2480290.59022971,798411.875089409,838907.629211901,15555988.6114761,7106740.09755445,3216052.78069106,3506972.11591202,6926395.21707745,10744297.6290682,641818.678950162,1632870.82690461
FT_1.865_309.06179,MW_310.06907@RT_1.865,NA,C14 H14 O8,310.06907,309.06179,1.865,310.06887,NA,NA,NA,Full match,No results,No results,0,0,4509867.90283043,19270556.5611367,4132432.06952922,25755820.5081911,10646022.6036697,29680408.7343843,3302708.31052787,20475636.985012,26017021.0150958,9039022.39100965,5759492.59776248,7767262.65611098,15604458.7735955,9722407.11934561,2436321.74852368,4228891.23066234,12384483.3026014,14828322.8743005,11360904.5931567,6032041.00606952,9428708.11680105,6934744.65752415,2320032.80168883,2301134.56138235,35589734.2312425,18330629.015321,8476370.26956312,10574038.8487173,16516849.6447509,21335804.3196495,1779842.58813158,3967777.89764274
FT_14.768_307.90717,MW_308.91445@RT_14.768,NA,C3 H10 N3 O2 P3 S3,308.91445,307.90717,14.768,308.9148,NA,NA,NA,Full match,No results,No results,0,0,41608917.1257833,39893410.5220768,35286926.7376842,68373581.2266199,45223622.7032369,55186214.1586524,31784139.3150179,40537130.5353877,42343688.9432153,67470078.9564145,42875919.8604316,39587720.6702705,46047975.1440445,62677609.3588602,46607431.6887419,33983163.6121314,43487305.6624994,43326476.1010326,35080466.3154932,26321071.0596997,34383440.8676333,66705348.2060083,42138263.8329779,26022058.7787313,60003898.9431163,50233033.546651,41715238.4572981,28788537.2674322,52766316.8721539,68090970.0989159,23227620.8844074,30616786.7493322
FT_1.663_307.08258,MW_308.08987@RT_1.663,NA,C15 H16 O7,308.08987,307.08258,1.663,308.0896,NA,NA,NA,Full match,No results,No results,0,0,7894816.33174295,19462728.0895893,10440614.9013378,22462109.6059957,12387833.8206223,22170720.173828,6019246.66123545,20007351.8448373,22743177.6932537,14379232.3283222,9296565.44435632,11755214.0722908,15813880.921183,12974358.3783792,8330181.08773875,8367632.86513985,15330984.5847843,17221942.5417912,8107125.05688621,10496436.2974759,13209856.4629082,11196900.8462459,10523475.8129444,8014764.19316362,26474101.3452769,17415027.2243386,11431725.4679084,13017144.1257322,17061101.2555913,15884844.915922,6357978.65085106,9476188.68089025
FT_3.966_306.05808,MW_307.06535@RT_3.966,NA,C7 H18 N O10 P,307.06535,306.05808,3.966,307.06683,NA,NA,NA,Full match,No results,No results,0,0,2654158.74454251,3843910.47617242,11445082.1173001,12082153.8379084,6011440.39408843,10169202.6695055,8680603.74207656,7741570.38401248,4534195.88453315,3687456.47134659,4672638.11944698,2735843.64962306,4625352.80119126,4351533.21031054,4468108.10542465,2922950.81092263,4137789.26526197,4621736.77284303,2671357.49327685,2422419.98983768,4378839.18270313,6432066.12737072,4048907.44850456,1868546.88248274,6056264.03661443,2971819.87765314,4760623.13526915,4349058.14355404,10819179.7014518,16384253.1003596,2289272.13520531,5654068.03065223
