FeatureID,FeatureID_mgf,Name,Formula,Calc. MW,m/z,RT [min],Annotation MW,mzVault Best Match,mzCloud Best Match,KEGG ID,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,# mzCloud Results,# mzVault Results,RP_S73,RP_S74,RP_S75,RP_S76,RP_S77,RP_S78,RP_S79,RP_S80,RP_S81,RP_S82,RP_S83,RP_S84,RP_S85,RP_S86,RP_S87,RP_S88,RP_S89,RP_S90,RP_S91,RP_S92,RP_S93,RP_S94,RP_S95,RP_S96,RP_S97,RP_S98,RP_S99,RP_S100,RP_S101,RP_S102,RP_S103,RP_S104
FT_20.113_473.19368,MW_472.18640@RT_20.113,WMH,C22 H28 N6 O4 S,472.1864,473.19368,20.113,472.18927,NA,78.7,NA,No match,Invalid mass,No results,1,0,4851866.98690203,20109760.9393864,9602378.23979343,25314524.1182489,13398793.9600674,12020056.3467775,5290305.89944937,9897017.32515632,14247934.3275527,6128422.91350988,11704926.3941066,10879593.0992608,14618012.2418256,4364503.10876276,10449641.9393752,8593908.64757961,13014983.055261,13559873.651514,6005655.97919839,10345510.0208707,11203277.678296,15292039.7084651,8204164.26523419,10127342.0819531,17677837.5331682,11889431.3672352,11855931.7628783,8480008.7712629,14434509.4915539,17056289.8979333,10931529.8911563,10876686.3883617
FT_19.410_473.19366,MW_472.18638@RT_19.410,WMH,C22 H28 N6 O4 S,472.18638,473.19366,19.41,472.18927,NA,83.1,NA,No match,Invalid mass,No results,2,0,26719779.3801079,15438840.1689693,31153784.1214822,24277257.1664388,12091714.0500866,32738446.3413582,10341786.4120017,13201689.3449338,13894055.479805,38257880.329786,51122389.8148855,17373158.9039088,17219604.732379,28017389.1147873,14230112.4661689,22231682.3723433,31324592.3217615,12950984.2703439,11056501.5035565,43795729.9131001,181253839.844517,29886951.4731449,17898386.2623323,14367723.48614,5225694.96996692,40594158.7373085,28327989.0567567,14035697.9377373,24776334.7123424,21423300.4880768,13000041.2910714,40665705.850209
FT_20.089_471.27409,MW_470.26702@RT_20.089,NA,C28 H38 O6,470.26702,471.27409,20.089,470.26684,NA,NA,NA,Full match,No results,No results,0,0,27606664.2866454,46387253.1810379,19804481.6000313,49094614.1332731,39070399.0715583,40391761.4999628,11829861.5971245,30199643.4855823,42071552.1791832,30798078.7084629,20981764.5491365,19000090.1803673,31085309.6455434,35130578.976807,17681573.8227326,10867407.6868446,27334731.3367794,37114421.9142856,35870267.4469834,20626191.6334201,32815201.7343957,24425718.9749252,18410016.3758112,24711388.2800638,31846883.8022595,51247477.0092936,27823506.4850626,28726058.3314402,44165068.6972741,51657532.2469476,22802001.9484779,23117889.2275718
FT_18.124_471.27427,MW_470.26699@RT_18.124,NA,C21 H38 N6 O4 S,470.26699,471.27427,18.124,470.26752,NA,NA,NA,Full match,No results,No results,0,0,13653680.7589318,41029478.2167665,14033362.8876527,43976714.7611504,21440122.4385173,64082866.0459019,2799243.57059907,13037476.2121704,21657089.7097129,20555829.2672009,15512659.7210865,13556406.8994673,15609276.8816776,9930131.15805752,11629811.1675271,12063787.6524929,19746487.9268424,20759537.4477378,20117061.6770941,7550178.22000521,17258512.0124574,10825971.2027523,7536347.57040699,6658952.54569855,30400188.7105368,31692987.8550428,19778879.2202557,18749343.8159765,44577509.227126,47351320.7353551,16732567.0343141,11029249.3561786
FT_1.340_471.18238,MW_470.17507@RT_1.340,NA,C17 H30 N2 O13,470.17507,471.18238,1.34,470.17479,NA,NA,NA,Full match,No results,No results,0,0,2751801.47975564,2318329.55488657,4340350.55512598,3081934.78066779,3125959.06721092,3395053.61218989,4647221.13557108,5315890.92791496,1437588.97578005,329806.270684927,1957566.02073633,1612172.48424189,1395850.74353712,542014.53433746,1470178.6998521,2379642.23150904,1057917.78330519,1499276.90149822,1315415.54140231,1082917.35363038,2238512.45546551,762497.598478239,1194879.08698657,810853.757815197,739136.440982384,1803113.9333362,1699104.98001301,2359537.43155769,2455005.04514992,2733125.5755828,2074697.21644165,2530483.73561804
FT_17.552_471.16519,MW_470.15812@RT_17.552,NA,C17 H32 N2 O9 P2,470.15812,471.16519,17.552,470.1583,NA,NA,NA,Full match,No results,No results,0,0,21249590.0558512,35834664.2195864,4781921.54866955,45597164.9432766,26198080.490398798,19896217.8656906,7235096.47886258,28392647.3842725,32017245.1606213,36681919.1178975,16567127.9222492,18959858.4005831,25081807.4438555,33004057.4875873,6943630.4767429195,5905239.44854046,25263300.2955491,32263014.7908646,21599312.8175169,22934931.2645413,12469636.3358549,25514833.5426604,4650464.64934827,17759048.2109398,33435499.0450499,41611726.595013,13224959.0019388,25748386.6315472,36123243.3316931,34976167.0473669,18588018.2795879,18485727.4462458
FT_19.076_469.22203,MW_468.21479@RT_19.076,NA,C21 H33 N4 O6 P,468.21479,469.22203,19.076,468.21377,NA,NA,NA,Full match,No results,No results,0,0,55375608.6907362,63935462.39299,30104637.0745186,86319669.7935404,64131063.1185843,72096447.1606642,49041779.1380515,50587161.4345242,35486024.3381642,74273158.4881104,34135679.922485,34616775.086706,58847844.7300703,66471650.6146069,39728690.7631892,28738728.2216024,43633617.7464594,83358305.3517475,40466615.8080783,12804554.3554166,42185927.8591887,66485887.7081482,25977013.4105436,27537348.9547931,75406104.5778889,61523700.6979861,48068411.9224315,42834252.5821145,60505811.4879337,73195037.7096002,46985743.5757516,34046974.6926649
FT_18.660_469.18587,MW_468.17869@RT_18.660,NA,C26 H28 O8,468.17869,469.18587,18.66,468.17842,NA,NA,NA,Full match,No results,No results,0,0,22160271.4971973,23618795.9173296,17887524.9881319,100320654.274976,18270087.6303657,84870224.0979455,4197416.43775144,47753970.0675831,26866849.932826,46362704.3939434,34730312.7804999,17953909.6897082,41551362.1925985,49779527.5301705,13309694.4845529,21664725.3014413,26042675.5854304,45177113.5819877,21545376.2209328,36582783.3069386,19118456.853663,29691670.290326,4521886.01386825,7731985.75161384,43512594.1856329,59315963.9125056,33793201.4535845,29376823.2365638,52167955.8293482,63638003.2849142,34402282.2698028,23031896.4202906
FT_15.988_469.18571,MW_468.17851@RT_15.988,NA,C26 H28 O8,468.17851,469.18571,15.988,468.17842,NA,NA,NA,Full match,No results,No results,0,0,45693664.1445186,69356044.6920629,14827646.1199977,159417336.681151,41706901.2020188,129610685.848091,11646465.9875083,72500286.2940392,65575636.0248777,98452861.6390814,27223701.7004672,28047911.2317387,65437974.4583245,92939762.7013545,29836522.8727522,17341374.0292514,76724062.1007675,71793566.8985697,16633725.0675077,46131280.0657298,39351269.3131242,48751476.2798502,10314915.1784189,19767831.7311602,77152466.0241175,74845421.6600907,23410576.7448624,45698289.9941632,62477095.4575962,100073283.665969,25876266.8554678,34896366.0947813
FT_1.774_469.09629,MW_468.08902@RT_1.774,AVE8923,C21 H26 Br F N2 O2 S,468.08902,469.09629,1.774,468.08824,NA,78.4,NA,No match,Full match,No results,1,0,1210373.03310333,3064197.31306977,13590248.0868674,17168543.9154977,7372124.33559509,12805629.8916597,14429570.7188851,9118346.07065341,2178471.52085754,2291116.38345003,2270965.16312904,3138454.08342322,2235608.39213654,2430009.94942108,3763293.25201624,1949901.94397803,3181760.769036,1251715.15897074,1474201.88777369,1460421.91334896,719293.387201425,2128803.9441996,2893018.68927281,867384.239357717,831517.482980036,2137847.81331735,1246843.98896332,1144348.49263708,16538074.1257178,16956526.0785366,1219786.13743395,14250178.1695135
FT_20.040_467.20668,MW_466.19950@RT_20.040,NA,C27 H30 O7,466.1995,467.20668,20.04,466.19915,NA,NA,NA,Full match,No results,No results,0,0,38699940.2629287,36526794.9885088,18840797.8720365,41322095.254199,22512564.6918936,28848492.6187424,17351640.6124873,36676323.1915877,31305554.1768117,27980529.8146259,22399359.6166342,23372081.8191358,32538865.7140459,36623908.1444882,19402871.7272113,17674414.568807,27643712.6952871,31349082.0880683,18696408.5197165,23217571.7539206,23464314.7592209,25670337.1488347,10518750.8503787,23468680.7541047,27337077.6142213,22863851.0226498,18723330.3505629,22504790.2858922,27284728.2983621,35708019.2202793,23509388.9654809,23002396.1875706
FT_20.242_467.20666,MW_466.19943@RT_20.242,NA,C27 H30 O7,466.19943,467.20666,20.242,466.19915,NA,NA,NA,Full match,No results,No results,0,0,21037185.6847132,52412399.8204483,18371468.6602866,38156641.207694,26171593.1020028,30179113.8215626,13853250.2775513,21624884.0646865,27688835.0646225,41599777.3561108,17173183.980215,22957349.9616122,26009057.0161794,36049182.7381321,24934940.8551065,14771353.5489641,21181123.6491696,41704207.6719314,23465807.6489647,22240342.720554,28679738.7337028,35153367.4336275,18315145.2302645,18814569.0011223,33865128.7424231,41021195.6667332,22721034.786498,21137795.8727484,30070080.293028,27806751.5148242,20829151.515347,23180785.3075304
FT_19.389_467.20663,MW_466.19937@RT_19.389,NA,C27 H30 O7,466.19937,467.20663,19.389,466.19915,NA,NA,NA,Full match,No results,No results,0,0,17576163.9708412,42952412.867976,8685053.0445617,50002176.4938006,14267868.3298265,47477778.7953044,5922614.93368353,26144420.3635652,36759542.5723671,49095337.9204131,16237239.4033735,18374683.1894409,21126535.7734286,44064795.1365825,9073887.83867786,13115406.9379271,27278211.3389053,14261704.9877181,21482400.9687261,24978030.8154644,24489431.8021726,26767719.8552021,14850936.5399869,19992829.3843234,29032252.0743878,13313252.560418,27431142.9235392,21230828.6808538,27066604.7119205,42578822.7248648,20027061.8564164,11155548.691855
FT_18.651_467.20653,MW_466.19935@RT_18.651,NA,C27 H30 O7,466.19935,467.20653,18.651,466.19915,NA,NA,NA,Full match,No results,No results,0,0,77541703.4182574,108532185.820725,80194973.0680252,233501281.6231,92153642.8285061,145661802.459013,36088875.2011911,123366055.33992,88600917.0202873,94333400.8138302,132754805.43374,61942677.2489264,95657741.9412926,115008303.484672,63434066.5189244,87918213.6947105,101378295.504501,98051939.5446577,54876149.2614474,134683509.330145,104643516.399633,37380731.7450944,47263327.4527043,91785976.9366965,55824720.0314985,37315615.711607,89064270.9904302,104195343.335787,69469733.1199952,38282791.2242846,112215220.10541,71683373.3971328
FT_16.545_467.20649,MW_466.19922@RT_16.545,NA,C27 H30 O7,466.19922,467.20649,16.545,466.19915,NA,NA,NA,Full match,No results,No results,0,0,60910548.0471406,62891027.9045305,50251353.0597323,295494942.247477,50596277.3026279,235060015.157671,25041564.4373123,79899710.8413897,58095407.4171324,142214304.949259,116623953.356349,36421178.9964884,76108198.9326111,159826057.210816,21323949.3223953,31164936.5220295,108470559.563551,71484785.8956391,37560282.7232843,99575576.0050289,105707859.386516,105116857.629784,31663608.2258603,42970583.4659396,59368691.5978555,220700587.737348,75807416.2085205,53614418.6566134,113649381.731815,151872873.158177,50145922.208513,64686607.8311649
FT_17.318_467.20648,MW_466.19920@RT_17.318,NA,C22 H27 N8 O2 P,466.1992,467.20648,17.318,466.19946,NA,NA,NA,Full match,No results,No results,0,0,57841975.5974994,48100882.3602168,70845509.9406756,206020748.678147,46712787.3380857,163779027.498525,24695031.8355724,67971506.6911258,49075983.8673943,120508604.114926,116103478.964064,33963219.7299978,62988304.8832509,118682567.110798,26503858.6831917,27847916.6310746,85140323.1125321,65660900.5093103,39696708.1219707,82907595.9133834,63830048.3470859,88566800.4116169,24204372.2240167,62958305.4336383,80768507.2470123,189181532.077403,84221428.2509168,42344048.6069549,94554529.6181433,116505378.09955,52192421.5926249,63902090.9511272
FT_16.925_467.20647,MW_466.19919@RT_16.925,NA,C27 H30 O7,466.19919,467.20647,16.925,466.19915,NA,NA,NA,Full match,No results,No results,0,0,112029724.721,97879467.4937538,59899977.1120238,435309854.046286,80549616.1553141,381406091.926143,36692993.1739392,136794778.701206,92534861.9399311,239682289.930886,207958283.164811,64599594.9013135,99255644.8751434,258459865.921954,27221374.0854147,40629751.616798,174157806.014813,111227971.276843,62012128.7039758,187773107.410901,164431550.753311,164417011.946106,35499432.9881658,69946212.1768596,97233699.3722995,392168816.318584,104541099.994546,87211348.6437073,147253524.340234,248004280.680294,80045168.887831,94284755.8398648
FT_17.140_467.20647,MW_466.19919@RT_17.140,NA,C27 H30 O7,466.19919,467.20647,17.14,466.19915,NA,NA,NA,Full match,No results,No results,0,0,74720156.5196686,72436399.5794234,34751124.8380992,186349436.893182,103178150.315885,171618461.348631,16144647.1899136,94557123.406781,63925054.6325849,172236791.974309,143523939.841477,48427590.9871233,60009113.2999648,196910014.707208,19209497.055808,38167836.4319506,68286637.5731598,54516904.1974217,31054477.6707046,139824934.149013,115514784.759756,71596832.8438601,34054277.510401,28878938.7022432,44391488.5806955,277186972.848072,85220942.0640912,73030336.2824269,135438671.67146,173944952.46122,59481939.5459109,83323610.3907849
FT_17.541_467.20646,MW_466.19918@RT_17.541,NA,C27 H30 O7,466.19918,467.20646,17.541,466.19915,NA,NA,NA,Full match,No results,No results,0,0,90871036.866999,78656515.7244351,63846064.9167275,297479107.522562,61890087.0235771,251070571.534722,29969863.5225513,98156157.9670518,72342205.4454853,179270118.435557,149872327.312751,51275236.8978393,88207970.1097981,182004773.726515,36122178.2670642,37601379.8098115,120496394.671702,81722663.6777757,49942732.737175,142371726.334553,113672296.149432,114283248.467867,36114493.9570972,52163519.7452402,81368600.6683245,269940778.946678,95590281.2414248,66136795.5260071,129074069.492942,180602258.741678,63877142.8024099,85004858.2294599
FT_17.721_467.20646,MW_466.19918@RT_17.721,NA,C22 H27 N8 O2 P,466.19918,467.20646,17.721,466.19946,NA,NA,NA,Full match,No results,No results,0,0,58170302.3953869,54889646.2215965,44719278.4189968,203183471.808962,47069244.2824231,181322851.286099,22369656.2434723,68750168.3583133,47906457.0164128,118190017.285574,111593477.692837,44987059.9425409,65967191.3468014,122884492.187722,26833095.405862,29295315.3101128,84572231.3855482,59976734.6020598,39150188.0018353,97175076.2816477,88446696.2585847,83675825.8016628,29299650.2232282,46018749.4361683,59003399.8045004,200993857.99306,76414840.7081134,53410382.451937,103376681.714695,115172251.814408,50180861.9082213,64738341.1539851
FT_17.953_467.20645,MW_466.19918@RT_17.953,NA,C21 H31 N4 O6 P,466.19918,467.20645,17.953,466.19812,NA,NA,NA,Full match,No results,No results,0,0,46129315.8641859,41901238.6384876,50927685.0468385,128990314.792866,47697404.0539965,219844226.7519,23447215.0847796,53549965.6148676,44890105.3592694,92737476.1741879,80382442.4296732,23727385.1136619,50308976.9532218,88875130.3529432,28106728.7361662,27290527.5435521,63201670.3126584,51572838.8770686,49945568.9892909,61296938.0972931,61442358.1253556,58135536.2249186,26377761.955649,33661290.806373,41244285.8710806,107219658.030049,136630169.838769,35551894.3201838,67708889.0414054,85856951.4005134,50952278.3244494,47056242.2259859
FT_18.430_467.17067,MW_466.16334@RT_18.430,NA,C26 H26 O8,466.16334,467.17067,18.43,466.16277,NA,NA,NA,Full match,No results,No results,0,0,35780041.1375435,80663784.8431674,32024563.2247512,42234384.5753012,29806150.7502866,60727646.5431185,23866508.3263286,32927292.1702903,38070667.2375688,57815123.0495326,24709817.6214914,40103691.7711773,24605319.3408889,26651611.3530213,35359548.8728035,18684678.3583512,40072316.5342065,50213644.7066182,34537587.6942123,36385973.1461146,25663593.0130847,67698929.5955135,17164293.9380576,34527805.1678155,38022402.3443541,51350338.5643224,46320394.0220879,22775832.6900533,40312385.5292166,63697075.5567569,33577542.7854393,28712021.2133468
FT_1.706_467.13727,MW_466.12999@RT_1.706,NP-020236,C23 H24 O9,466.12999,467.13727,1.706,444.14203,NA,91.4,NA,No match,Invalid mass,No results,4,0,27461413.9474428,22469201.312899,63438681.4081047,57119558.5522287,46703632.0522799,50975558.4891337,88431608.7817929,40344598.0426869,14961565.2611746,18048490.8160929,22825128.2961387,7068391.36866307,15332097.0606712,21188013.7588448,18749152.7558251,8535131.69750588,23970227.0837806,9443737.48618587,13938233.1683234,17815908.5358324,8891471.01769892,25579070.1961094,23086998.8730145,11264764.6275966,7329972.99418368,14365421.3215403,17775056.7825026,14204944.1930334,67168402.2738868,77953626.3035845,43194986.9460772,78741242.4272055
FT_19.858_465.26373,MW_464.25646@RT_19.858,NA,C22 H36 N6 O3 S,464.25646,465.26373,19.858,464.25696,NA,NA,NA,Full match,No results,No results,0,0,13789517.1491362,48327499.2181793,6863421.96245094,56099326.3266685,22946814.7981559,35907664.8748965,3085549.18277265,14165913.5728748,28534425.5926301,33981613.8473548,9207313.57562147,26180757.3557937,29748584.3037925,33201640.7905389,12872430.578852,15835920.6349347,37186511.9485273,39952963.1806477,26431517.5295954,11693687.8636788,22921443.9576433,25701089.8518382,4232214.54252176,8377656.67213212,23636913.8967815,40414592.9282353,8867393.04319964,38702629.8808874,50114618.2306705,58324831.4532566,22867109.5799345,22435553.8551468
FT_19.476_465.22755,MW_464.22032@RT_19.476,NA,C28 H32 O6,464.22032,465.22755,19.476,464.21989,NA,NA,NA,Full match,No results,No results,0,0,36324687.1060144,6138868.40785998,34256572.6023915,81081831.1942129,25084363.1568579,55835313.8905293,6065441.98149999,43930294.5690696,49395211.1611167,40861821.5861524,36681310.4154096,20867916.3982148,32363532.1284626,58973232.0337826,26546836.430682,17018776.9904757,32160449.6372892,52050008.8630667,38019281.3956916,23398039.3136897,40062832.8303239,33531082.1779974,24541873.2605599,15874350.2547254,44588744.2237175,64333205.1178659,36852302.0075766,40853589.251365,70691260.1662102,48455960.8095769,27396706.1769655,12939116.4508567
FT_18.978_465.19085,MW_464.18358@RT_18.978,NA,C27 H28 O7,464.18358,465.19085,18.978,464.1835,NA,NA,NA,Full match,No results,No results,0,0,37732262.7277534,51742746.858316,11667718.2515405,64612263.3844531,40522177.7630166,58711180.4068774,16833101.7379756,36714689.074581,38291050.480519,56879766.3160243,31730829.4913676,33916531.4524765,50712010.6500534,54293827.2095049,25633065.1362154,28692973.9945677,37340031.9435426,37752958.8553415,25867554.9289328,40633319.7451983,52966074.2774457,29886808.5269744,16010047.9730111,32294419.8628378,53441680.6694252,38919549.6321764,26797911.5569659,37650769.5173311,32740464.8186413,63759426.7853766,24929727.8786478,34632091.0177972
FT_19.494_465.15514,MW_464.14787@RT_19.494,NA,C19 H24 N6 O6 S,464.14787,465.15514,19.494,464.1478,NA,NA,NA,Full match,No results,No results,0,0,5646451.01597788,10116907.8531286,2889724.01971358,26373669.5261499,7302465.10516986,10438500.8205087,2442068.26294938,18901483.584807,3423984.42908887,15656328.4603374,4859460.20594084,6053074.409676,4955840.80692731,15171563.5079291,4970022.97768614,3227993.64676818,9530461.6303282,3244051.51593375,3515777.19947859,9264366.18044565,2393419.10887856,7330365.92149485,963202.632414565,2974703.53321662,20538835.4495759,5268917.95962297,4741250.75599717,3104751.90899358,16792956.8547057,21403869.8723184,6529775.56057374,7724049.37352406
FT_18.648_465.15458,MW_464.14731@RT_18.648,NA,C26 H24 O8,464.14731,465.15458,18.648,464.14712,NA,NA,NA,Full match,No results,No results,0,0,90050539.6688396,68939546.8778502,71367239.2907347,104479135.319814,71250875.3437571,82691872.2004637,80179993.8649462,84739436.6140229,128262248.470176,127162435.911786,63746442.0078593,66902959.1776847,71298225.6215089,123066331.343815,67939043.5330457,49033354.5915213,60142563.8158452,45873765.6348691,45628996.7204077,51816321.2268836,54373393.2776275,198285276.435688,79926752.0247917,62514849.2811234,66731454.3110485,64632975.6919176,56982107.5733439,57648636.0312015,94859437.2230319,52733180.7139446,60445634.098328,54760794.3680653
FT_18.807_465.15455,MW_464.14730@RT_18.807,NA,C26 H24 O8,464.1473,465.15455,18.807,464.14712,NA,NA,NA,Full match,No results,No results,0,0,77455359.3373664,68087653.4200447,38478707.0491938,119398380.221507,63284607.519626,86138689.8277718,25517959.4989384,73445250.3049014,60432841.3261981,100923308.506768,39656530.0425217,56732889.9262082,50046851.4245614,99861091.7870716,45335856.6527191,39033371.1250589,69356770.9022395,59597415.269777,39446582.4831466,61675186.1350147,44408485.2261076,55577662.8575526,22186116.5128399,45924097.3707375,69669167.6494229,83420212.0515268,33991629.088925,52048556.1561137,76336974.1323783,85907823.0156611,55149894.6455381,60629807.0270689
FT_1.215_464.10688,MW_463.09960@RT_1.215,NA,C14 H25 N O14 S,463.0996,464.10688,1.215,463.09957000000003,NA,NA,NA,Full match,No results,No results,0,0,31321797.5935766,82035643.2896054,124305479.872168,237375523.48039,58103324.012181,131511996.327783,125295555.875133,103291838.118993,53595197.5757043,106249254.997989,96206434.9906497,63930511.6138635,71760385.3654858,99217258.6612473,64410061.4487082,45773582.2301537,85273896.8786429,24748766.8157325,78064773.2056,81938619.5703618,22111582.7941688,79388487.7681881,62371939.5530507,75675331.4195798,115392259.293266,128620544.699758,76299361.613793,46642544.7300467,143799391.843923,174034574.835899,44351475.1142344,106648840.48657
FT_0.982_462.86176,MW_461.85449@RT_0.982,NA,C7 H4 N4 O10 P2 S3,461.85449,462.86176,0.982,461.85648,NA,NA,NA,Full match,No results,No results,0,0,6662403.98475921,17575545.5001607,18171036.451498,10279635.848309,22118256.3646808,17183766.6419069,6020354.71786849,16361421.116201,14253885.0790716,13687462.4846061,17233756.3281211,17541235.2942459,13748359.8162375,15737062.1465351,14399169.0451342,3903539.1314055,17983573.6083657,15297458.6363196,12942054.222546,4723575.27375706,5433281.18090421,13895155.5314544,9361785.56233375,6598201.82686505,11842736.6531758,15757246.4063171,16107122.5365681,5170676.22449386,12613219.2459378,10869623.3421977,8910374.56356325,11289766.7229614
FT_1.720_462.18184,MW_461.17456@RT_1.720,NA,C16 H31 N O14,461.17456,462.18184,1.72,461.17445,NA,NA,NA,Full match,No results,No results,0,0,32604501.3257502,26300100.9815899,63070451.2132986,67374948.4154549,45508883.6366346,57189089.0685195,91637075.489021,46054452.2856766,19846962.8235441,23246718.4758527,27976209.7109917,9606648.61386474,20719791.6217962,25893535.6853248,24426883.9103038,11703448.3979538,28432441.3651135,12561553.99872,20082838.5702452,24944422.5147674,12921994.4592663,24301823.8154571,21063349.8845331,17613138.6861279,11719652.5533058,18563955.2055072,22169777.2283527,17925937.1447179,69662469.1257352,78525612.1466054,36200181.3612301,61577759.0211994
FT_1.421_462.14561,MW_461.13833@RT_1.421,NA,C12 H29 N7 O6 P2 S,461.13833,462.14561,1.421,461.13753,NA,NA,NA,Full match,No results,No results,0,0,2905040.91751834,1961371.56702681,3993816.50590897,8106881.80338267,2754293.34103293,4603222.85475207,5221087.37881421,3884660.78423257,3533424.67669016,1582990.12693982,3092533.13076118,2096594.32361528,1925374.95937412,4073810.67080995,2602687.76988631,2439130.76559231,4289393.26111355,1395759.35320754,2330927.47590577,3551249.02606276,937355.266325501,2273901.17188677,2051479.65334912,2075540.55279423,1398145.28206351,1891815.07913936,2001967.63792049,1927628.29200974,5762716.3411066,8937061.35401993,1726312.37260704,5436898.9464379
FT_1.296_462.03891,MW_461.03163@RT_1.296,NA,C5 H16 Cl N9 O12 S,461.03163,462.03891,1.296,461.03277,NA,NA,NA,Full match,No results,No results,0,0,3684911.10545195,1773948.55359533,1056887.49050454,1068779.05159935,1672436.63873592,2934878.51582637,1205404.17964744,1663639.94267656,2622936.90290433,2323907.38680773,2294416.10257981,4538728.55880698,2196386.28163583,1808933.05893262,3120421.07412643,4361096.48298408,1999222.9128708,1954815.2965565,2464708.36682574,1837814.95807702,1904668.27727269,1614618.87961641,2879891.56922493,1848731.2424857,2596735.62146798,1851141.38583524,1892507.80467415,3918338.46922121,1417162.97630273,840532.261477498,2408901.7810753,1641441.3598584
FT_16.386_461.25141,MW_460.24413@RT_16.386,NA,C23 H36 N6 S2,460.24413,461.25141,16.386,460.24429,NA,NA,NA,Full match,No results,No results,0,0,9340597.92250364,4893897.69167881,2852005.21179305,20403010.722486,6410612.11347646,25060466.5199892,1250270.7133403,16353750.6132906,7428088.69025252,9627091.18663391,11232477.9495718,6469158.92318018,9952229.58219653,14294935.7098235,2530296.89026321,5425512.91446501,8854473.37312766,13930788.6212007,3345074.00793158,11892700.1109369,9383132.78531237,4583280.20166915,2065626.60113663,3734609.81692641,11561277.4806173,23218690.5334203,7127366.12293583,16090350.2114554,24466202.7821241,20792873.6428918,12656969.2219921,5528786.80950672
FT_19.613_461.23019,MW_460.22291@RT_19.613,NA,C19 H29 N10 O2 P,460.22291,461.23019,19.613,460.22126,NA,NA,NA,Full match,No results,No results,0,0,3044132.62605881,4738201.37696326,4300375.63525714,13754457.9518253,6314362.69846601,4975090.63495365,1960276.80164648,4209771.73937925,5580797.4305947,3253126.98013096,3102091.45479924,5103903.29592055,2446238.49487219,4965306.05550273,2166894.58557617,2481222.06215591,6193352.25831774,5570955.26089164,4963147.78355908,1507031.27837564,4867708.06775408,4104859.13436892,3424140.85791129,5112727.20972034,12782042.2734757,5222645.84547012,4128711.18904214,8039292.72496725,5945608.76183161,16379464.6363799,3004376.36038729,1960085.03961306
FT_0.889_460.85312,MW_459.84584@RT_0.889,NA,C3 H5 N6 O9 P S5,459.84584,460.85312,0.889,459.84592,NA,NA,NA,Full match,No results,No results,0,0,9224805.37277866,9398573.44502607,8983512.12458375,1778902.17048729,12329866.3907227,13396893.8969734,9331168.82344386,7783871.86239675,10899523.2906787,1589073.42042221,11409651.0144172,9081695.98893354,10039548.7079807,2088768.04851828,9770919.63956765,3575349.08725612,9530522.12307559,9420218.7110992409,8739045.3517384,5065499.9268764,8822990.94938637,5304571.97164732,9336238.17803195,7372560.54869163,11046343.8987255,15003173.0436778,10000128.0467722,5935431.46811623,9465645.19847385,6532432.24490907,7733831.35084739,4659885.0730905
FT_16.678_459.23596,MW_458.22868@RT_16.678,"N-{[(2R,4S,5S)-5-{[4-(2-Pyrimidinyl)-1-piperazinyl]methyl}-1-azabicyclo[2.2.2]oct-2-yl]methyl}benzamide",C24 H32 N6 O,458.22868,459.23596,16.678,420.26376,NA,62.5,NA,No match,Invalid mass,No results,1,0,23067361.8747644,16702362.6800522,32540804.0662969,80647622.0249414,48089368.9289449,104422536.502318,6982523.00202019,57113195.2286908,33215252.085882,59793247.7339402,47121600.6595572,15639210.2529401,33060671.9193483,54761902.052701,14535268.9874624,10250663.9812913,36035279.131013,169598386.295968,38247409.80038,16634301.890876,47108475.0360632,23535473.6122494,6371682.48174275,13243514.9961684,55353607.8050834,80206743.6391954,10386266.0223982,32523667.7561141,61972869.5320367,86045962.8348555,38614913.3492742,19912906.2304197
