FeatureID,FeatureID_mgf,Name,Formula,Calc. MW,m/z,RT [min],Annotation MW,mzVault Best Match,mzCloud Best Match,KEGG ID,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,# mzCloud Results,# mzVault Results,RP_S73,RP_S74,RP_S75,RP_S76,RP_S77,RP_S78,RP_S79,RP_S80,RP_S81,RP_S82,RP_S83,RP_S84,RP_S85,RP_S86,RP_S87,RP_S88,RP_S89,RP_S90,RP_S91,RP_S92,RP_S93,RP_S94,RP_S95,RP_S96,RP_S97,RP_S98,RP_S99,RP_S100,RP_S101,RP_S102,RP_S103,RP_S104
FT_18.607_277.14112,MW_254.15186@RT_18.607,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",C14 H22 O4,254.15186,277.14112,18.607,254.15181,NA,67,NA,Full match,Full match,No results,1,0,17131093.409121,20704759.2844454,33721086.6691454,16080574.0171312,25071157.0119884,17782591.8880064,8212522.72898436,25562392.4723775,60945359.3201693,51734290.5349497,11772025.2164272,13207130.2687855,3821549.77763164,23797683.3345071,12416968.0466556,9875419.69329442,45400968.6964624,22878287.2671403,21018071.7486076,34877602.485758,35141872.574323,20281725.319961,8503101.52875576,13667251.033921,40777852.1577443,33757227.0450027,10794542.1977099,17267500.0368057,36338130.6520933,23910679.528155,22320683.1649034,12953352.9854094
FT_16.885_255.12266,MW_254.11539@RT_16.885,NA,C13 H18 O5,254.11539,255.12266,16.885,254.11542,NA,NA,NA,Full match,No results,No results,0,0,1157537.03664887,10535359.6019956,4285992.08467548,11088122.8336496,11149188.5092762,11940021.9419425,3709452.75576705,3420914.86226885,13955527.2130143,7263746.67522528,5192322.79233203,4864017.31395235,10573489.4243835,18019510.7218168,8744963.93343658,5033266.74816786,6514350.1278495,12214934.8062925,9554582.45988692,4136207.76329963,10455377.2873106,8799735.0898825,3504218.29321205,7958625.12235844,12380426.2717515,19211667.2393376,2548781.98338567,7792230.87201992,6142352.89561299,5365294.62512377,4030473.46086127,2495041.96617575
FT_13.945_255.12251,MW_254.11523@RT_13.945,NA,C13 H18 O5,254.11523,255.12251,13.945,254.11542,NA,NA,NA,Full match,No results,No results,0,0,5730556.03515191,7980784.64316867,4095939.5281859,24570613.8494429,5903119.53619043,23941073.4581748,2888926.88214585,16808542.4235034,17084892.2514212,13698086.3531537,13259253.3235616,7076288.42980463,13231833.3598047,9681003.46406443,5610594.37144009,4334716.71546423,14765278.0571214,14869237.9347727,3741938.98951176,3933752.88440274,14099231.7788334,5162165.01314853,4012543.18864232,4402013.50221319,20781608.3057929,20232701.9362533,10945533.5543565,14634295.7309128,19020448.2471913,21296916.0374983,4488569.58634419,3313311.98132247
FT_12.771_255.08618,MW_254.07901@RT_12.771,NA,C12 H14 O6,254.07901,255.08618,12.771,254.07904,NA,NA,NA,Full match,No results,No results,0,0,6694038.46903301,12412969.4092163,3761268.38734711,18035855.2784577,7880695.66905142,17537745.5443039,2566089.29447303,12184523.3858235,11059031.4297311,9101131.79934968,4088264.85506577,7450052.67175062,11194813.0254191,12212828.5309575,3264313.96011137,4236624.96274496,11221276.4925975,10797157.138299,6163719.21475157,8269230.14138524,6843882.422453,5786716.69306999,1907615.00483329,5578999.27857452,12689577.9917024,12154368.2764408,7722652.96816599,7291535.0877888,13884507.7775471,11245585.6169475,7282967.77039315,6803083.18775633
FT_13.089_255.08629,MW_254.07901@RT_13.089,NA,C12 H14 O6,254.07901,255.08629,13.089,254.07904,NA,NA,NA,Full match,No results,No results,0,0,5707372.99039408,12780563.4821268,3690044.29490987,17789909.3851476,8044598.12730158,15484419.6350177,4054710.57509246,8809115.97966222,9241821.10861666,9501703.27428483,4999293.65260223,6238969.02932998,6594394.27016995,8728106.13552159,4226650.47158297,3369708.54300986,8091123.10513968,10273278.462942,4194053.46579878,5277864.19438748,9427349.04676616,7853450.7495191,2822493.15979422,2965880.49640762,11364320.0811449,12552113.2901135,3584835.37475628,6393755.78952793,11544858.8041883,12382086.8145982,5491116.66736827,4679351.2158871
FT_12.561_255.08605,MW_254.07894@RT_12.561,NA,C12 H14 O6,254.07894,255.08605,12.561,254.07904,NA,NA,NA,Full match,No results,No results,0,0,12632140.3189544,25240737.0480445,7741550.49399467,55190715.1071752,14586238.4111572,54386305.2908343,4155306.13445637,21471259.1529611,18336219.9413954,24572478.5259195,10568444.1561264,11599098.7449682,19676334.1838956,21648483.4773657,5822224.20904609,7966610.63315314,22540094.5536475,19174899.4976912,3480346.51550008,11673035.6952923,12445171.4252993,13354122.1784946,2528529.31441186,5262646.13162035,32333387.9035245,21417350.2747829,11313346.2618555,17012261.7602014,28555284.5829456,43141442.0002387,10598523.0788026,8550224.99136093
FT_14.531_253.17983,MW_252.17256@RT_14.531,NA,C15 H24 O3,252.17256,253.17983,14.531,252.17254,NA,NA,NA,Full match,No results,No results,0,0,40483750.7651903,74791196.7419642,34915511.7666842,79241033.9817123,68568356.5151624,79830760.0633453,26625449.7985202,68178980.4373914,113897679.055864,61151181.7216263,48276909.0330358,47549944.0961238,75315105.64556,52159208.5526898,20988917.4898072,30687092.8096355,104470883.033044,65912273.2975706,74745462.6447755,29503752.9868169,56006486.2146487,47441074.231275,29350402.9163475,47115818.7744761,86669436.233684,98287222.9740464,40541700.1692975,63499901.6103656,81712786.361724,126758764.655231,30420159.2707528,39883326.9342614
FT_14.385_253.14446,MW_252.13722@RT_14.385,NA,C7 H22 N6 P2,252.13722,253.14446,14.385,252.13812,NA,NA,NA,Full match,No results,No results,0,0,26604558.3082864,35566961.2227665,34186194.9414719,36183228.3869935,30571076.0200129,30068135.7307772,25246440.8566448,30519083.8448785,41435461.3066253,26407144.2989334,26977013.979862,26054377.3931071,28772587.0870644,24703526.7589115,25747926.4161833,22998566.6982116,36791219.0136034,23794695.2637928,32259602.0205517,32522216.6229424,26537933.2436617,30714622.3453514,23616758.4130402,26780870.3939111,171242840.235874,32294034.6933328,26560000.5556513,32663281.4896706,33461422.5540634,38321484.7375826,29318461.1318107,24704489.2648717
FT_15.134_253.10704,MW_252.09986@RT_15.134,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,252.09986,253.10704,15.134,230.11542,NA,91.6,NA,No match,Invalid mass,No results,5,0,64235138.8939438,143936320.399581,59023320.0155685,179484327.728521,101452613.143244,143905899.405138,48069883.4248435,133126735.559417,147815473.404106,103454984.642052,65231876.6815279,75325348.0772613,122099219.91985,101442399.719285,57969618.9470453,52899656.1956128,99704649.114601,141454904.541029,71125865.5357642,72934030.6050412,125984134.438472,88140568.3131487,44927258.9593292,69678020.1449306,139486116.063089,179780798.043138,76820638.2443524,98218204.2700348,90802001.2995684,131114977.276143,51716351.5150821,61320614.2645898
FT_14.473_253.10704,MW_252.09978@RT_14.473,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,252.09978,253.10704,14.473,230.11542,NA,73.8,NA,No match,Invalid mass,No results,2,0,184075590.368846,282624465.740306,131118046.156715,564400653.433881,174582596.712884,487070891.171194,68257131.895282,321925041.606407,269010066.169811,311656584.214408,171083018.90032,152053898.065667,231892312.490246,251418838.831528,112276419.810935,135298640.12644,221786762.501571,237046503.958633,186292682.686927,198273720.010397,175746594.265899,160019289.358831,100558960.45167,162652563.35041,284980067.493487,277790766.388815,178658707.007617,279936021.451136,277969280.31211,420902146.294505,175011049.481848,149940738.267112
FT_14.157_253.10703,MW_252.09978@RT_14.157,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,252.09978,253.10703,14.157,230.11542,NA,76,NA,No match,Invalid mass,No results,2,0,58171459.5289446,133724542.676599,55868879.5028632,224631601.003548,73421445.8101654,196203939.520067,39986289.9955645,104304303.175459,103685776.782564,112263300.209514,67143730.988021,72704054.2401014,104563140.995855,119068425.187798,51998178.6817489,48320801.7131049,111801342.061204,129488133.310866,62068202.9826793,60043141.8488548,88088846.3578626,75898594.0274545,37653943.9240273,44257047.5188388,138540628.695435,145403664.895435,70832997.0813797,90050338.5425134,134458195.46716,174083854.103027,68434497.3224215,58264625.9436043
FT_13.835_253.10703,MW_252.09976@RT_13.835,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,252.09976,253.10703,13.835,230.11542,NA,65.7,NA,No match,Invalid mass,No results,2,0,416136028.970416,494059460.305101,207300999.726516,1222710512.38026,259590589.219691,1053102009.32695,130037133.05127,602844952.13932,540933822.352059,405768205.723903,303425716.608984,320280730.28936,637813847.452198,683996457.980635,173071838.181531,231363450.812519,566199030.885154,446268401.30887,208846980.502475,380205391.21934,349810224.694515,320976938.847823,129243483.619329,241444876.797199,732879143.251801,562973632.916736,262773058.619235,439988726.633145,652364647.838494,954863157.727741,312593724.236815,301463864.142335
FT_13.404_253.10703,MW_252.09976@RT_13.404,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,252.09976,253.10703,13.404,230.11542,NA,71.5,NA,No match,Invalid mass,No results,2,0,243047571.858137,297065703.390385,123339722.584586,796762101.601151,246688494.252164,687768766.75152,75310825.4799402,318970672.491793,298949777.19659,404767859.405174,184140652.963429,176758627.200527,358047105.089557,409250854.248845,97959679.8315768,135595803.978212,344254186.685165,247928865.307285,101131522.838037,207817868.099849,201572199.217034,202745744.129741,69594073.3306644,127532006.628792,459403075.177893,334491993.680932,160222158.271925,246394775.400516,397197213.061913,614458965.111214,195938034.420374,167963192.718724
FT_13.135_253.10701,MW_252.09976@RT_13.135,"(2R)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-3,4-dihydro-2H-1-benzopyran-4-one",C13 H16 O5,252.09976,253.10701,13.135,252.09977,NA,73.9,NA,Full match,Full match,No results,3,0,15988291.9549358,25446323.5152845,10933831.9445289,44222484.9593425,18408841.1415436,40329716.0178989,9650739.00298758,26643736.2558554,28383865.1110213,23048748.3438788,11064362.3659173,15291839.2186605,21828343.1854585,27192945.0896819,16654973.6743637,10986813.385392,24515286.4813434,28537805.2095401,26316693.9765587,26582114.7582704,23502264.5657361,15839481.7027594,8747560.30158929,20289079.1196918,29686253.9234267,31050574.5719935,16947487.5606752,22637188.0168756,21423042.2767702,28742184.3445202,13674578.6152665,12758903.8445914
FT_12.939_253.10703,MW_252.09975@RT_12.939,NA,C13 H16 O5,252.09975,253.10703,12.939,252.09977,NA,NA,NA,Full match,No results,No results,0,0,12892327.4525965,14418601.3688919,10209852.9663956,52699900.9577939,15374346.9000569,47121329.2371482,6288942.11204014,17920112.1922429,20199652.2890428,26985475.3744308,15463588.5481676,12360213.8021593,18420165.9551834,11540918.916455,7485572.95831532,9592383.76780089,22477009.1166671,15439460.9580923,31863695.7847233,13635919.0446947,13492299.2949619,8301325.05267195,6273276.29300378,3710072.74228776,28802865.2846277,26714034.0915038,13319453.5483477,20581843.4898749,26750848.8259178,40406187.4408975,12908343.1673824,6545134.47704907
FT_14.757_253.10702,MW_252.09974@RT_14.757,NA,C13 H16 O5,252.09974,253.10702,14.757,252.09977,NA,NA,NA,Full match,No results,No results,0,0,27137329.1368263,44017135.894674,11796505.1095388,63050461.8764585,40012563.7476225,82300895.6999262,20467995.0413389,31567609.2423583,57332340.473291,48296442.2891663,29282622.9846176,29770915.8371419,47918327.6995024,53823673.7259228,21952894.274622,3966100.38734295,39180303.2547013,51482253.1947208,35229173.5698531,19362905.5111421,26176264.1345282,33090435.4493719,7359204.50904993,24790243.2413806,72201220.2347564,88509917.183484,34085529.9921068,9778048.29050094,78553552.3060056,71512008.5835184,33764839.721717,28324348.3775484
FT_12.597_253.10696,MW_252.09968@RT_12.597,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,252.09968,253.10696,12.597,230.11542,NA,83.5,NA,No match,Invalid mass,No results,3,0,10506715.3420981,15350032.0369631,6744164.87865698,22819425.5602393,12546575.7170428,22190150.5274902,5230227.04043533,20252640.915193,15440136.3491921,14372953.4154703,8765084.93467546,11411621.2954858,11628271.2057738,18244470.2317491,7404125.09263777,4161752.37330466,16153071.8498001,15645651.6166512,21257751.8821901,8214101.75957896,13126735.8929507,5199257.83257255,3785804.13120627,7757416.43426056,15885765.9000345,14031541.5663307,9643972.12038626,12226882.0996984,14052500.2020942,18300570.4356863,7116425.30653861,6722288.89333992
FT_10.732_253.10690,MW_252.09962@RT_10.732,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,252.09962,253.1069,10.732,230.11542,NA,88.8,NA,No match,Invalid mass,No results,5,0,10106385.4803819,17057316.8570539,5626889.52810317,32515393.3458599,18514392.2391337,35164973.8630035,4855120.31944093,23393159.2025449,8509922.75632055,18576817.6532421,12284695.7295577,7051581.14996304,14900645.4729299,22476092.4368829,5316548.24942405,3702401.23578113,16696934.775682,14727674.9259504,4711619.2054393,18787246.3868495,15852882.9552556,4471144.10259719,2941064.81878939,4000043.28765794,19628837.3882456,12607766.9282932,13605861.2167555,15490446.7196406,20636572.8181147,31412282.1411074,7375144.4826652,4398171.16184555
FT_13.868_253.07068,MW_252.06340@RT_13.868,NA,C12 H12 O6,252.0634,253.07068,13.868,252.06339,NA,NA,NA,Full match,No results,No results,0,0,10022130.0524986,21421408.0254359,8067327.69123314,26401635.9061458,10666255.8816622,24914467.6719082,5117211.96558594,17797994.6575355,18727107.2441855,21227224.0644512,8961141.27638082,10246928.6324781,15786319.7098655,19101870.5776722,6432083.53534297,7040972.08201257,18071425.666082,24098567.4212422,12757274.9043169,14069885.6781553,12743588.3327373,14760308.4978868,9347336.94677092,11447731.225309,23870890.5815436,26187951.649517,12298707.9302935,18078448.6646387,12929459.8612796,15627687.52358,13251485.9488679,12340113.7880795
FT_13.279_253.07065,MW_252.06338@RT_13.279,NA,C12 H12 O6,252.06338,253.07065,13.279,252.06339,NA,NA,NA,Full match,No results,No results,0,0,16093465.3984999,32241204.5441228,10410056.0025637,48042018.0934268,13547051.4028736,54793508.3857007,7653696.47650288,18761600.2416661,23165995.5347128,23854223.0792752,10652162.7747123,11973471.0124069,22125304.9223532,20693302.6416971,11180537.4928783,9847462.18237495,27383627.1446555,29196293.0434436,9831429.81536813,9705814.2297521,19867386.2762279,16041652.0865978,9720442.29387264,7967121.84267666,31003740.3709815,30854895.2650815,17154098.5884377,16897846.4652581,34042314.5969986,33456051.9704333,16546512.4956507,12202947.8129226
FT_11.492_253.07066,MW_252.06338@RT_11.492,NA,C12 H12 O6,252.06338,253.07066,11.492,252.06339,NA,NA,NA,Full match,No results,No results,0,0,11665548.2197304,23241277.4626593,6382681.14640102,45448168.1200773,13324481.7513309,42545397.1203822,4867881.11696403,18691165.9356069,21314653.3553799,22618546.1359963,11003930.4024719,10075698.2743925,15998990.6322323,12447638.9955946,6232942.05284874,6153564.70765159,20734104.1073263,22565337.0329985,8121888.69892414,8823608.57514131,17318304.5186917,12782792.840465,5143739.94119237,3819429.14271591,33607417.6855067,26743988.9437241,13150763.7857416,14274585.1930736,27897512.5406097,35749405.510518,11053506.7893988,5253011.10827673
FT_14.295_253.07057,MW_252.06330@RT_14.295,NA,C6 H13 N4 O5 P,252.0633,253.07057,14.295,252.06236,NA,NA,NA,Full match,No results,No results,0,0,6258503.16390075,13324726.1074048,4335703.30725258,12847472.2466448,9308787.33984403,15223551.9133564,4101607.21385618,5984426.69479851,9318784.19237024,9349872.69870314,6022806.20551511,5934253.6190368,4909303.42239985,8470811.39279147,5700988.86702491,3952093.65406441,6929889.46811876,14872254.0345304,4505432.26688768,4330795.61290664,9428528.46711622,7302183.46754248,3730553.63207165,1816036.28217422,10130180.7104968,12135200.5789456,4300505.67624519,5797160.10595968,5850181.50983507,8070491.4606018,6378625.22284558,4594032.58675648
FT_1.421_252.14412,MW_251.13685@RT_1.421,Prosulfocarb,C14 H21 N O S,251.13685,252.14412,1.421,251.13438,NA,64.4,NA,No match,Invalid mass,No results,1,0,604214.024143667,1132579.56996277,1110456.45168655,5689870.99755073,1161525.78955988,4502836.4608009,1735574.34644703,1333867.26343268,2666762.54729095,6749446.69692952,3220410.4728761,980861.351699353,3488312.48716458,6272008.40404595,4247589.3685036,894986.113317963,2645592.06800767,1789088.28863147,1914476.81204143,1725040.21458937,1900555.38341828,2260296.15357346,2028768.84254348,1595296.87550233,3055895.05154338,3174862.42460596,3019258.66582523,1508463.86216197,6246805.43611538,7644658.14057348,1439158.05072915,1596566.85183512
FT_6.199_252.10911,MW_251.10183@RT_6.199,2'-Deoxyadenosine,C10 H13 N5 O3,251.10183,252.10911,6.199,251.10184,97.9,99.8,NA,Full match,Partial match,Full match,2,1,20636867.7376901,29030292.6335506,34571067.8860848,78310321.1921045,41662086.333097,41104835.8732868,77220435.4774393,43430811.8179847,34899084.5586758,69625295.7640477,47676097.2349325,41511172.8869751,39664059.2567394,71701766.7432932,44396323.5294712,33352139.3658511,37813627.5862845,80794314.9812245,40772781.3709361,41073970.7464141,42454642.9497139,76866665.7819263,62837916.8284751,46851882.5870117,46295734.8373493,67743642.526664,50069073.2095818,37815832.3900662,98708148.4485178,97459395.527183,64501352.6303715,57827455.9372497
FT_19.278_251.20055,MW_250.19327@RT_19.278,OPEO,C16 H26 O2,250.19327,251.20055,19.278,250.19328,NA,66,D05229,Full match,Full match,No results,1,0,26048158.8211402,3932730.15310225,9507036.57740701,10151507.6216794,7580934.32170678,15794912.057605,7717956.20146435,2871120.84802394,12752629.3238211,15531657.9870341,19966814.9317176,9327636.87185205,14213654.4992934,13400339.8424138,18069967.7972504,3342352.05910628,8343817.01463731,8642644.36294454,10336002.6114175,19533466.4423044,11853904.459894,8259002.04815973,24013569.1725682,9220680.63670272,11888996.3915088,3815640.29206457,8941960.67115628,8470152.52506752,9804105.4338017,14283927.3518553,9790327.91882811,7040829.99678357
FT_17.474_251.20052,MW_250.19325@RT_17.474,NA,C16 H26 O2,250.19325,251.20052,17.474,250.19328,NA,NA,NA,Full match,No results,No results,0,0,4293213.32602376,8753700.4674753,14228056.2420486,11113043.8552208,17355704.8776886,19431341.0690814,13015041.3726756,23841042.4255114,25124497.1980992,10980026.6594538,21196137.2809984,11657793.4869132,15749016.4894926,21326958.2244417,14938398.932503,20597534.3964952,21576935.3696054,21128764.4415756,25681834.7833902,24834492.3823738,19647682.3553086,28222609.3053982,21430808.2442757,28301131.8414154,11700638.4295672,20902130.6898521,15313231.4380183,9217349.72953136,19617592.7608558,19742638.2945032,11660319.4857044,14530206.470713
FT_16.900_251.20051,MW_250.19323@RT_16.900,OPEO,C16 H26 O2,250.19323,251.20051,16.9,250.19328,NA,64.2,D05229,Full match,Full match,No results,1,0,31040355.5391177,46122671.6151492,27266774.2387752,57579837.4519434,65331040.0929443,62292302.6099459,21542463.4132449,59785764.8408258,80758495.8207688,43727807.5743595,31676896.4621854,37069306.8237166,45774810.9994037,49373567.6543278,32430046.628039,26771166.2216896,36967100.3922983,53169913.5986015,60365006.3153007,28832609.3186936,46598994.7693489,41253317.8581487,36493683.9518989,37213888.4175522,48612416.1966152,47843835.7307579,28088299.8912264,37161724.0881625,48010960.3297791,41679957.6243446,36594821.3657759,31778461.6111941
FT_14.165_251.16415,MW_250.15689@RT_14.165,NA,C15 H22 O3,250.15689,251.16415,14.165,250.15689,NA,NA,NA,Full match,No results,No results,0,0,93315647.6610499,90478807.1631194,57532052.1106695,159651999.45819,31136789.3573657,143688653.324827,61600666.8739363,102617774.074585,66281459.1771599,88695494.2854494,70641435.9843443,86923571.4696092,110315870.869707,36749366.8703631,69993245.0312248,72510083.1183024,143317230.094455,148470959.032775,37757396.8465498,74163026.5687958,109352138.314734,69090421.2002295,45671534.8560285,87902281.7623768,174986699.979079,137902754.572292,99564468.2926083,126733612.514408,32268440.1278483,195791754.093069,65923534.9661844,62652667.2297155
FT_15.679_251.16414,MW_250.15688@RT_15.679,"9-hydroxy-2,10,10-trimethyltricyclo[6.3.0.0Âa,âµ]undec-6-ene-6-carboxylic acid",C15 H22 O3,250.15688,251.16414,15.679,250.15689,NA,89.5,NA,Full match,Full match,No results,6,0,141989018.716661,328736037.470289,128436756.642708,426673952.783464,336082646.145243,418911870.077478,151757360.766971,301868605.193531,439455375.964383,184137693.110503,148141705.542306,207651926.818218,374812849.824422,231040910.723446,118658154.820641,131100854.455551,391532090.922399,294362218.901838,365672046.483253,148576440.64319,282727333.109389,180221998.073455,142519540.159802,171379962.812488,526789855.294873,404171470.087874,238469333.296813,344791690.515752,459005455.557418,517556534.734034,169128890.614136,185554085.003321
FT_15.741_251.12776,MW_250.12054@RT_15.741,NA,C14 H18 O4,250.12054,251.12776,15.741,250.12051,NA,NA,NA,Full match,No results,No results,0,0,24841336.7754606,25773610.7237642,28941968.9045316,87559432.1119336,32519613.9847509,79920191.4098552,13450262.8727446,38477081.4060997,30730497.3169837,55924892.0317217,45654612.0395667,16386847.0003452,43216781.4590444,52082891.6780914,19743108.6570709,18595262.356589,39346809.5551175,45634641.4485734,23438179.1678288,25985314.7727702,39242127.1376127,29400770.0796989,10515596.9501535,18353256.6778249,42731799.9952428,64223282.2357342,37168859.2096983,30176404.6892725,47689762.4246626,66012559.267663,37264824.9533963,23024858.9843184
FT_15.109_251.12776,MW_250.12051@RT_15.109,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,250.12051,251.12776,15.109,228.13616,NA,75.6,NA,No match,Invalid mass,No results,4,0,37164052.8634548,37615424.7320664,40794804.3824552,102457231.677303,52204803.1463765,96735020.544304,21398560.0261634,46457509.3919698,48901583.0031898,73866951.030372,71098048.9422389,24700469.6157161,59004844.7956285,63795340.3129247,25904593.5390154,25274644.9194367,53888707.458553,76172872.708707,40349648.2992357,40652347.6397768,63442742.45646,49848380.5819063,20361901.2959777,29578895.1989844,65760521.1106144,79820131.5128463,67500240.0344667,49519463.355018,69191049.0425496,103354232.722504,48991643.1560192,28193250.3926044
FT_15.263_251.12776,MW_250.12050@RT_15.263,NP-000124,C12 H20 O4,250.1205,251.12776,15.263,228.13616,NA,86.7,NA,No match,Invalid mass,No results,4,0,52903684.3041134,119132147.27863,47390235.6237964,164314625.45192,80619394.8663355,153838534.928238,31786259.660004,103684853.442863,100839432.518964,97514243.8469544,54254195.5483532,60502037.1615053,96893295.2046418,113208388.897511,41062285.7841095,38904934.8029654,101209823.112109,117649596.280985,53079868.9091731,62222609.9529424,81849025.0766598,73580392.0260056,35365542.1895662,52445804.0785338,96078084.3304185,135758321.188085,61975765.36788,75197394.3911553,116198177.276934,118727548.644951,55086299.0984802,51380893.7334817
FT_17.541_251.12777,MW_250.12050@RT_17.541,NA,C14 H18 O4,250.1205,251.12777,17.541,250.12051,NA,NA,NA,Full match,No results,No results,0,0,130099940.206318,102508683.829249,88188463.2633539,241548602.593363,309452120.903346,203449978.642527,62085029.5253995,147913318.416088,139536708.590783,237276224.017742,144700139.362114,90829208.9104113,187554630.827039,169551488.497458,87712391.699521,70118848.4027717,128735059.537516,192702895.155375,77247417.0911698,142884476.598061,175514202.458937,157594175.009387,42337124.1330291,73275804.8223044,136378564.21159,164093045.027961,187467147.604193,95690143.2596219,218185724.208583,207587985.178022,162518287.604446,72961424.2717271
FT_15.894_251.12775,MW_250.12049@RT_15.894,NA,C14 H18 O4,250.12049,251.12775,15.894,250.12051,NA,NA,NA,Full match,No results,No results,0,0,75438481.4865969,81897006.7677132,80965070.5312999,103131279.162926,96915409.8163867,180913619.262706,42968979.3824612,36995407.8306554,95348288.724988,133524366.985552,121335752.795344,65487838.4847209,114066597.835359,121985371.385085,64790317.6463864,61995926.2847086,109791739.794152,124499795.140187,104609077.067723,83053894.310395,104719893.088588,89783379.5970303,13419517.3407593,68087791.1817472,116947143.221217,174361846.155526,108162457.497332,88325216.1897515,135994839.406834,159112333.410401,99028648.3308681,70588793.982229
FT_14.089_251.12776,MW_250.12048@RT_14.089,NA,C14 H18 O4,250.12048,251.12776,14.089,250.12051,NA,NA,NA,Full match,No results,No results,0,0,112491551.857106,108916285.259792,118131557.164958,376029294.882217,129343750.024668,285807079.548399,58327213.9622499,156983753.883746,162013419.626215,280905282.754151,233250708.588006,69301719.170527,279868982.739323,254518683.721972,93200414.2410539,90624899.4163847,252953710.939875,347245179.060502,121176511.198635,117026812.292781,279110522.547443,201784378.650658,60884282.6326937,88802580.3554384,213602293.52697,354246459.746809,214721942.11828,170389586.720755,285249772.9727,301275987.383322,177501803.797676,86663727.7477578
FT_17.223_251.12775,MW_250.12048@RT_17.223,NA,C14 H18 O4,250.12048,251.12775,17.223,250.12051,NA,NA,NA,Full match,No results,No results,0,0,137334117.883261,126432223.165847,115940038.294653,360286058.900755,129800900.295629,315787142.225597,69259366.7205846,146230974.035437,123554879.888913,256036653.356367,238160043.661343,90813860.1516406,153578963.895276,266014207.005831,83106176.5867302,75744167.925791,188583147.918761,199868705.056529,95761616.3349244,180282634.367256,183456148.627042,168708078.053158,76842347.474866,94112572.7535302,138873035.504143,416450594.861498,162254321.484095,134239712.59844,225651117.940065,284684468.546781,116148209.498272,125664773.279874
FT_16.837_251.12775,MW_250.12048@RT_16.837,NA,C14 H18 O4,250.12048,251.12775,16.837,250.12051,NA,NA,NA,Full match,No results,No results,0,0,54800276.3435294,69312504.07022,61365136.7258178,236525914.318507,87427349.1798427,207034077.535651,52495504.9078831,79049729.4914693,71805622.7025325,146583132.467294,120957844.700853,38591505.6836462,143571952.890422,144226597.357232,49448818.6780412,58558648.4876957,109644099.715189,95466009.3345832,43098604.7968321,83620222.895315,105709156.895831,96537846.0072015,32149698.6000457,72849644.0937411,78667905.3954165,203707643.797801,82964835.4655865,90414170.1013887,115958374.778004,148720243.43059,94286793.0153052,48793344.9962376
FT_13.284_251.12774,MW_250.12047@RT_13.284,NA,C14 H18 O4,250.12047,251.12774,13.284,250.12051,NA,NA,NA,Full match,No results,No results,0,0,60672244.2461372,76746349.4786856,55787951.8918576,195126625.060245,83960243.571429,141366935.009163,30633962.5033009,102809720.26805,116009261.075167,124971776.105034,115167093.660219,39118017.0333247,131108659.331521,142226628.461958,53944835.9764804,56007518.1359883,126918677.875375,158007543.774271,90621669.6795058,65783806.3013964,123312663.963442,92265812.4875264,47577373.7655139,57541593.387297,122219323.703528,185490869.257907,111592113.747023,96500022.8022834,147180204.986312,161955409.231635,95895448.8284708,55099514.7478891
FT_12.812_251.12775,MW_250.12047@RT_12.812,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,250.12047,251.12775,12.812,228.13616,NA,64.2,NA,No match,Invalid mass,No results,3,0,28392011.9281568,41610745.5507416,36882861.1640637,103831712.180991,47076259.2691664,88598573.8579665,28461583.0735317,32771901.9215787,34426301.8089746,70017717.7549404,60813353.617496,39076174.5760276,67108225.173649,70631910.2138771,32307031.0128994,35395300.6416667,49051722.3922164,84856769.9690548,38942819.0134632,37688103.7721685,72179987.5766671,57740040.7147702,12241715.0814328,34139867.5521344,65229967.5811183,98436830.1567493,60062176.1955783,55197259.4561074,72202385.3630748,88750804.9342875,50139104.6764288,34627369.6511299
