kegg_cid,month,month_mean_int,log_int
C00380,September,5047061.642088699,23.267012276367225
C00387,August,20869847.351644825,25.314916712441416
C00387,July_1,20229838.035151813,25.269981433597664
C00387,July_2,25064354.30786118,25.579133733007822
C00387,July_3,17335135.55647611,25.047195782315086
C00387,June,22595346.848884348,25.429522367417608
C00387,May,23476079.85460608,25.484688184819206
C00387,October,26172421.571078934,25.641544078355288
C00387,September,18955134.4198701,25.176085351592814
C00402,August,32214399.01812974,25.9412023447492
C00402,July_1,23846050.254614603,25.50724698914371
C00402,July_2,25681848.86035283,25.614245731377665
C00402,July_3,22548455.49555216,25.426525280609262
C00402,June,21521143.35418407,25.35925139022846
C00402,May,13175604.736154618,24.65136584465688
C00402,October,18974159.785570823,25.1775326657928
C00402,September,16652853.127688259,24.98926603913773
C00407,August,78975837.89975823,27.234908002640328
C00407,July_1,71140013.45388725,27.084157911451538
C00407,July_2,80170036.91487356,27.25655980274527
C00407,July_3,70647328.42771187,27.07413166939968
C00407,June,55971518.24688253,26.73818954608019
C00407,May,26201999.76474268,25.643173588210114
C00407,October,48441718.99860564,26.529746725502257
C00407,September,39985751.441882364,26.252982664555773
C00408,August,6284918.686433634,23.58346264866562
C00408,July_1,16233529.723520385,24.95247338935663
C00408,July_2,5833459.15682789,23.475920203772098
C00408,July_3,10165453.682748888,24.27717126810506
C00408,June,24375827.829115335,25.53894787936832
C00408,May,2205731.9433159195,22.072826044049275
C00408,October,2254059.3042598017,22.104094042614324
C00408,September,2064177.660165937,21.97713571567166
C00437,August,3497224.76393711,22.7377790892366
C00437,July_1,3839223.517693552,22.872383124945607
C00437,July_2,2861676.7768657594,22.44842929982814
C00437,July_3,2761411.1120614023,22.39697425811211
C00437,June,3274616.0970277484,22.642894350057087
C00437,May,2507890.556807488,22.25804296028865
C00437,October,2630280.8420424224,22.326785417431385
C00437,September,1315178.6556667292,21.326827359820943
C00475,August,15630321.315377794,24.89784410060013
C00475,July_1,13279697.081761323,24.662718902490877
C00475,July_2,15290820.872027135,24.866162522592013
C00475,July_3,11431030.727105934,24.446452160313388
C00475,June,16201812.01216683,24.94965183749283
C00475,May,15307992.428674709,24.867781756774527
C00475,October,19172746.53904491,25.192553685329937
C00475,September,11958548.494764594,24.51153895287068
C00482,August,10282653.82914112,24.29370931901886
C00482,July_1,15864085.269339073,24.919261001386776
C00482,July_2,13031651.89823299,24.635516636401206
C00482,July_3,16101302.439764334,24.940674057358237
C00482,June,16679010.803817125,24.99153039239783
C00482,May,17045826.16233291,25.022915188677146
C00482,October,14459263.782222206,24.78549076112181
C00482,September,21157991.79418536,25.334699365101073
C00487,August,143416419.8876273,28.0956349681758
C00487,July_1,143651537.246338,28.0979981906453
C00487,July_2,111879103.64892954,27.73736535951273
C00487,July_3,99303031.8973979,27.565334430671783
C00487,June,81076422.44322488,27.272779094440992
C00487,May,68917945.30065523,27.03837635433007
C00487,October,69767030.05432418,27.056042084393813
C00487,September,75130318.74241284,27.16289188716262
C00492,August,15234085.213389523,24.860799534913294
C00492,July_1,18775434.223838713,25.162342937881025
C00492,July_2,19268464.239471838,25.19973825284609
C00492,July_3,13797425.603242628,24.71789577064187
C00492,June,26701106.174583536,25.6703961753951
C00492,May,23048946.6003806,25.458197481281143
C00492,October,22141421.226180095,25.40024449383573
C00492,September,16876131.574218627,25.00848090485091
C00559,August,71895671.43515918,27.09940157831124
C00559,July_1,52504717.83491226,26.645943726823184
C00559,July_2,54495389.95346937,26.69963085423731
C00559,July_3,52408819.2753129,26.643306270900798
C00559,June,54672218.938877836,26.704304594480163
C00559,May,36612991.72401328,26.125852328295192
C00559,October,69563315.49294508,27.05182335952481
C00559,September,47665837.43373467,26.506452307325922
C00576,August,143416419.8876273,28.0956349681758
C00576,July_1,143651537.246338,28.0979981906453
C00576,July_2,111879103.64892954,27.73736535951273
C00576,July_3,99303031.8973979,27.565334430671783
C00576,June,81076422.44322488,27.272779094440992
C00576,May,68917945.30065523,27.03837635433007
C00576,October,69767030.05432418,27.056042084393813
C00576,September,75130318.74241284,27.16289188716262
C00625,August,50325412.66329796,26.584783761360192
C00625,July_1,22816027.58824549,25.443544295557277
C00625,July_2,14482723.45987247,24.78782958932571
C00625,July_3,32316536.306206938,25.94576924220095
C00625,June,26183041.25318915,25.642129345378056
C00625,May,23816888.533544086,25.505481614339235
C00625,October,39036197.04473908,26.21830917479835
C00625,September,22190863.295149915,25.40346245826313
C00645,August,50325412.66329796,26.584783761360192
C00645,July_1,22816027.58824549,25.443544295557277
C00645,July_2,14482723.45987247,24.78782958932571
C00645,July_3,32316536.306206938,25.94576924220095
C00645,June,26183041.25318915,25.642129345378056
C00645,May,23816888.533544086,25.505481614339235
C00645,October,39036197.04473908,26.21830917479835
C00645,September,22190863.295149915,25.40346245826313
C00664,August,13715030.974205483,24.70925454460277
C00664,July_1,11684866.015575806,24.47813785577579
C00664,July_2,11772014.636933688,24.488857905402902
C00664,July_3,11300584.442538982,24.42989405194481
C00664,June,9402020.86101529,24.164539450882195
C00664,May,13372714.864709683,24.67278904843483
C00664,October,11824351.749271447,24.495257756550245
C00664,September,11741541.14696933,24.485118447375516
C00666,August,8885831.008282462,24.08307527359904
C00666,July_1,15890120.02824354,24.921626686537852
C00666,July_2,12780640.109577434,24.60745675869571
C00666,July_3,24267986.468641866,25.53255107627648
C00666,June,13565342.029067157,24.693422087608557
C00666,May,8167380.345690406,23.961441983273584
C00666,October,12101799.894270947,24.528718298936734
C00666,September,20305898.70105272,25.275395543867774
C00686,August,50325412.66329796,26.584783761360192
C00686,July_1,22816027.58824549,25.443544295557277
C00686,July_2,14482723.45987247,24.78782958932571
C00686,July_3,32316536.306206938,25.94576924220095
C00686,June,26183041.25318915,25.642129345378056
C00686,May,23816888.533544086,25.505481614339235
C00686,October,39036197.04473908,26.21830917479835
C00686,September,22190863.295149915,25.40346245826313
C00719,August,143416419.8876273,28.0956349681758
C00719,July_1,143651537.246338,28.0979981906453
C00719,July_2,111879103.64892954,27.73736535951273
C00719,July_3,99303031.8973979,27.565334430671783
C00719,June,81076422.44322488,27.272779094440992
C00719,May,68917945.30065523,27.03837635433007
C00719,October,69767030.05432418,27.056042084393813
C00719,September,75130318.74241284,27.16289188716262
C00740,August,23566502.89846909,25.49023435299235
C00740,July_1,25144469.891197678,25.58373780230105
C00740,July_2,26291632.529722165,25.648100390397644
C00740,July_3,22872947.221928243,25.44713893588649
C00740,June,25625125.750305414,25.61105574859145
C00740,May,20219895.254196685,25.26927218783019
C00740,October,22507934.841795903,25.423930356268873
C00740,September,15452343.910167651,24.881322356133733
C00774,August,40134578.034127615,26.258342393726625
C00774,July_1,56926319.403593495,26.762592488868773
C00774,July_2,52561504.35123497,26.647503231519572
C00774,July_3,53481178.0489409,26.672527908749878
C00774,June,52688177.19737209,26.65097593324157
C00774,May,61730161.84504726,26.8794722380565
C00774,October,50759625.045333974,26.59717807643163
C00774,September,65794170.066512056,26.971456418555697
C00785,August,9316721.39770594,24.15139092168948
C00785,July_1,11725177.555015584,24.483106433928818
C00785,July_2,9501011.535577342,24.17964968904917
C00785,July_3,12760682.93779244,24.605202206841014
C00785,June,13095213.180682875,24.642536210132242
C00785,May,12322677.395273838,24.55481241417501
C00785,October,18209218.730693094,25.118165688803376
C00785,September,10997334.573279355,24.390650563972464
C00792,August,11578509.035227064,24.464946153637932
C00792,July_1,11565686.456805512,24.463347560833157
C00792,July_2,10665437.426066572,24.346439800961342
C00792,July_3,7492562.490054749,23.837027780591043
C00792,June,12573418.62795076,24.583873626383365
C00792,May,6390269.476027552,23.60744533985972
C00792,October,8634930.024595626,24.041753055870743
C00792,September,8137115.764890827,23.956086085061848
C00820,August,40908303.74347131,26.285890381549514
C00820,July_1,41094179.15079303,26.292430719797085
C00820,July_2,47970549.72366129,26.515645636564276
C00820,July_3,40871676.81629439,26.284598097316316
C00820,June,27356675.477263957,25.7053895814278
C00820,May,13479660.461837856,24.684280821251186
C00820,October,24518250.38726718,25.54735269676093
C00820,September,23300625.846089873,25.473865369860373
C00821,August,25442607.03908037,25.600743171691025
C00821,July_1,14645138.82456958,24.80391853312488
C00821,July_2,13066437.581413154,24.63936252422961
C00821,July_3,8907541.481750937,24.08659586622073
C00821,June,10024292.1399158,24.256997029341715
C00821,May,10663101.841016984,24.346123835865008
C00821,October,11182897.446791353,24.41479069770052
C00821,September,10340368.857902182,24.30178431407859
C00868,August,6662766.874993921,23.66768998504129
C00868,July_1,6652287.557241345,23.66541910241711
C00868,July_2,8464940.99577676,24.013068581284795
C00868,July_3,5664904.400527802,23.43362017902431
C00868,June,10645950.339300448,24.343801405791215
C00868,May,9576865.56396848,24.191122119309433
C00868,October,11299317.07508039,24.429732243739764
C00868,September,6467927.297404235,23.624872031644745
C00881,August,49810077.10706038,26.56993430854642
C00881,July_1,32415705.93493091,25.950189655847815
C00881,July_2,34333172.39831555,26.033099833241685
C00881,July_3,36160683.84868898,26.107918625586965
C00881,June,31956198.366549864,25.929592454081074
C00881,May,21837651.67257293,25.380314387571495
C00881,October,35716670.749574594,26.090094273312147
C00881,September,30478119.704571955,25.86127056518696
C00919,August,1076158058.7450385,31.003242840636403
C00919,July_1,1067472117.6899041,30.991551241212967
C00919,July_2,1129612314.9136581,31.073180575902057
C00919,July_3,892486214.9868293,30.733254645076798
C00919,June,1030746569.696006,30.94104251395995
C00919,May,1024356352.3630816,30.932070540371956
C00919,October,907601033.3684797,30.757483010721238
C00919,September,902740408.242238,30.749735945494223
C00922,August,18864244.214240212,25.169150964719496
C00922,July_1,10622523.175020898,24.340623155375212
C00922,July_2,13535077.85834328,24.69019985065785
C00922,July_3,13528416.083626652,24.6894896016736
C00922,June,19125159.732903656,25.188968461423656
C00922,May,15543998.36969526,24.889854318932926
C00922,October,18617084.651818603,25.15012383551516
C00922,September,12010592.26801535,24.517803959390022
C00956,August,9695180.143408386,24.20883627421503
C00956,July_1,13058055.34383346,24.63843672536053
C00956,July_2,11649946.80407117,24.473820031479256
C00956,July_3,7851710.253907115,23.904575504359023
C00956,June,4594096.656848576,23.131349779738148
C00956,May,2388654.5122661474,22.187766771178538
C00956,October,3115044.6904220055,22.57082143054707
C00956,September,6433693.97352867,23.61721588340425
C01004,August,11012878.68834854,24.392688292656597
C01004,July_1,6681853.00052383,23.67181681333378
C01004,July_2,24415952.73247305,25.541320738545572
C01004,July_3,5622994.084166615,23.4229070983747
C01004,June,17596152.314543787,25.06875665877896
C01004,May,7578075.716611842,23.853400123981398
C01004,October,11793012.411482971,24.491428952163613
