Reaction,Pathways,n_reaction
PNKIN-RXN,PWY-7282,5
PNKIN-RXN,PLPSAL-PWY,6
PNKIN-RXN,PWY0-845,11
PNKIN-RXN,PWY-7204,9
PYRIDOXKIN-RXN,PWY-7282,5
PYRIDOXKIN-RXN,PLPSAL-PWY,6
PYRIDOXKIN-RXN,PWY0-845,11
PYRIDOXKIN-RXN,PWY-7204,9
PYRAMKIN-RXN,PLPSAL-PWY,6
PYRAMKIN-RXN,PWY0-845,11
PYRAMKIN-RXN,PWY-7204,9
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN,PWY-7536,1
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN,PWY-5189,4
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN,PWY-5529,15
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN,PWY-5920,7
RXN-6902,PWY-6473,2
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN,PWY-5028,5
SERINE-C-PALMITOYLTRANSFERASE-RXN,SPHINGOLIPID-SYN-PWY,6
SERINE-C-PALMITOYLTRANSFERASE-RXN,PWY-7277,4
SERINE-C-PALMITOYLTRANSFERASE-RXN,PWY3DJ-12,3
SERINE-C-PALMITOYLTRANSFERASE-RXN,PWY-5129,8
RXN-20396,SPHINGOLIPID-SYN-PWY,6
XANPRIBOSYLTRAN-RXN,SALVPURINE2-PWY,2
GALACTITOL-2-DEHYDROGENASE-RXN,PWY-7862,3
MALONYL-COA-DECARBOXYLASE-RXN,PWY-8358,1
MALONYL-COA-DECARBOXYLASE-RXN,PWY-7485,3
RXN-8788,PWY-5529,15
RXN-8788,PWY-5526,6
RXN-17480,PWY-7762,3
RXN1F-66,PWY-5086,1
RXN1F-66,PWY-5068,2
RXN1F-66,PWY-7764,1
RXN-21291,PWY-8127,1
RXN-7674,PWY-5068,2
RXN-21286,PWY-8126,1
RXN-7663,PWY-5064,1
RXN-17122,PWY-8097,1
R102-RXN,P101-PWY,5
RXN8J2-219,PWY-6987,3
RXN-12627,PWY-6906-1,5
RXN-12627,PWY-6906,5
RXN-14362,PWY-7248,3
RXN-14362,PWY-7241,2
RXN-12177,PWY-6572,3
RXN-16485,PWY-7645,2
4.1.2.28-RXN,PWY-7178,3
4.1.2.28-RXN,PWY-7294,5
4.1.2.28-RXN,PWY-5257,30
SULFINOALANINE-DECARBOXYLASE-RXN,PWY-5331,3
1.1.1.292-RXN,PWY-6992,4
PHOSPHATE-BUTYRYLTRANSFERASE-RXN,PWY-6604,12
PHOSPHATE-BUTYRYLTRANSFERASE-RXN,GLUDEG-II-PWY,6
PHOSPHATE-BUTYRYLTRANSFERASE-RXN,PWY-6590,6
PHOSPHATE-BUTYRYLTRANSFERASE-RXN,CENTFERM-PWY,4
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN,PWY-8508,2
TRNA-URACIL-5--METHYLTRANSFERASE-RXN,PWY-7904,2
RXN0-6259,PWY-5529,15
RXN0-6259,PWY-5531,5
RXN0-6259,PWY0-1415,4
RXN0-6259,HEMESYN2-PWY,2
RXN-21483,HEME-BIOSYNTHESIS-II-1,3
RXN-21483,PWY0-1415,4
OXALATE--COA-LIGASE-RXN,PWY-7985,3
L-GULONATE-3-DEHYDROGENASE-RXN,PWY-5525,2
GLUCOSAMINE-KINASE-RXN,PWY-6906-1,5
GLUCOSAMINE-KINASE-RXN,PWY-6906,5
RXN-15298,PWY-8350,2
RXN-15298,PWY-7446,2
GLUTAMIN-RXN,PWY-5004,9
GLUTAMIN-RXN,PWY-5505,6
GLUTAMIN-RXN,PWY-5921,2
GLUTAMIN-RXN,CITRULBIO-PWY,7
GLUTAMIN-RXN,AMMASSIM-PWY,2
GLUTAMIN-RXN,PWY490-4,3
GLUTAMIN-RXN,GLUTSYN-PWY,1
GLUTAMIN-RXN,GLUTAMINDEG-PWY,1
RXN-12029,PWY-6686,2
RXN0-2381,ALL-CHORISMATE-PWY,48
RXN0-2381,PWY-6629,12
RXN0-2381,TRPSYN-PWY,5
RXN0-2381,PWY-4161,1
RXN0-2381,COMPLETE-ARO-PWY,17
RXN0-2381,PWY-6949,1
RXN-9991,PWY-6145,10
RXN-9991,PWY-6140,3
RXN-9988,PWY-6138,5
RXN-9988,PWY-6145,10
RXN-15893,PWY-7562,4
1.1.1.283-RXN,METHGLYUT-PWY,6
1.1.1.283-RXN,PWY-5459,2
1.1.1.283-RXN,PWY-5458,3
RXN-9048,PWY-5773,2
RXN-17351,PWY-5466,2
RXN-17351,PWY-5469,2
RXN-17351,PWY-6824,2
RXN-9051,PWY-5773,2
RXN-16704,PWY-7945,2
RXN-16704,PWY-7944,2
RXN-16703,PWY-7945,2
RXN-16703,PWY-7944,2
RXN-23321,PWY-8386,2
RXN-23320,PWY-8386,2
M-CRESOL-METHYLCATECHOL-RXN,TOLUENE-DEG-3-OH-PWY,4
TOLUENE-4-MONOOXYGENASE-RXN,TOLUENE-DEG-4-OH-PWY,1
TOLUENE-4-MONOOXYGENASE-RXN,TOLUENE-DEG-3-OH-PWY,4
TOLUENE-4-MONOOXYGENASE-RXN,PWY-5183,23
TOLUENE-4-MONOOXYGENASE-RXN,PWY-5181,8
RXN-12329,PWY-8545,2
RXN-12329,PWY-8547,1
RXN-12329,PWY-8546,1
CYCLOARTENOL-SYNTHASE-RXN,PWY-6109,1
CYCLOARTENOL-SYNTHASE-RXN,PWY-7156,14
CYCLOARTENOL-SYNTHASE-RXN,PWY-8028,1
ETHANOLAMINEPHOSPHOTRANSFERASE-RXN,PHOSLIPSYN2-PWY,18
ETHANOLAMINEPHOSPHOTRANSFERASE-RXN,PWY4FS-6,1
RXN-17731,PWY-7782,8
RXN-5781,PWY-6804,1
RXN-5781,PHOSLIPSYN2-PWY,18
RXN-5781,PWY-3561,2
RXN-5781,PWY4FS-5,6
RXN-5781,PWY-4762,6
RXN-5781,PWY3O-450,1
RXN-5781,PWY4FS-2,4
RXN-20567,PWY-8055,5
RXN-17733,PWY-7782,8
RXN-20511,PWY-8053,7
RXN-20511,PWY-8051,11
RXN-19426,PWY-7618,1
RXN-10002,PWY-6143,3
RXN-19005,PWY-7920,5
2.4.2.38-RXN,PWY-7920,5
RXN-19007,PWY-7920,5
RXN-9993,PWY-6145,10
RXN-9993,PWY-6140,3
RXN-12148,PWY-6718,1
RXN-12721,PWY-6932,2
RXN-12721,PWY-6395,7
1.8.4.9-RXN,SULFMETII-PWY,3
RXN-14800,PWY-7340,7
RXN-14804,PWY-7340,7
RXN-14716,PWY-7307,1
RXN-7931,PWY-7291,2
RXN-7931,PWY0-1337,29
RXN-12519,PWY-6837,3
RXN0-5391,PWY-7292,1
RXN0-5391,PWY0-1337,29
RXN-14777,PWY-7337,6
RXN-14777,PWY-7338,6
ENOYL-COA-DELTA-ISOM-RXN,FAO-PWY,5
ENOYL-COA-DELTA-ISOM-RXN,PWY-5137,1
RXN-7836,PWY-6837,3
RXN-7836,PWY-5138,4
RXN-15310,PWY-7447,2
RXN-12130,PWY-7084,5
RXN-12130,PWY-6748,2
RXN-12130,DENITRIFICATION-PWY,3
PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN,PWY-8397,16
PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN,PWY66-374,8
RXN-23480,PWY-8399,10
RXN-23445,PWY-8396,8
RXN-20172,PWY3O-19,4
RXN-20172,PWY-7235,5
RXN-20172,PWY-7230,4
RXN-25152,PWY-8570,2
RXN-9282,PWY-5872,3
RXN-9281,PWY-5871,4
RXN-9287,PWY-5873,4
RXN-11757,PWY-8534,4
RXN-9280,PWY-5870,5
RXN-16194,PWY-6176,2
RXN-16194,PWY-5706,1
RXN-16201,PWY-7614,1
RXN-21570,PWY-8454,2
RXN-16190,PWY-6176,2
RXN-16190,PWY-5707,1
RXN-12654,PWY-6915,4
RXN-12661,PWY-6919,4
4.1.1.74-RXN,PWY-8585,3
4.1.1.74-RXN,TRPIAACAT-PWY,2
4.1.1.74-RXN,PWY-5081,2
L-ARABINONATE-DEHYDRATASE-RXN,PWY-8329,4
L-ARABINONATE-DEHYDRATASE-RXN,PWY-7295,5
L-ARABINONATE-DEHYDRATASE-RXN,PWY-5257,30
L-ARABINONATE-DEHYDRATASE-RXN,PWY-5517,5
RXN-18001,PWY-5360,1
RXN-18001,PWY-7813,1
3.11.1.2-RXN,P483-PWY,1
RXN-11879,PWY-6664,3
RXN-23654,PWY-8430,2
RXN-23657,PWY-8429,2
RXN-11968,PWY-6678,1
RXN-11968,PWY-7136,1
ACONITATE-DELTA-ISOMERASE-RXN,PWY-8018,1
RXN-20516,PWY-8055,5
RXN-20553,PWY-8053,7
RXN-20502,PWY-8051,11
R546-RXN,P601-PWY,1
R546-RXN,PWY-6989,1
RXN-11543,PWY-6550,3
3.5.1.95-RXN,PWY-6426,2
4-COUMARATE--COA-LIGASE-RXN,PWY-8094,1
4-COUMARATE--COA-LIGASE-RXN,PWY-5071,3
4-COUMARATE--COA-LIGASE-RXN,PWY-6435,4
4-COUMARATE--COA-LIGASE-RXN,PWY-5048,3
4-COUMARATE--COA-LIGASE-RXN,PWY-7046,3
4-COUMARATE--COA-LIGASE-RXN,PWY-7397,2
4-COUMARATE--COA-LIGASE-RXN,PWY-6039,2
4-COUMARATE--COA-LIGASE-RXN,PWY-6982,1
4-COUMARATE--COA-LIGASE-RXN,PWY-6320,3
4-COUMARATE--COA-LIGASE-RXN,PWY-7897,1
4-COUMARATE--COA-LIGASE-RXN,PWY1F-FLAVSYN,1
4-COUMARATE--COA-LIGASE-RXN,PWY-8157,5
4-COUMARATE--COA-LIGASE-RXN,PWY-8002,3
4-COUMARATE--COA-LIGASE-RXN,PWY-5135,1
4-COUMARATE--COA-LIGASE-RXN,PWY-361,6
4-COUMARATE--COA-LIGASE-RXN,PWY-6920,4
4-COUMARATE--COA-LIGASE-RXN,PWY-6432,2
4-COUMARATE--COA-LIGASE-RXN,PWY-7398,7
4-COUMARATE--COA-LIGASE-RXN,PWY-8104,1
RXN-1126,PWY-7826,2
RXN-1126,PWY-1121,8
RXN-1126,PWY-8003,2
RXN-1126,PWY-6673,1
RXN-1126,PWY-7398,7
RXN-10919,PWY-7461,1
1.1.1.178-RXN,PWY-5109,3
1.1.1.178-RXN,ILEUDEG-PWY,3
RXN-21782,PWY-8181,13
RXN-12238,PWY-7131,3
RXN-12238,PWY-6749,4
PALMITOTRANS-RXN,KDO-NAGLIPASYN-PWY,16
MYRISTOYLACYLTRAN-RXN,LPSSYN-PWY,15
MYRISTOYLACYLTRAN-RXN,KDO-LIPASYN-PWY,2
MYRISTOYLACYLTRAN-RXN,KDO-NAGLIPASYN-PWY,16
RXN-22489,PWY-8285,2
RXN2DNV-7,PWY2DNV-2,2
RXN2G6Z-5,PWY-8378,2
RXN2B4Q-57,PWY2B4Q-7,4
RXN2B4Q-58,PWY2B4Q-7,4
MYRPALMTRAN-RXN,KDO-NAGLIPASYN-PWY,16
RXN-14400,PWY-6146,46
RXN-14400,PWY-6350,7
RXN-14400,PWY-6349,6
RXN-14400,PWY-6141,9
RXN-9995,PWY-6146,46
RXN-9995,PWY-6350,7
RXN-9995,PWY-6349,6
RXN-9995,PWY-6141,9
RXN-23122,PWY-8365,5
RXN-23123,PWY-8365,5
RXN-6562,PWY-4002,2
RXN-13072,P181-PWY,11
RXN-13072,PWY-7270,10
RXN-13072,PWY-7527,10
RXN-13072,PWY-7528,11
RXN-13072,PWY-4361,6
2.4.2.12-RXN,NAD-BIOSYNTHESIS-III,2
RXN-20560,PWY-8051,11
PHOSPHOLIPASE-A1-RXN,LIPASYN-PWY,4
PHOSPHOLIPASE-A1-RXN,PWY-6803,3
RXN-17735,PWY-7783,6
RXN-23574,PWY-8412,4
RXN-23562,PWY-8413,1
RXN-23568,PWY-8411,9
RXN-23519,PWY-8395,3
RXN-15067,PWY-7409,3
RXN-23567,PWY-8411,9
RXN-23573,PWY-8412,4
RXN-20552,PWY-8053,7
RXN-23520,PWY-8397,16
RXN-16139,PWY-8399,10
RXN-16139,PWY66-394,1
RXN-23518,PWY-8398,2
RXN-23566,PWY-8411,9
RXN-23570,PWY-8411,9
RXN-23569,PWY-8411,9
RXN-23521,PWY-8396,8
RXN-20555,PWY-8051,11
RXN-20561,PWY-8051,11
RXN-17736,PWY-7783,6
RXN-23575,PWY-8412,4
RXN-16138,PWY-8357,4
RXN-16138,PWY-8355,9
RXN-16138,PWY-8356,3
RXN-16138,PWY66-395,1
RXN-16138,PWY66-397,2
RXN-16138,PWY-8400,6
RXN-15068,PWY-7417,2
RXN-15065,PWY-7416,1
PHOSPHOLIPASE-A2-RXN,LIPASYN-PWY,4
PHOSPHOLIPASE-A2-RXN,PWY-6803,3
RXN-25502,PWY-8602,1
RXN-23558,PWY-8410,2
RXN-20546,PWY-8051,11
RXN-25500,PWY-8603,1
RXN-23565,PWY-8411,9
RXN-23564,PWY-8411,9
L-RHAMNONATE-DEHYDRATASE-RXN,PWY-6713,5
L-RHAMNONATE-DEHYDRATASE-RXN,PWY-6714,4
RXN-15311,PWY-7447,2
SHIKIMATE-PQQ-RXN,SHIKIMATEDEG-PWY,2
SHIKIMATE-PQQ-RXN,PWY-6954,33
SHIKIMATE-PQQ-RXN,PWY-2504,31
1.1.99.25-RXN,PWY-6954,33
1.1.99.25-RXN,PWY-2504,31
1.1.99.25-RXN,QUINATEDEG-PWY,3
SUCCARGDIHYDRO-RXN,AST-PWY,5
SUCCGLUDESUCC-RXN,AST-PWY,5
D-ARABINITOL-4-DEHYDROGENASE-RXN,PWY-5257,30
D-ARABINITOL-4-DEHYDROGENASE-RXN,DARABITOLUTIL-PWY,2
RXN0-5144,PWY-7892,3
RXN0-5144,PWY8J2-27,3
2.4.1.213-RXN,PWY-7902,4
SUCROSE-PHOSPHATE-SYNTHASE-RXN,PWY-7238,7
SUCROSE-PHOSPHATE-SYNTHASE-RXN,SUCSYN-PWY,8
SUCROSE-PHOSPHATE-SYNTHASE-RXN,PWY-7347,2
RXN-9101,PWY-5796,2
RXN-9730,PWY-5794,2
RXN-9729,PWY-5794,2
RXN-9729,PWY-6060,2
2.3.1.184-RXN,PWY-6157,1
RXN-18396,PWY-7855,3
RXN-8774,PWY-8329,4
RXN-8774,PWY-7295,5
RXN-8774,PWY-5257,30
RXN-8774,PWY-5517,5
RXN-8979,PWY-5747,5
KETOHEXOKINASE-RXN,PWY-8404,10
KETOHEXOKINASE-RXN,PWY66-373,5
2.4.2.26-RXN,PWY-6571,3
2.4.2.26-RXN,PWY-6564,2
2.4.2.26-RXN,PWY-6569,4
2.4.2.26-RXN,PWY-6557,1
RXN-7637,PWY-5055,7
RXN-7637,PWY-5062,13
DARABKIN-RXN,DARABCATK12-PWY,4
DARABKIN-RXN,PWY-5257,30
FUCULOKIN-RXN,FUC-RHAMCAT-PWY,10
FUCULOKIN-RXN,FUCCAT-PWY,4
5.5.1.13-RXN,PWY-5032,1
5.5.1.13-RXN,PWY-5052,1
5.5.1.13-RXN,PWY-8179,8
5.5.1.13-RXN,PWY-5053,1
5.5.1.13-RXN,PWY-7994,1
5.5.1.13-RXN,PWY-2981,2
5.5.1.13-RXN,PWY-6887,1
RXN-8528,PWY-2981,2
RXN-12609,PWY-6891,4
RXN-12609,PWY-6895,8
RXN-18474,PWY-7862,3
RXN-17377,PWY-5818,6
LYSINE-RACEMASE-RXN,PWY-5283,5
LYSINE-RACEMASE-RXN,PWY-5327,22
RXN-15946,PWY-5254,4
RXN-17771,PWY-7789,5
RXN-22274,PWY-8249,1
RXN-8635,PWY-5461,1
RXN-14240,PWY-7214,1
RXN-17352,PWY-5466,2
RXN-17352,PWY-5469,2
RXN-17352,PWY-6824,2
RXN-15288,PWY-7445,3
RXN-8214,PWY-5288,1
RXN-19183,PWY-7947,3
RXN-14818,PWY-7352,3
RXN-14818,PWY-7354,3
RXN-12406,PWY-6808,4
RXN-12406,PWY-7438,4
RXN-22502,PWY1R65-1,2
2-FUROATE--COA-LIGASE-RXN,PWY-6997,2
2-FUROATE--COA-LIGASE-RXN,PWY-6995,2
6-HYDROXYHEXANOATE-OXIDATION-RXN,CYCLOHEXANOL-OXIDATION-PWY,2
RXN-17603,PWY-7778,7
RXN-17603,PWY-7779,6
RXN-13252,PWY-7333,1
RXN-13252,PWY-7467,1
RXN-13252,PWY-7028,1
RXN-13252,PWY-7332,14
RXN-13252,PWY-7842,1
RXN-13252,PWY-7334,1
RXN-17339,PWY-7747,3
1.14.12.18-RXN,PWY5F9-12,4
RXN-17568,PWY-7774,2
RXN-17568,PWY-7775,1
METHANE-MONOOXYGENASE-RXN,PWY-1641,1
METHANE-MONOOXYGENASE-RXN,PWY-1882,10
METHANE-MONOOXYGENASE-RXN,PWY-6523,2
RXN-8806,PWY-5534,5
RXN-17580,PWY-7776,5
1.14.13.69-RXN,PWY-5534,5
RXN-17581,PWY-7776,5
RXN-17591,PWY-7777,1
RXN-17588,PWY-7778,7
1.8.98.1-RXN,PWY-5207,2
4.1.1.51-RXN,PWY-5499,6
RXN1F-147,CAROTENOID-PWY,5
RXN1F-147,PWY-5946,2
RXN-8028,PWY-5175,1
RXN-15941,P561-PWY,1
RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN,PWY-8416,2
2.7.7.40-RXN,PWY-8416,2
RXN-14405,PWY-6146,46
RXN-14405,PWY-6141,9
RXN-9996,PWY-6146,46
RXN-9996,PWY-6141,9
NITRIC-OXIDE-REDUCTASE-RXN,PWY-7084,5
NITRIC-OXIDE-REDUCTASE-RXN,DENITRIFICATION-PWY,3
R302-RXN,PWY-6142,15
R302-RXN,PWY-6146,46
R302-RXN,P341-PWY,9
RXN-17001,P341-PWY,9
RXN-12545,PWY-6855,3
LXULRU5P-RXN,PWY-5257,30
LXULRU5P-RXN,LYXMET-PWY,3
LXULRU5P-RXN,PWY-6961,4
LXULRU5P-RXN,PWY0-301,2
RXN-17765,PWY-7787,3
RXN-17765,PWY-8091,3
RXN-24782,PWY-8542,20
RXN-24777,PWY-8542,20
RXN-24779,PWY-8542,20
RXN-24775,PWY-8542,20
RXN66-482,PWY66-389,4
1.1.1.250-RXN,PWY-8334,3
RXN-16746,PWY-7674,5
RXN-13269,PWY-7037,1
RXN-13269,PWY-7031,3
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN,M-CRESOL-DEGRADATION-PWY,3
RXN-10127,PWY-6197,4
RXN-10125,PWY-6197,4
RXN-10128,PWY-6197,4
RXN-10129,PWY-6197,4
PHENOL-2-MONOOXYGENASE-RXN,PWY-5418,1
RXN3O-127,LYSINE-AMINOAD-PWY,5
RXN-16747,PWY-7674,5
URUR-RXN,PWY-5692,4
URUR-RXN,PWY-5705,4
URUR-RXN,PWY0-41,4
URUR-RXN,URDEGR-PWY,6
URUR-RXN,PWY-5698,3
RXN-17385,PWY-8135,3
RXN-17388,PWY-8135,3
CHOLOYLGLYCINE-HYDROLASE-RXN,PWY-8135,3
RXN-12977,PWY-7456,6
BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN,PWY5F9-12,4
BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN,PWY-7008,2
RXN-11542,PWY-6550,3
RXN-17343,PWY-7747,3
TOLUENE-DIOXYGENASE-RXN,PWY-5179,6
TOLUENE-DIOXYGENASE-RXN,PWY-6954,33
TOLUENE-DIOXYGENASE-RXN,TOLUENE-DEG-DIOL-PWY,3
TOLUENE-DIOXYGENASE-RXN,PWY-5183,23
BENZENE-12-DIOXYGENASE-RXN,PWY-5450,2
ABEQUOSYLTRANSFERASE-RXN,PWY-8192,2
RXN-21853,PWY-8199,3
RXN-21853,PWY-8197,2
RXN-21854,PWY-8198,2
RXN-21851,PWY-8199,3
RXN-21851,PWY-8195,2
RXN-9611,PWY-5993,3
RXN-9611,PWY-5984,1
RXN2DDB-9,PWY2DDB-8,5
RXN2DDB-19,PWY2DDB-9,3
RXN2DDB-11,PWY2DDB-8,5
OLEATE-HYDRATASE-RXN,PWY2DDB-8,5
RXN-22219,PWY2DDB-8,5
RXN-25617,PWY2DDB-9,3
RXN2DDB-8,PWY2DDB-8,5
RXN2DDB-20,PWY2DDB-9,3
GLY3KIN-RXN,PWY-8363,5
GLY3KIN-RXN,PWY-181,6
1.21.3.1-RXN,PWY-5634,3
1.21.3.1-RXN,PWY-5629,1
RXN-23840,PWY-6986,4
RXN-23841,PWY-6986,4
RXN-16006,PWY-7581,2
RXN-14695,PWY-7483,3
RXN-14695,PWY-7485,3
RXN-9851,PWY-6061,11
RXN-9852,PWY-6061,11
GLYCINE-N-CHOLOYLTRANSFERASE-RXN,PWY-6061,11
RXN-9800,PWY-6061,11
RXN-9992,PWY-6145,10
RXN-9992,PWY-6140,3
RXN66-81,PWY66-201,3
HYPOTAURINE-DEHYDROGENASE-RXN,PWY-5331,3
HYPOTAURINE-DEHYDROGENASE-RXN,PWY-7850,1
ERYTHRON4PDEHYDROG-RXN,PYRIDOXSYN-PWY,6
ERYTHRON4PDEHYDROG-RXN,PWY0-845,11
RXN-17772,PWY-7787,3
RXN-17772,PWY-8090,2
RXN-17772,PWY-7789,5
RXN-17772,PWY-8091,3
RXN-12769,PWY-7110,8
RXN-12769,PWY-8504,4
RXN-12769,PWY-6942,6
RXN-12769,PWY-6977,11
RXN-13056,AEROBACTINSYN-PWY,2
RXN-21778,PWY-6111,2
RXN-9918,PWY-6111,2
RXN-9457,PWY-5935,1
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN,LACTOSECAT-PWY,3
L-RHAMNOSE-1-DEHYDROGENASE-RXN,PWY-6713,5
L-RHAMNOSE-1-DEHYDROGENASE-RXN,PWY-6714,4
RXN-12158,PWY-6713,5
RXN-12158,PWY-6714,4
RXN-14939,PWY-8424,1
4.2.2.7-RXN,PWY-7644,3
4.2.2.8-RXN,PWY-7651,2
RXN-12623,PWY-6902,5
RXN-11647,PWY-7947,3
RXN-11647,PWY-6581,1
RXN-18477,PWY-7862,3
RXN-12586,PWY-4521,1
1.20.98.1-RXN,PWY-7429,1
1.1.1.43-RXN,DHGLUCONATE-PYR-CAT-PWY,5
RXN-12239,PWY-7131,3
RXN-12239,PWY-6749,4
1.1.1.251-RXN,HEXITOLDEGSUPER-PWY,16
1.1.1.251-RXN,GALACTITOLCAT-PWY,3
DEOXYHYPUSINE-MONOOXYGENASE-RXN,PWY-5905,1
DIMETHYLMALEATE-HYDRATASE-RXN,PWY-5055,7
DIMETHYLMALEATE-HYDRATASE-RXN,PWY-5062,13
RXN-5464,MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,6
GLUCOSAMINEPNACETYLTRANS-RXN,PWY-6981,7
GLUCOSAMINEPNACETYLTRANS-RXN,UDPNACETYLGALSYN-PWY,5
GLUCOSAMINEPNACETYLTRANS-RXN,PWY-5514,6
URIDINE-NUCLEOSIDASE-RXN,PWY-6556,2
URIDINE-NUCLEOSIDASE-RXN,PWY-7196,10
RXN0-361,PWY-7195,2
RXN-8441,PWY-5381,7
SPHINGANINE-KINASE-RXN,PWY-7119,10
SPHINGANINE-KINASE-RXN,PWY-5129,8
RXN-11376,PWY-6483,2
RXN3DJ-11417,PWY3DJ-11470,6
RXN3O-458,PWY-7119,10
UDPMANACATRANS-RXN,ECASYN-PWY,2
UDPMANACATRANS-RXN,PWY-8227,7
ARABINONATE-DEHYDRATASE-RXN,PWY-5257,30
ARABINONATE-DEHYDRATASE-RXN,PWY-5519,3
ARABINONATE-DEHYDRATASE-RXN,PWY-8331,1
1.1.1.51-RXN,PWY-6937,15
1.1.1.51-RXN,PWY-6943,2
3.2.1.130-RXN,PWY-7919,9
3.1.1.69-RXN,PWY-8600,4
3.1.1.69-RXN,PWY-8601,4
RXN0-5304,RIBOKIN-PWY,2
1.5.4.1-RXN,PWY-7442,4
RXN-8829,PWY-5644,4
5.4.4.1-RXN,PWY-5637,1
RXN-8835,PWY-5645,5
RXN-9680,P541-PWY,1
2.4.1.117-RXN,MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,6
RXN-16483,PWY-7644,3
RXN-17340,PWY-7747,3
1.3.1.56-RXN,PWY5F9-12,4
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN,PWY-2721,2
RXN-12538,PWY-7126,2
RXN-12538,PWY-7124,19
RXN-12538,PWY-6853,2
1.17.5.1-RXN,BENZCOA-PWY,12
1.17.5.1-RXN,PWY-1341,4
3.1.2.25-RXN,BENZCOA-PWY,12
3.1.2.25-RXN,PWY-1341,4
RXN-9144,PWY-5818,6
RXN-13274,PWY-7031,3
TOCOPHEROL-O-METHYLTRANSFERASE-RXN,PWY-1422,5
RXN-14919,PWY-7436,4
RXN-2562,PWY-1422,5
RXN-14918,PWY-7436,4
3.1.3.74-RXN,PWY-7204,9
RXN-14046,PWY-7204,9
RXN-11451,PWY-6509,1
RXNMETA-12666,PWY-6919,4
RXN-12825,PWY-8397,16
DEHYDOGLUCONOKINASE-RXN,DHGLUCONATE-PYR-CAT-PWY,5
RXN-12346,PWY-7371,4
RXN-12346,PWY-7992,6
RXN-12346,PWY-7373,5
RXN-17567,PWY-7774,2
RXN-665,PWY-5266,5
RXN-665,PWY-5163,2
RXN-665,PWY-5273,5
RXN-12923,PWY-7108,4
RXN-12923,PWY-6975,5
RXN-12923,PWY-6977,11
RXN-12924,PWY-7108,4
RXN-12924,PWY-6975,5
RXN-12924,PWY-6977,11
RXN-15730,PWY-7539,4
1.1.1.288-RXN,PWY-695,1
UREIDOGLYCOLATE-HYDROLASE-RXN,PWY-5692,4
UREIDOGLYCOLATE-HYDROLASE-RXN,URDEGR-PWY,6
RXN-21777,PWY-8181,13
RXN-19192,PWY-7948,4
RXN-21773,PWY-8181,13
RXN-19185,PWY-7948,4
RXN-21763,PWY-8182,7
RXN-14172,PWY-5140,1
2.4.1.141-RXN,MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,6
SQUALENE-MONOOXYGENASE-RXN,PWY-7156,14
SQUALENE-MONOOXYGENASE-RXN,PWY66-4,6
SQUALENE-MONOOXYGENASE-RXN,PWY66-341,6
SQUALENE-MONOOXYGENASE-RXN,ERGOSTEROL-SYN-PWY,15
SQUALENE-MONOOXYGENASE-RXN,PWY-5670,2
SQUALENE-MONOOXYGENASE-RXN,PWY66-3,6
SQUALENE-MONOOXYGENASE-RXN,PWY66-5,19
1.13.11.14-RXN,PWY-7480,4
RXN-11511,PWY-6550,3
R230-RXN,P261-PWY,4
R230-RXN,PWY-6642,3
RXN-18338,PWY-7844,2
RXN-18339,PWY-7844,2
RXN2DNV-28,PWY2DNV-5,7
RXN-18250,PWY-7831,6
RXN-23985,PWY-8459,2
RXN-18251,PWY-7831,6
RXN-18254,PWY-7833,4
RXN-18254,PWY-7831,6
RXN-18249,PWY-7831,6
RXN2DNV-31,PWY2DNV-5,7
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN,PWY-7833,4
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN,PWY-7831,6
RXN2DNV-34,PWY2DNV-5,7
RXN-19009,PWY-7920,5
RXN-18252,PWY-7832,5
RXN-18246,PWY-7832,5
2.4.1.65-RXN,PWY-7832,5
2.4.1.65-RXN,PWY-7833,4
RXN-18257,PWY-7832,5
RXN-18247,PWY-7832,5
RXN-19011,PWY-7920,5
RXN-3962,P621-PWY,2
RXN-14377,P621-PWY,2
RXN-23005,PWY-8357,4
RXN-23005,PWY-8355,9
RXN-23005,PWY-8400,6
RXN66-510,PWY-8357,4
RXN66-510,PWY-8355,9
RXN66-510,PWY66-397,2
RXN66-510,PWY-8400,6
RXN-23472,PWY-8398,2
RXN-23442,PWY-8396,8
RXN-23428,PWY-8397,16
RXN-20575,PWY-8056,1
