ID,Name,Category_1,Category_2,Definition
ExDef00001_001,carbon dioxide => formate,Reductive glycine pathway,Carbon fixation,"K05299+K15022,K22015+K25123+K25124"
ExDef00001_002,formate+THF => formyl-H4MPT,Reductive glycine pathway,Carbon fixation,K01938
ExDef00001_003,"5,10_methenyl_H4F => 5,10_methylene_H4F",Reductive glycine pathway,Carbon fixation,K01491
ExDef00001_004,"5,10_methylene_H4F+ammonium+carbon-dioxide => glycine",Reductive glycine pathway,Carbon fixation,"K02437+(K00282+K00283,K00281)+K00605+K00382"
ExDef00001_005,"5,10_methylene_H4F+glycine => serine",Reductive glycine pathway,Carbon fixation,K00600
ExDef00001_006,serine => pyruvate+ammonium,Reductive glycine pathway,Carbon fixation,"K01752,K01754"
ExDef00001_007,glycine => acetyl-P+ammonium,Reductive glycine pathway,Carbon fixation,K10670+K10671+K10672+K21576+K21577
ExDef00001_008,acetyl-CoA => acetyl-P,Reductive glycine pathway,Carbon fixation,"K00625,K13788,K04020"
ExDef00001_009,acetyl-P => acetate,Reductive glycine pathway,Carbon fixation,"K01512,K00925"
ExDef00001_010,acetate => acetyl-CoA,Reductive glycine pathway,Carbon fixation,K01895
ExDef00001_011,acetyl-CoA+carbon-dioxide => pyruvate,Reductive glycine pathway,Carbon fixation,"(K00169+K00170+K00171+K00172),(K00169+K00170+K00171+K00189),(K03737)"
ExDef00002_001,PEP => pyruvate-PO3,anabolic_phosphate_reduction,phosphorous_redox,"K01841,K23999"
ExDef00002_002,pyruvate-PO3 => acetaldehyde-PO3,anabolic_phosphate_reduction,phosphorous_redox,K09459
ExDef00003_001,phosphite=>phosphate,phosphite_oxidation,phosphorous_redox,K18916
ExDef00004_001,methyl-phosphonate => phosphate,assimilatory_phosphonate_oxidation,phosphorous_redox,"(K06166+K06165+K06164+K06162+K05780+K06163+K05781),(K23996+K05915)"
ExDef00004_002,pyruvate-phosphonate => phosphate,assimilatory_phosphonate_oxidation,phosphorous_redox,K19669
ExDef00004_003,acetate-phosphonate => phosphate,assimilatory_phosphonate_oxidation,phosphorous_redox,K19670
ExDef00004_004,acetaldehyde-phosphonate => phosphate,assimilatory_phosphonate_oxidation,phosphorous_redox,K05306
ExDef00005_001,glycerone => glycerone-P,glycerone_degradation,glycerol_degradation,"(K05878+K05879+K05881),(K00863)"
ExDef00005_002,glycerone-P => glyceraldehyde-3-P,glycerone_degradation,glycerol_degradation,K01803
ExDef00006_001,glycerol => glycerol-3-P,glycerol_degradation,glycerol_degradation,K00864
ExDef00006_002,glycerol-3-P => glycerone-P,glycerol_degradation,glycerol_degradation,"(K00111+K00112+K00113),(K00057)"
ExDef00006_003,glycerone-P => glyceraldehyde-3-P,glycerol_degradation,glycerol_degradation,K01803
ExDef00009_001,pyruvate => acetyl-CoA,ethanol_fermentation,Fermentation,"(K00163+K00627),(K00161+K00162+K00627),(K00169+K00170+K00171+K00172),(K00169+K00170+K00171+K00189),(K03737),(K00174+K00175),(K00656)"
ExDef00009_002,acetyl-CoA => acetaldehyde,ethanol_fermentation,Fermentation,"K00132,K04072,K04073,K18366"
ExDef00009_003,acetaldehyde => ethanol,ethanol_fermentation,Fermentation,"K13953,K13954,K00001,K00121,K04072,K00002,K12957,K13979,K14028+K14029,K00114"
ExDef00009_004,pyruvate => acetaldehyde,ethanol_fermentation,Fermentation,K01568
ExDef00009_005,ethanol => acetaldehyde,ethanol_fermentation,Fermentation,K22473+K22474
ExDef00010_001,pyruvate => L-lactate,lactate_fermentation,Fermentation,"K00016,K00101"
ExDef00010_002,pyruvate => D-lactate,lactate_fermentation,Fermentation,"K03777,K03778,K00102,K18930,K21836"
ExDef00011_001,succinyl-CoA => R-methylmalonyl-CoA,propionate_fermentation_succinate_pathway,Fermentation,"K01847,(K01848+K01849)"
ExDef00011_002,R-methylmalonyl-CoA => S-methylmalonyl-CoA,propionate_fermentation_succinate_pathway,Fermentation,K05606
ExDef00011_003,S-methylmalonyl-CoA => propionyl-CoA,propionate_fermentation_succinate_pathway,Fermentation,"K11264,K03416"
ExDef00011_004,propionyl-CoA => propionate,propionate_fermentation_succinate_pathway,Fermentation,"K01026,(K01905+K22224),K24012"
ExDef00012_001,pyruvate => lactate,propionate_fermentation_acrylate_pathway,Fermentation,"K00016,K00101,K03777,K03778,K00102,K18930,K21836"
ExDef00012_002,lactate => lactoyl-CoA,propionate_fermentation_acrylate_pathway,Fermentation,K01026
ExDef00012_003,lactoyl-CoA => acryloyl-CoA,propionate_fermentation_acrylate_pathway,Fermentation,K20626+K20627
ExDef00012_004,acryloyl-CoA => propionyl-CoA,propionate_fermentation_acrylate_pathway,Fermentation,"K20143,K19745,K00248,K00232"
ExDef00013_001,succinyl-CoA => succinate semialdehyde,butanoate_fermentation_succinate_pathway,Fermentation,K18119
ExDef00013_002,succinate semialdehyde => 4-hydroxybutanoate,butanoate_fermentation_succinate_pathway,Fermentation,"K18120,K00043,K08318"
ExDef00013_003,4-hydroxybutanoate => 4-hydroxybutanoyl-CoA,butanoate_fermentation_succinate_pathway,Fermentation,K18122
ExDef00013_004,4-hydroxybutanoyl-CoA => crotonoyl-CoA,butanoate_fermentation_succinate_pathway,Fermentation,K14534
ExDef00013_005,crotonoyl-CoA => butanoyl-CoA,butanoate_fermentation_succinate_pathway,Fermentation,"K17829,K00209"
ExDef00013_006,butanoyl-CoA => butanoate,butanoate_fermentation_succinate_pathway,Fermentation,"(K01034+K01035),K19709"
ExDef00013_007,butanoyl-CoA => butanoyl-P,butanoate_fermentation_succinate_pathway,Fermentation,K00634
ExDef00013_008,butanoyl-P => butanoate,butanoate_fermentation_succinate_pathway,Fermentation,K00929
ExDef00014_001,pyruvate => acetyl-CoA,butanoate_fermentation_acetyl_coa_pathway,Fermentation,"(K00163+K00627),(K00161+K00162+K00627),(K00169+K00170+K00171+K00172),(K00169+K00170+K00171+K00189),(K03737),(K00174+K00175),(K00656)"
ExDef00014_002,acetyl-CoA => acetatoacetyl-CoA,butanoate_fermentation_acetyl_coa_pathway,Fermentation,K00626
ExDef00014_003,acetatoacetyl-CoA => 3-hydroxybutanoyl-CoA,butanoate_fermentation_acetyl_coa_pathway,Fermentation,"K07516,K00022,K00074,K00023"
ExDef00014_004,3-hydroxybutanoyl-CoA => crotonoyl-CoA,butanoate_fermentation_acetyl_coa_pathway,Fermentation,"K01825,K01782,K01715,K01692,K17865"
ExDef00014_005,crotonoyl-CoA => butanoyl-CoA,butanoate_fermentation_acetyl_coa_pathway,Fermentation,"K17829,K00209"
ExDef00014_006,butanoyl-CoA => butanoate,butanoate_fermentation_acetyl_coa_pathway,Fermentation,"(K01034+K01035),K19709"
ExDef00014_007,butanoyl-CoA => butanoyl-P,butanoate_fermentation_acetyl_coa_pathway,Fermentation,K00634
ExDef00014_008,butanoyl-P => butanoate,butanoate_fermentation_acetyl_coa_pathway,Fermentation,K00929
ExDef00015_001,alpha amylase,starch_degradation,polysaccharide_degradation,"K01176,K05343,K07405"
ExDef00015_002,beta amylase,starch_degradation,polysaccharide_degradation,K01177
ExDef00015_003,limit dextrinase,starch_degradation,polysaccharide_degradation,"K01182,K01203"
ExDef00015_004,pullulanase,starch_degradation,polysaccharide_degradation,K01200
ExDef00016_001,alpha-arabinofuranosidase,hemicellulose_degradation,polysaccharide_degradation,K06113
ExDef00016_002,alpha-galactosidase,hemicellulose_degradation,polysaccharide_degradation,"K01189,K07406,K07407"
ExDef00016_003,alpha-glucuronidase,hemicellulose_degradation,polysaccharide_degradation,K01235
ExDef00016_004,"endo-1,4-beta-mannase",hemicellulose_degradation,polysaccharide_degradation,"K01218,K19355"
ExDef00016_005,"endo-1,4-beta-xylanase",hemicellulose_degradation,polysaccharide_degradation,"K01181,K13465"
ExDef00016_006,"endo-1,4-betagalactase",hemicellulose_degradation,polysaccharide_degradation,K01224
ExDef00016_007,"endo-alpha-1,5-arabinanase",hemicellulose_degradation,polysaccharide_degradation,K06113
ExDef00016_008,"exo-1,4-beta-mannosidase",hemicellulose_degradation,polysaccharide_degradation,K01192
ExDef00016_009,"exo-1,4-beta-xylosidase",hemicellulose_degradation,polysaccharide_degradation,"K01198,K15920,K22268"
ExDef00016_010,p-cumaric esterase,hemicellulose_degradation,polysaccharide_degradation,"K09252,K21016"
ExDef00017_001,cellobiases,cellulose_degradation,polysaccharide_degradation,"K01188,K05349,K05350"
ExDef00017_002,endocellulases,cellulose_degradation,polysaccharide_degradation,"K01179,K19357,K20542"
ExDef00017_003,exocellulase,cellulose_degradation,polysaccharide_degradation,"K01225,K19668"
ExDef00018_001,chitin deacetylase,chitin_degradation,polysaccharide_degradation,K01452
ExDef00018_002,chitinase,chitin_degradation,polysaccharide_degradation,"K01183,K13381,K20547,K26440"
ExDef00019_001,lignin peroxidase,lignin_degradation,polysaccharide_degradation,K23515
ExDef00019_002,manganese peroxidase,lignin_degradation,polysaccharide_degradation,K20205
ExDef00019_003,phenol oxidase,lignin_degradation,polysaccharide_degradation,"K00421,K05909"
ExDef00020_001,pectin depolymerase,pectin_degradation,polysaccharide_degradation,K01184
ExDef00020_002,pectin methyl esterase,pectin_degradation,polysaccharide_degradation,K01051
ExDef00020_003,protopectinases,pectin_degradation,polysaccharide_degradation,K06113
Extra_001,"Hydrogen sulfide => Polysulfide, sqr","Hydrogen sulfide => Polysulfide, sqr",Sulfur metabolism,K17218
Extra_002,"Thiosulfate => HSO3- + Hydrogen sulfide, phsA","Thiosulfate => HSO3- + Hydrogen sulfide, phsA",Sulfur metabolism,K08352
Extra_003,sor,Sulfur  => hydrogen sulfide,Sulfur metabolism,K16952
Extra_004,sreABC,Sulfur  => hydrogen sulfide,Sulfur metabolism,K17219
Extra_005,sreABC,Sulfur  => hydrogen sulfide,Sulfur metabolism,K17220
Extra_006,sreABC,Sulfur  => hydrogen sulfide,Sulfur metabolism,K17221
Extra_007,Thiosulfate => Sulfite,Thiosulfate => Sulfite,Sulfur metabolism,K01011
Extra_008,Thiosulfate => Sulfite,Thiosulfate => Sulfite,Sulfur metabolism,K02439
Extra_009,,Multicomponent Na+/H+ antiporter,Multicomponent Na+/H+ antiporter,K05565+K05566+K05567+K05568+K05569+K05570+K05571
Extra_010,,methanophenazine hydrogenase ,hydrogenase,K14068+K14069+K14070
Extra_011,,ech hydrogenase subunit,hydrogenase,K14086+K14087+K14088+K14089+K14090+K14091
Extra_012,,energy-converting hydrogenase A,hydrogenase,K14092+K14093+K14094+K14095+K14096+K14097+K14098+K14099+K14100+K14101+K14102+K14103+K14104+K14105+K14106+K14107+K14108+K14109
Extra_013,,energy-converting hydrogenase B,hydrogenase,K14110+K14111+K14112+K14113+K14114+K14115+K14116+K14117+K14118+K14119+K14120+K14121+K14122+K14123+K14124+K14125
Extra_014,,membrane-bound hydrogenase,hydrogenase,K18016+K18017+K18023
Extra_015,,NADP-reducing hydrogenase subunits,hydrogenase,K18330+K18331+K18332+K17992
Extra_016,,"putative two-component system protein, hydrogenase maturation factor HypX/HoxX",hydrogenase,K19640
Extra_017,,uptake hydrogenase small and large subunit,hydrogenase,K23548+K23549
M00416,,Cytochrome aa3-600 menaquinol oxidase,Energy metabolism,K02827+K02826+K02828+K02829
M00152,,Cytochrome bc1 complex,Energy metabolism,K00410+K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420
Extra_018,,Na+-transporting NADH:ubiquinone oxidoreductase subunits,Na+-transporting NADH:ubiquinone oxidoreductase,K00346+K00347+K00348+K00349+K00350+K00351
M00151,,Cytochrome bc1 complex respiratory unit,Energy metabolism,"((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889"
M00153,,Cytochrome bd ubiquinol oxidase,Energy metabolism,"K00425+K00426+(K00424,K22501)"
Extra_019,,Cytochrome c oxidase,oxygen,K02256+K02257+K02258+K02259+K02260+K02261+K02262+K02263+K02264+K02265+K02266+K02267+K02268+K02269+K02270+K02271+K02272+K02273
M00156,,"Cytochrome c oxidase, cbb3-type",Energy metabolism,"((K00404+K00405,K15862)+K00407+K00406)"
M00155,,"Cytochrome c oxidase, prokaryotes",Energy metabolism,"K02275+(K02274+K02276,K15408)-(K02277,K27109)"
Extra_020,,RNF complex,RNF complex,K03612+K03613+K03614+K03615+K03616+K03617
Extra_021,,NAD-reducing hydrogenase large and small subunits [EC:1.12.1.2],hydrogenase,K00436+K18007
Extra_022,,[NiFe] hydrogenase large and samll subunits [EC:1.12.2.1],hydrogenase,K00437+K18008
Extra_023,,[NiFe] hydrogenase diaphorase moiety large and small subunit[EC:1.12.1.2],hydrogenase,K18005+K18006
Extra_024,,coenzyme F420 hydrogenase subunits,hydrogenase,K00440+K00441+K00442+K00443
Extra_025,,coenzyme F420 non_reducing hydrogenase subunits,hydrogenase,K14126+K14127+K14128
Extra_026,,ferredoxin hydrogenase subunits,hydrogenase,K00532+K00533+K00534+K06441
Extra_027,,bidirectional [NiFe] hydrogenase diaphorase subunits,hydrogenase,K05586+K05587+K05588
Extra_028,,"5,10-methenyltetrahydromethanopterin hydrogenase",hydrogenase,K06862
Extra_029,,glycerol degradation alternative,glycerol degradation alternative,"K00005,(K06122,K06121,K06120)"
M00001_001,glucose => glucose-6P,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"(K00844,K12407,K00845,K25026,K00886,K08074,K00918)"
M00001_002,glucose-6P => fructose-6P,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"(K01810,K06859,K13810,K15916)"
M00001_003,fructose-6P => fructose-1-6-biP,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"(K00850,K16370,K21071,K00918)"
M00001_004,fructose-1-6-biP => glycerone P,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"(K01623,K01624,K11645,K16305,K16306)"
M00001_005,glycerone P => glyceraldehyde-3P,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,K01803
M00001_006,glyceraldehyde-3P => 3-Phospho-D-glyceroyl P,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"((K00134,K00150) K00927,K11389)"
M00001_007,3-Phospho-D-glycerate => 2-Phospho-D-glycerate,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"(K01834,K15633,K15634,K15635)"
M00001_008,2-Phospho-D-glycerate => Phosphoenolpyruvate,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"(K01689,K27394)"
M00001_009,Phosphoenolpyruvate => Pyruvate,Glycolysis (Embden-Meyerhof pathway),Central carbon metabolism,"(K00873,K12406)"
M00002_001,glycerone P => glyceraldehyde-3P,"Glycolysis, core module involving three-carbon compounds",Central carbon metabolism,K01803
M00002_002,glyceraldehyde-3P => 3-Phospho-D-glyceroyl P,"Glycolysis, core module involving three-carbon compounds",Central carbon metabolism,"((K00134,K00150) K00927,K11389)"
M00002_003,3-Phospho-D-glycerate => 2-Phospho-D-glycerate,"Glycolysis, core module involving three-carbon compounds",Central carbon metabolism,"(K01834,K15633,K15634,K15635)"
M00002_004,2-Phospho-D-glycerate => Phosphoenolpyruvate,"Glycolysis, core module involving three-carbon compounds",Central carbon metabolism,"(K01689,K27394)"
M00002_005,Phosphoenolpyruvate => Pyruvate,"Glycolysis, core module involving three-carbon compounds",Central carbon metabolism,"(K00873,K12406)"
M00004_001,"glucose-6P => glucono-1,5-lactone-6P",Pentose P cycle,Central carbon metabolism,"K13937,(K00036,K19243)"
M00004_002,"glucono-1,5-lactone-6P => 6-phospho-D-gluconate",Pentose P cycle,Central carbon metabolism,"K13937,(K01057,K07404)"
M00004_003,6-phospho-D-gluconate => ribulose-5P,Pentose P cycle,Central carbon metabolism,K00033
M00004_004,ribulose-5P => xylulose-5P,Pentose P cycle,Central carbon metabolism,K01783
M00004_005,ribulose-5P => ribose-5P,Pentose P cycle,Central carbon metabolism,"(K01807,K01808)"
M00004_006,ribose-5P + xylulose-5P => sedoheptulase-7P,Pentose P cycle,Central carbon metabolism,K00615
M00004_007,sedoheptulase-7P => erythrose-4P +fructose-6P,Pentose P cycle,Central carbon metabolism,"K00616,K13810"
M00004_008,erythrose-4P => fructose-6P,Pentose P cycle,Central carbon metabolism,K00615
M00004_009,fructose-6P => glucose-6P,Pentose P cycle,Central carbon metabolism,"(K01810,K06859,K15916),K13810"
M00005_001,ribose 5P => PRPP,"PRPP biosynthesis,",Central carbon metabolism,K00948
M00006_001,"glucose-6P => glucono-1,5-lactone-6P","Pentose P pathway, oxidative phase",Central carbon metabolism,"K13937,(K00036,K19243)"
M00006_002,"glucono-1,5-lactone-6P => 6-phospho-D-gluconate","Pentose P pathway, oxidative phase",Central carbon metabolism,"K13937,(K01057,K07404)"
M00006_003,6-phospho-D-gluconate => ribulose-5P,"Pentose P pathway, oxidative phase",Central carbon metabolism,K00033
M00007_001,fructose-6P => erythrose-4P,"Pentose P pathway, non-oxidative phase",Central carbon metabolism,K00615
M00007_002,erythrose-4P + fructose-6P => seduheptulose-7P,"Pentose P pathway, non-oxidative phase",Central carbon metabolism,"K00616,K13810"
M00007_003,sedoheptulase-7P => ribose-5P + xylulose-5P,"Pentose P pathway, non-oxidative phase",Central carbon metabolism,K00615
M00007_004,xylulose-5P => ribulose-5P,"Pentose P pathway, non-oxidative phase",Central carbon metabolism,K01783
M00007_005,ribulose-5P => ribose-5P,"Pentose P pathway, non-oxidative phase",Central carbon metabolism,"(K01807,K01808)"
M00008_001,glucose => glucose-6P,Entner-Doudoroff pathway,Central carbon metabolism,"(K00844,K12407,K00845,K25026,K00886,K08074,K00918)"
M00008_002,"glucose-6P => glucono-1,5-lactone-6P",Entner-Doudoroff pathway,Central carbon metabolism,K00036
M00008_003,"glucono-1,5-lactone-6P => 6-phospho-D-gluconate",Entner-Doudoroff pathway,Central carbon metabolism,"(K01057,K07404)"
M00008_004,"6-phospho-D-gluconate => 	
2-Dehydro-3-deoxy-6-phospho-D-gluconate",Entner-Doudoroff pathway,Central carbon metabolism,K01690
M00008_005,2-Dehydro-3-deoxy-6-phospho-D-gluconate => glyceraldehyde-P + pyruvate,Entner-Doudoroff pathway,Central carbon metabolism,K01625
M00009_001,Acetyl-CoA => Citrate,TCA,Central carbon metabolism,"(K01647,K05942,K01659)"
M00009_002,Citrate => isocitrate,TCA,Central carbon metabolism,"(K01681,K27802,K01682)"
M00009_003,Isocitrate => 2-oxoglutarate,TCA,Central carbon metabolism,"(K00031,K00030)"
M00009_004,2-oxoglutarate => Succynil-CoA,TCA,Central carbon metabolism,"((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176)"
M00009_005,Succinyl-CoA => Succinate,TCA,Central carbon metabolism,"(K01902+K01903,K01899+K01900,K18118)"
M00009_006,Succinate => Fumarate,TCA,Central carbon metabolism,"(K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247)"
M00009_007,Fumarate => Malate,TCA,Central carbon metabolism,"(K01676,K01679,K01677+K01678)"
M00009_008,Malate => Oxaloacetate,TCA,Central carbon metabolism,"(K00026,K00025,K00024,K00116)"
M00010_001,oxaloacetate + acetyl-CoA => citrate,"Citrate cycle, first carbon oxidation",Central carbon metabolism,"(K01647,K05942,K01659)"
M00010_002,citrate => isocitrate,"Citrate cycle, first carbon oxidation",Central carbon metabolism,"(K01681,K27802,K01682)"
M00010_003,isocitrate => 2-oxoglutarate,"Citrate cycle, first carbon oxidation",Central carbon metabolism,"K00031,K00030"
M00011_001,2-oxoglutarate => succinyl-CoA,"Citrate cycle, second carbon oxidation",Central carbon metabolism,"((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176)"
M00011_002,succinyl-CoA => succinate,"Citrate cycle, second carbon oxidation",Central carbon metabolism,"(K01902+K01903,K01899+K01900,K18118)"
M00011_003,succinate => fumarate,"Citrate cycle, second carbon oxidation",Central carbon metabolism,"(K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247)"
M00011_004,fumarate - malate,"Citrate cycle, second carbon oxidation",Central carbon metabolism,"(K01676,K01679,K01677+K01678)"
M00011_005,malate => oxaloacetate,"Citrate cycle, second carbon oxidation",Central carbon metabolism,"(K00026,K00025,K00024,K00116)"
M00012_001,acetyl-CoA + oxaloacetate => citrate,Glyoxylate cycle,Other carbohydrate metabolism,"(K01647,K01659)"
M00012_002,citrate => cis-aconitate => isocitrate,Glyoxylate cycle,Other carbohydrate metabolism,"(K01681,K27802,K01682)"
M00012_003,isocitrate => glyoxylate,Glyoxylate cycle,Other carbohydrate metabolism,K01637
M00012_004,glyoxylate => malate,Glyoxylate cycle,Other carbohydrate metabolism,"(K01638,K19282)"
M00012_005,malate => oxaloacetate,Glyoxylate cycle,Other carbohydrate metabolism,"(K00026,K00025,K00024)"
M00013_001,propanoyl-CoA => propenoyl-CoA,Malonate semialdehyde pathway,Other carbohydrate metabolism,"(K00248,K00232)"
M00013_002,propenoyl-CoA => 3-hydroxypropionyl-CoA,Malonate semialdehyde pathway,Other carbohydrate metabolism,"(K07511,K14729)"
M00013_003,3-hydroxypropionyl-CoA => 3-hydroxypropanoate,Malonate semialdehyde pathway,Other carbohydrate metabolism,K05605
M00013_004,3-hydroxypropanoate => 3-oxopropanoate,Malonate semialdehyde pathway,Other carbohydrate metabolism,K23146
M00013_005,3-oxopropanoate => acetyl-CoA,Malonate semialdehyde pathway,Other carbohydrate metabolism,K00140
M00018_001,,"Threonine biosynthesis, aspartate => homoserine => threonine",Amino acid metabolism,"(K00928,K12524,K12525,K12526) "
M00018_002,,"Threonine biosynthesis, aspartate => homoserine => threonine",Amino acid metabolism,K00133 
M00018_003,,"Threonine biosynthesis, aspartate => homoserine => threonine",Amino acid metabolism,"(K00003,K12524,K12525) "
M00018_004,,"Threonine biosynthesis, aspartate => homoserine => threonine",Amino acid metabolism,"(K00872,K02204,K02203)"
M00018_005,,"Threonine biosynthesis, aspartate => homoserine => threonine",Amino acid metabolism,K01733
M00020_001,3-phospho-D-glycerate => 3-phosponooxypyruvate,Serine biosynthesis,Amino acid metabolism,K00058
M00020_002,3-phosponooxypyruvate => O-phospho-L-serine,Serine biosynthesis,Amino acid metabolism,K00831
M00020_003,O-phospho-L-serine => serine,Serine biosynthesis,Amino acid metabolism,"K01079,K02203,K22305,K25528"
M00021_001,serine => O-acetyl-serine,Cysteine biosynthesis,Amino acid metabolism,"K00640,K23304"
M00021_002,O-acetyl-serine => cysteine,Cysteine biosynthesis,Amino acid metabolism,"K01738,K13034,K17069"
M00028_001,,"Ornithine biosynthesis, glutamate => ornithine",Amino acid metabolism,"(K00618,K00619,K14681,K14682,K00620,K22477,K22478)"
M00028_002,,"Ornithine biosynthesis, glutamate => ornithine",Amino acid metabolism,"((K00930,K22478) K00145,K12659)"
M00028_003,,"Ornithine biosynthesis, glutamate => ornithine",Amino acid metabolism,"(K00818,K00821)"
M00028_004,,"Ornithine biosynthesis, glutamate => ornithine",Amino acid metabolism,"(K01438,K14677,K00620)"
M00029_001,,Urea cycle,Amino acid metabolism,K01948
M00029_002,,Urea cycle,Amino acid metabolism,K00611 
M00029_003,,Urea cycle,Amino acid metabolism,K01940 
M00029_004,,Urea cycle,Amino acid metabolism,"(K01755,K14681) "
M00029_005,,Urea cycle,Amino acid metabolism,K01476
M00033_001,,"Ectoine biosynthesis, aspartate => ectoine",Amino acid metabolism,K00928 
M00033_002,,"Ectoine biosynthesis, aspartate => ectoine",Amino acid metabolism,K00133 
M00033_003,,"Ectoine biosynthesis, aspartate => ectoine",Amino acid metabolism,K00836 
M00033_004,,"Ectoine biosynthesis, aspartate => ectoine",Amino acid metabolism,K06718 
M00033_005,,"Ectoine biosynthesis, aspartate => ectoine",Amino acid metabolism,K06720
M00035_001,,Methionine degradation,Amino acid metabolism,K00789 
M00035_002,,Methionine degradation,Amino acid metabolism,"(K00552,K00558,K17398,K17399) "
M00035_003,,Methionine degradation,Amino acid metabolism,K01251 
M00035_004,,Methionine degradation,Amino acid metabolism,"(K01697,K10150)"
M00120,,pantothenate => CoA,Coenzyme A biosynthesis,"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"
M00122_sub1,,"cobyrinate a,c-diamide => cobalamin",Cobalamin biosynthesis,"(K00798,K19221) K02232 (K02225,K02227) K02231"
M00122_sub2,,"cobyrinate a,c-diamide => cobalamin",Cobalamin biosynthesis,"K00768 (K02226,K22316)"
M00122_sub3,,"cobyrinate a,c-diamide => cobalamin",Cobalamin biosynthesis,K02233
M00126_001,,"Tetrahydrofolate biosynthesis, GTP => THF",Metabolism of cofactors and vitamins,"(K01495,K09007,K22391) "
M00126_002,,"Tetrahydrofolate biosynthesis, GTP => THF",Metabolism of cofactors and vitamins,"(K01077,K01113,(K08310,K19965)) "
M00126_003,,"Tetrahydrofolate biosynthesis, GTP => THF",Metabolism of cofactors and vitamins,"((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) "
M00126_004,,"Tetrahydrofolate biosynthesis, GTP => THF",Metabolism of cofactors and vitamins,"(K11754,K20457) "
M00126_005,,"Tetrahydrofolate biosynthesis, GTP => THF",Metabolism of cofactors and vitamins,"(K00287,K13998)"
M00140_001,,"C1-unit interconversion, prokaryotes",Metabolism of cofactors and vitamins,K00600 
M00140_002,,"C1-unit interconversion, prokaryotes",Metabolism of cofactors and vitamins,"(K01491,(K00300 K01500)) "
M00140_003,,"C1-unit interconversion, prokaryotes",Metabolism of cofactors and vitamins,K01938
M00144 ,,"NADH:quinone oxidoreductase, prokaryotes",Energy metabolism,"K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343"
M00145,,"NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria",Energy metabolism,K05574+K05582+K05581+K05579+K05572+K05580+K05578+K05576+K05577+K05575+K05573-K05583-K05584-K05585
M00146,,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,Energy metabolism,K03945+K03946+K03947+K03948+K03949+K03950+K03951+K03952+K03953+K03954+K03955+K03956+K11352+K11353
M00147,,NADH dehydrogenase (ubiquinone) 1 beta subcomplex,Energy metabolism,K03957+K03958+K03959+K03960+K03961+K03962+K03963+K03964+K03965+K03966+K11351+K03967+K03968
M00148 ,,Succinate dehydrogenase (ubiquinone),Energy metabolism,"K00236+(K00237,K25801)+K00234+K00235"
M00149 ,,"Succinate dehydrogenase, prokaryotes",Energy metabolism,"K00241+(K00242,K18859,K18860)+K00239+K00240"
M00150,,"Fumarate reductase, prokaryotes",Energy metabolism,K00244+K00245+K00246+K00247
M00157  ,,"F-type ATPase, prokaryotes and chloroplasts",Energy metabolism,K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110
M00159,,"V/A-type ATPase, prokaryotes",Energy metabolism,K02117+K02118+K02119+K02120+K02121+K02122+K02107+K02123+K02124
M00161,,Photosystem II,Oxygenic photosynthesis in plants and cyanobacteria,K02703+K02706+K02705+K02704+K02707+K02708
M00162,,Cytochrome b6f complex,photosynthesis,K02635+K02637+K02634+K02636+K02642+K02643+K03689+K02640
M00163,,Photosystem I,Oxygenic photosynthesis in plants and cyanobacteria,K02689+K02690+K02691+K02692+K02693+K02694
M00165_001,"D-ribulose-5P => D-ribulose-1,5-biP",Calvin cycle,Carbon fixation,K00855
M00165_002,"D-ribulose-1,5-biP => 3-phosphoglycerate",Calvin cycle,Carbon fixation,K01601 K01602
M00165_003,3-phosphoglycerate => 3-phospho-D-glyceroil P,Calvin cycle,Carbon fixation,K00927
M00165_004,3-phospho-D-glyceroil P => D-glyceraldehyde-3P,Calvin cycle,Carbon fixation,"(K05298,K00150,K00134)"
M00165_005,D-glyceraldehyde-3P => Glycerone P,Calvin cycle,Carbon fixation,K01803
