ID,Name,Category_1,Category_2,Definition
M00991_003,3-Oxopropanoate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA",Sulfur metabolism,K00140
M00992_001,"S,S-Dimethyl-beta-propiothetin <=> Dimethyl sulfide + Acrylic acid","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",Sulfur metabolism,K28069
M00992_002,Acrylic acid <=> Propenoyl-CoA,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",Sulfur metabolism,K28070
M00992_003,Propenoyl-CoA <=> 3-Hydroxypropanoate,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",Sulfur metabolism,K28071
M00992_004,3-Hydroxypropanoate <=> 3-Oxopropanoate,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",Sulfur metabolism,K28060
M00992_005,3-Oxopropanoate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",Sulfur metabolism,K00140
M00993_001,"S,S-Dimethyl-beta-propiothetin + ATP + CoA <=> Dimethyl sulfide + Propenoyl-CoA + ADP + Orthophosphate","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA",Sulfur metabolism,K28072 
M00993_002,Propanoyl-CoA + NADP+ <=> Propenoyl-CoA + NADPH + H+,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA",Sulfur metabolism,K19745
Sugars00001_001,hexokinase,fructose degradation,Fructose and mannose metabolism,K00844
Sugars00001_002,fructokinase,fructose degradation,Fructose and mannose metabolism,K00847
Sugars00001_003,1-phosphofructokinase,fructose degradation,Fructose and mannose metabolism,K00882
Sugars00002_001,beta-galactosidase,lactose degradation,Galactose metabolism,K01190
Sugars00002_002,evolved beta-galactosidase subunit alpha,lactose degradation,Galactose metabolism,K12111
Sugars00002_003,evolved beta-galactosidase subunit beta,lactose degradation,Galactose metabolism,K12112
Sugars00002_004,beta-galactosidase,lactose degradation,Galactose metabolism,K12309
Sugars00003_001,L-fuculokinase,fucose degradation,Fructose and mannose metabolism,K00879
Sugars00003_002,L-fuculose-phosphate aldolase,fucose degradation,Fructose and mannose metabolism,K01628
Sugars00003_003,L-fucose/D-arabinose isomerase,fucose degradation,Fructose and mannose metabolism,K01818
Sugars00004_001,sucrose phosphorylase,sucrose degradation,Starch and sucrose metabolism,K00690
Sugars00004_002,alpha-glucosidase,sucrose degradation,Starch and sucrose metabolism,K01187
Sugars00004_003,beta-fructofuranosidase,sucrose degradation,Starch and sucrose metabolism,K01193
Sugars00004_004,sucrase-isomaltase,sucrose degradation,Starch and sucrose metabolism,K01203
Sugars00004_005,maltase-glucoamylase,sucrose degradation,Starch and sucrose metabolism,K12047
Sugars00004_006,lysosomal alpha-glucosidase,sucrose degradation,Starch and sucrose metabolism,K12316
Sugars00004_007,neutral alpha-glucosidase C,sucrose degradation,Starch and sucrose metabolism,K12317
Sugars00004_008,sulfoquinovosidase,sucrose degradation,Starch and sucrose metabolism,K15922
Sugars00005_001,hexokinase,mannose degradation,Fructose and mannose metabolism,K00844
Sugars00005_002,mannose-6-phosphate isomerase,mannose degradation,Fructose and mannose metabolism,K01809
Sugars00005_003,mannose PTS system EIIA component,mannose degradation,Fructose and mannose metabolism,K02793
Sugars00005_004,mannose PTS system EIIAB component,mannose degradation,Fructose and mannose metabolism,K02794
Sugars00005_005,mannose PTS system EIIC component,mannose degradation,Fructose and mannose metabolism,K02795
Sugars00005_006,mannose PTS system EIID component,mannose degradation,Fructose and mannose metabolism,K02796
Sugars00006_001,xylulokinase,xylose degradation (isomerase pathway),Fructose and mannose metabolism,K00854
Sugars00006_002,xylose isomerase,xylose degradation (isomerase pathway),Fructose and mannose metabolism,K01805
Sugars00007_001,tagaturonate reductase,galacturonic acid degradation,Pentose and glucuronate interconversions,K00041
Sugars00007_002,2-dehydro-3-deoxygluconokinase,galacturonic acid degradation,Pentose and glucuronate interconversions,K00874
Sugars00007_003,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase,galacturonic acid degradation,Pentose and glucuronate interconversions,K01625
Sugars00007_004,altronate hydrolase,galacturonic acid degradation,Pentose and glucuronate interconversions,K01685
Sugars00007_005,altronate dehydratase small subunit,galacturonic acid degradation,Pentose and glucuronate interconversions,K16849
Sugars00007_006,altronate dehydratase large subunit,galacturonic acid degradation,Pentose and glucuronate interconversions,K16850
Sugars00008_001,L-iditol 2-dehydrogenase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,K00008
Sugars00008_002,aldehyde reductase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,K00011
Sugars00008_003,xylulokinase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,K00854
Sugars00008_004,D-xylulose reductase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,K05351
Sugars00008_005,D-xylose reductase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,K17743
Sugars00009_001,dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP),xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,K00078
Sugars00009_002,D-xylose 1-dehydrogenase (NADP+),xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,K14273
Sugars00009_003,"xylono-1,5-lactonase",xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,K14274
Sugars00009_004,D-xylonate dehydratase,xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,K14275
Sugars00010_001,D-xylonate dehydratase,xylose degradation (xylonate hydratase pathway),Pentose and glucuronate interconversions,K14275
Sugars00011_001,,maltose degradation,maltose degradation,"K00705,K22451"
Sugars00012_001,trehalose<->maltose,trehalose degradation,trehalose degradation,K05343
Thermo_001,Acetyl-CoA => malonyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K18603+K18604+K18605
Thermo_002,malonate semialdehyde => 3-hydroxypropanoate,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K18602
Thermo_003,3-hydroxypropanoate => 3-hydroxypropionyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K18594
Thermo_004,3-hydroxypropionyl-CoA => acryloyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K15019
Thermo_005,propionyl-CoA =>  S-methylmalonyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K18603+K18604+K18605
Thermo_006,S-methylmalonyl-CoA => succinyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K01848+K01849
Thermo_007,4-hydroxybutyrate => 4-hydroxybutyryl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K18593
Thermo_008,4-hydroxybutyryl-CoA => crotonoyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K14534
Thermo_009,crotonoyl-CoA => 3-hydroxybutanoyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K15016
Thermo_010,3-hydroxybutanoyl-CoA => acetoacetyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K15016
Thermo_011,acetoacetyl-CoA => acetyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,K00626
Thermo2_001,glucose => glucose-6P,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,K15778
Thermo2_002,glucose-6P => fructose-6P,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,"(K01810,K06859,K13810,K15916)"
Thermo2_003,fructose-6P => fructose-1-6-biP,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,K01622
Thermo2_004,fructose-1-6-biP => glyceraldehyde-3P,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,K01622
Thermo2_005,glyceraldehyde-3P => dihydroxyacetone phosphate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,K01803
Thermo2_006,"glyceraldehyde-3P => 1,3-bisphosphoglycerate",Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,K00150
Thermo2_007,"1,3-bisphosphoglycerate => 3-phosphoglycerate",Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,K00927
Thermo2_008,3-phosphoglycerate =>  2-phosphoglycerate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,"K15634,K15635"
Thermo2_009,2-phosphoglycerate => phosphoenolpyruvate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,K01689
Thermo2_010,phosphoenolpyruvate => pyruvate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,"(K00873,K12406)"
M00003_001,,Gluconeogenesis,Central carbon metabolism,"K01596,K01610"
M00003_002,,Gluconeogenesis,Central carbon metabolism,"K01689,K27394"
M00003_003,,Gluconeogenesis,Central carbon metabolism,"K01834,K15633,K15634,K15635"
M00003_004,,Gluconeogenesis,Central carbon metabolism,K00927
M00003_005,,Gluconeogenesis,Central carbon metabolism,"K00134,K00150"
M00003_006,,Gluconeogenesis,Central carbon metabolism,K01803
M00003_007,,Gluconeogenesis,Central carbon metabolism,"((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"
M00048_001,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,K00764
M00048_002,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,"(K01945,K11787,K11788,K13713)"
M00048_003,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,"(K00601,K11175,K08289,K11787,K01492)"
M00048_004,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,"(K01952,(K23269+K23264+K23265),(K23270+K23265))"
M00048_005,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,"(K01933,K11787,K11788 (K01587,K11808,K01589 K01588))"
M00048_006,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,"(K01923,K01587,K13713)"
M00048_007,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,K01756
M00048_008,,"De novo purine biosynthesis, PRPP + glutamine => IMP",Purine metabolism,"(K00602,(K01492,K06863 K11176))"
M00049_001,,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",Purine metabolism,K01939
M00049_002,,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",Purine metabolism,K01756
M00049_003,,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",Purine metabolism,"(K00939,K18532,K18533,K00944)"
M00049_004,,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",Purine metabolism,K00940
M00050_001,,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",Purine metabolism,K00088
M00050_002,,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",Purine metabolism,K01951
M00050_003,,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",Purine metabolism,K00942
M00050_004,,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",Purine metabolism,"(K00940,K18533)"
M00053_001,,Deoxyribonucleotide biosynthesis,Purine metabolism,"(K00525+K00526,K10807+K10808)"
M00053_002,,Deoxyribonucleotide biosynthesis,Purine metabolism,"(K00940,K18533)"
M00958_001,,"Adenine ribonucleotide degradation, AMP => Urate",Purine metabolism,"(K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))"
M00958_002,,"Adenine ribonucleotide degradation, AMP => Urate",Purine metabolism,"(K03783,K03784,K09913,K05810)"
M00958_003,,"Adenine ribonucleotide degradation, AMP => Urate",Purine metabolism,"(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"
M00959_001,,"Guanine ribonucleotide degradation, GMP => Urate",Purine metabolism,"(K01081,K19970,K11751,K03787,K02566,K08693,K20881)"
M00959_002,,"Guanine ribonucleotide degradation, GMP => Urate",Purine metabolism,"(K03783,K03784,K09913,K05810)"
M00959_003,,"Guanine ribonucleotide degradation, GMP => Urate",Purine metabolism,K01487
M00959_004,,"Guanine ribonucleotide degradation, GMP => Urate",Purine metabolism,"(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"
M00546_001,,"Purine degradation, xanthine => urea",Purine metabolism,"(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"
M00546_002,,"Purine degradation, xanthine => urea",Purine metabolism,"(K00365,K16838,K16839,K22879)"
M00546_003,,"Purine degradation, xanthine => urea",Purine metabolism,"(K13484,K07127 (K13485,K16838,K16840))"
M00546_004,,"Purine degradation, xanthine => urea",Purine metabolism,"(K01466,K16842)"
M00546_005,,"Purine degradation, xanthine => urea",Purine metabolism,K01477
M00968_001,,"Pentose bisphosphate pathway (nucleoside degradation), archaea",Purine metabolism,"(((K00757,K26211,K26212) (K21056,K26208)),K18931) K18237 (K01601,(K26210 K01636))"
M00051_001,,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",Pyrimidine metabolism,"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465))"
M00051_002,,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",Pyrimidine metabolism,"(K00226,K00254,K17828)"
M00051_003,,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",Pyrimidine metabolism,"(K13421,K00762 K01591)"
M00052_001,,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",Pyrimidine metabolism,"(K13800,K13809,K09903)"
M00052_002,,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",Pyrimidine metabolism,"(K00940,K18533)"
M00052_003,,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",Pyrimidine metabolism,K01937
M00938_001,,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",Pyrimidine metabolism,"(K00525+K00526,K10807+K10808)"
M00938_002,,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",Pyrimidine metabolism,"(K00940,K18533)"
M00938_003,,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",Pyrimidine metabolism,K01520
M00938_004,,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",Pyrimidine metabolism,"(K00560,K13998,K03465)"
M00938_005,,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",Pyrimidine metabolism,K00943
M00046_001,,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",Pyrimidine metabolism,"(K00207,K17722+K17723)"
M00046_002,,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",Pyrimidine metabolism,K01464
M00046_003,,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",Pyrimidine metabolism,"(K01431,K06016)"
M00939_001,,"Pyrimidine degradation, uracil => 3-hydroxypropanoate",Pyrimidine metabolism,K09018+K09024
M00939_002,,"Pyrimidine degradation, uracil => 3-hydroxypropanoate",Pyrimidine metabolism,K09020
M00939_003,,"Pyrimidine degradation, uracil => 3-hydroxypropanoate",Pyrimidine metabolism,K09021
M00939_004,,"Pyrimidine degradation, uracil => 3-hydroxypropanoate",Pyrimidine metabolism,K09023
M00939_005,,"Pyrimidine degradation, uracil => 3-hydroxypropanoate",Pyrimidine metabolism,"(K09019,K16066)"
M00417,,Cytochrome o ubiquinol oxidase,Energy metabolism,K02297+K02298+K02299+K02300
M00935_sub_1,,Methanofuran biosynthesis,Methane metabolism,K09733 K19793 K07144
M00935_sub_2,,Methanofuran biosynthesis,Methane metabolism,K18933 K06914
M00935_sub_3,,Methanofuran biosynthesis,Methane metabolism,K07072
M00172,,"C4-dicarboxylic acid cycle, NADP - malic enzyme type",Carbon fixation,K01595 K00051 K00029 K01006
M00854_001,,"Glycogen biosynthesis, glucose-1P => glycogen/starch",Other carbohydrate metabolism,"(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812))"
M00854_002,,"Glycogen biosynthesis, glucose-1P => glycogen/starch",Other carbohydrate metabolism,"(K00700,K16149)"
M00855_001,,"Glycogen degradation, glycogen => glucose-6P",Other carbohydrate metabolism,"(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)"
M00565,,"Trehalose biosynthesis, D-glucose 1P => trehalose",Other carbohydrate metabolism,"K00975 K00703 (K00700,K16149) K01214 K06044 K01236"
M00061,,"D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P",Other carbohydrate metabolism,"K01812 K00040 (K01686,K08323) K00874 (K01625,K17463)"
M00081,,Pectin degradation,Other carbohydrate metabolism,K01051 K01184 K01213
Extra_030,resorcinol->hydroxyhydroquinone,resorcinol degradation,resorcinol degradation,K20942
M00019_001,,Valiene/isoleucine bio,Amino acid metabolism,"K01652+(K01653,K11258)"
M00019_002,,Valiene/isoleucine bio,Amino acid metabolism,K00053
M00019_003,,Valiene/isoleucine bio,Amino acid metabolism,K01687
M00019_004,,Valiene/isoleucine bio,Amino acid metabolism,K00826
M00570_001,,Isoleucine biosynthesis,Amino acid metabolism,"(K17989,K01754)"
M00570_002,,Isoleucine biosynthesis,Amino acid metabolism,"K01652+(K01653,K11258)"
M00570_003,,Isoleucine biosynthesis,Amino acid metabolism,K00053
M00570_004,,Isoleucine biosynthesis,Amino acid metabolism,K01687
M00570_005,,Isoleucine biosynthesis,Amino acid metabolism,K00836
M00432_001,,Leucine biosynthesis,Amino acid metabolism,K01649
M00432_002,,Leucine biosynthesis,Amino acid metabolism,"(K01702,K01703+K01704)"
M00432_003,,Leucine biosynthesis,Amino acid metabolism,K00052
