module_id,name,definition,orthology,class,pathway,reaction,compound
M00155,"Cytochrome c oxidase, prokaryotes","K02275+(K02274+K02276,K15408)-(K02277,K27109)",coxB; cytochrome c oxidase subunit II [EC:7.1.1.9];coxA; cytochrome c oxidase subunit I [EC:7.1.1.9];coxC; cytochrome c oxidase subunit III [EC:7.1.1.9];coxAC; cytochrome c oxidase subunit I+III [EC:7.1.1.9];coxD; cytochrome c oxidase subunit IV [EC:7.1.1.9],Pathway modules; Energy metabolism; ATP synthesis,Oxidative phosphorylation;Metabolic pathways,C00007 + 4 C00126 + 4 C00080 -> 4 C00125 + 2 C00001,Oxygen;Ferrocytochrome c;H+;Ferricytochrome c;H2O
M00156,"Cytochrome c oxidase, cbb3-type","((K00404+K00405,K15862)+K00407+K00406)",ccoN; cb-type cytochrome c oxidase subunit I [EC:7.1.1.9];ccoO; cb-type cytochrome c oxidase subunit II;ccoQ; cb-type cytochrome c oxidase subunit IV;ccoP; cb-type cytochrome c oxidase subunit III;ccoNO; cbb3-type cytochrome c oxidase subunit I/II [EC:7.1.1.9],Pathway modules; Energy metabolism; ATP synthesis,Oxidative phosphorylation;Metabolic pathways,C00007 + 4 C00126 + 4 C00080 -> 4 C00125 + 2 C00001,Oxygen;Ferrocytochrome c;H+;Ferricytochrome c;H2O
M00157,"F-type ATPase, prokaryotes and chloroplasts",K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110,ATPF1A; F-type H+-transporting ATPase subunit alpha [EC:7.1.2.2];ATPF1B; F-type H+-transporting ATPase subunit beta [EC:7.1.2.2];ATPF1D; F-type H+-transporting ATPase subunit delta;ATPF1E; F-type H+-transporting ATPase subunit epsilon;ATPF1G; F-type H+-transporting ATPase subunit gamma;ATPF0A; F-type H+-transporting ATPase subunit a;ATPF0B; F-type H+-transporting ATPase subunit b;ATPF0C; F-type H+-transporting ATPase subunit c,Pathway modules; Energy metabolism; ATP synthesis,Oxidative phosphorylation;Photosynthesis;Metabolic pathways,C00008 + C00009 -> C00002 + C00001,ADP;Orthophosphate;ATP;H2O
M00158,"F-type ATPase, eukaryotes","K02132+K02133+K02136+K02134+K02135+K02137+K02126+K02127+K02128+K02138+(K02129,K01549)+(K02130,K02139)+K02140+(K02141,K02131)-K02142-K02143+K02125",ATPeF1A; F-type H+-transporting ATPase subunit alpha;ATPeF1B; F-type H+-transporting ATPase subunit beta [EC:7.1.2.2];ATPeF1G; F-type H+-transporting ATPase subunit gamma;ATPeF1D; F-type H+-transporting ATPase subunit delta;ATPeF1E; F-type H+-transporting ATPase subunit epsilon;ATPeF0O; F-type H+-transporting ATPase subunit O;ATPeF0A; F-type H+-transporting ATPase subunit a;ATPeF0B; F-type H+-transporting ATPase subunit b;ATPeF0C; F-type H+-transporting ATPase subunit c;ATPeFD; F-type H+-transporting ATPase subunit d;ATPeF0E; F-type H+-transporting ATPase subunit e;TIM11; F-type H+-transporting ATP synthase subunit e;ATPeF0F; F-type H+-transporting ATPase subunit f;ATPeFF; F-type H+-transporting ATPase subunit f;ATPeFG; F-type H+-transporting ATPase subunit g;ATPeFH; F-type H+-transporting ATPase subunit h;ATPeF0F6; F-type H+-transporting ATPase subunit 6;ATPeFJ; F-type H+-transporting ATPase subunit j;ATPeFK; F-type H+-transporting ATPase subunit k;ATPeF08; F-type H+-transporting ATPase subunit 8,Pathway modules; Energy metabolism; ATP synthesis,Oxidative phosphorylation;Metabolic pathways,C00008 + C00009 -> C00002 + C00001,ADP;Orthophosphate;ATP;H2O
M00159,"V/A-type ATPase, prokaryotes",K02117+K02118+K02119+K02120+K02121+K02122+K02107+K02123+K02124,ATPVA; V/A-type H+-transporting ATPase subunit A [EC:7.1.2.2];ATPVB; V/A-type H+-transporting ATPase subunit B;ATPVC; V/A-type H+-transporting ATPase subunit C;ATPVD; V/A-type H+-transporting ATPase subunit D;ATPVE; V/A-type H+-transporting ATPase subunit E;ATPVF; V/A-type H+-transporting ATPase subunit F;ATPVG; V/A-type H+-transporting ATPase subunit G/H;ATPVI; V/A-type H+-transporting ATPase subunit I;ATPVK; V/A-type H+-transporting ATPase subunit K,Pathway modules; Energy metabolism; ATP synthesis,Oxidative phosphorylation;Metabolic pathways,C00008 + C00009 -> C00002 + C00001,ADP;Orthophosphate;ATP;H2O
M00160,"V-type ATPase, eukaryotes","K02145+K02147+K02148+K02149+K02150+K02151+K02152+K02144+K02154+(K03661,K02155)+K02146+K02153+K03662",ATPeV1A; V-type H+-transporting ATPase subunit A [EC:7.1.2.2];ATPeV1B; V-type H+-transporting ATPase subunit B;ATPeV1C; V-type H+-transporting ATPase subunit C;ATPeV1D; V-type H+-transporting ATPase subunit D;ATPeV1E; V-type H+-transporting ATPase subunit E;ATPeV1F; V-type H+-transporting ATPase subunit F;ATPeV1G; V-type H+-transporting ATPase subunit G;ATPeV1H; V-type H+-transporting ATPase subunit H;ATPeV0A; V-type H+-transporting ATPase subunit a;ATPeV0B; V-type H+-transporting ATPase 21kDa proteolipid subunit;ATPeV0C; V-type H+-transporting ATPase 16kDa proteolipid subunit;ATPeV0D; V-type H+-transporting ATPase subunit d;ATPeV0E; V-type H+-transporting ATPase subunit e;ATPeVS1; V-type H+-transporting ATPase S1 subunit,Pathway modules; Energy metabolism; ATP synthesis,Oxidative phosphorylation;Metabolic pathways,C00008 + C00009 -> C00002 + C00001,ADP;Orthophosphate;ATP;H2O
M00161,Photosystem II,K02703+K02706+K02705+K02704+K02707+K02708,psbA; photosystem II reaction center D1 protein [EC:1.10.3.9];psbD; photosystem II reaction center D2 protein [EC:1.10.3.9];psbC; photosystem II CP43 chlorophyll apoprotein;psbB; photosystem II CP47 chlorophyll apoprotein;psbE; photosystem II cytochrome b559 subunit alpha;psbF; photosystem II cytochrome b559 subunit beta,Pathway modules; Energy metabolism; Photosynthesis,Photosynthesis;Metabolic pathways,C02061 + C00001 -> C16693 + C00007,Plastoquinone;H2O;Plastoquinol;Oxygen
M00162,Cytochrome b6f complex,K02635+K02637+K02634+K02636+K02642+K02643+K03689+K02640,petB; cytochrome b6;petD; cytochrome b6-f complex subunit 4;petA; apocytochrome f;petC; cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6];petL; cytochrome b6-f complex subunit 6;petM; cytochrome b6-f complex subunit 7;petN; cytochrome b6-f complex subunit 8;petG; cytochrome b6-f complex subunit 5,Pathway modules; Energy metabolism; ATP synthesis,Photosynthesis;Metabolic pathways,C16693 + C03162 -> C02061 + C03025,Plastoquinol;Oxidized plastocyanin;Plastoquinone;Reduced plastocyanin
M00163,Photosystem I,K02689+K02690+K02691+K02692+K02693+K02694,psaA; photosystem I P700 chlorophyll a apoprotein A1 [EC:1.97.1.12];psaB; photosystem I P700 chlorophyll a apoprotein A2 [EC:1.97.1.12];psaC; photosystem I iron-sulfur center [EC:1.97.1.12];psaD; photosystem I subunit II;psaE; photosystem I subunit IV;psaF; photosystem I subunit III,Pathway modules; Energy metabolism; Photosynthesis,Photosynthesis;Metabolic pathways,C03025 + C00139 -> C03162 + C00138,Reduced plastocyanin;Oxidized ferredoxin;Oxidized plastocyanin;Reduced ferredoxin
M00165,Reductive pentose phosphate cycle (Calvin cycle),"K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808) K01783","phosphoribulokinase [EC:2.7.1.19] [RN:R01523];ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024];phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512];glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063];triosephosphate isomerase [EC:5.3.1.1] [RN:R01015];fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829];fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762];transketolase [EC:2.2.1.1] [RN:R01067 R01641];sedoheptulose-bisphosphatase [EC:3.1.3.37] [RN:R01845];ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056];ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]",Pathway modules; Energy metabolism; Carbon fixation,Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00199 -> C01182;C01182 + C00011 -> C00197;C00197 -> C00236;C00236 -> C00118;C00118 -> C00111;C00118 + C00111 -> C00354;C00354 -> C00085;C00085 + C00118 -> C00279 + C00231;C00279 + C00111 -> C00447;C00447 -> C05382;C05382 + C00118 -> C00117 + C00231;C00117 -> C00199;C00231 -> C00199,"D-Ribulose 5-phosphate;D-Ribulose 1,5-bisphosphate;CO2;3-Phospho-D-glycerate;3-Phospho-D-glyceroyl phosphate;D-Glyceraldehyde 3-phosphate;Glycerone phosphate;D-Fructose 1,6-bisphosphate;D-Fructose 6-phosphate;D-Erythrose 4-phosphate;D-Xylulose 5-phosphate;Sedoheptulose 1,7-bisphosphate;Sedoheptulose 7-phosphate;D-Ribose 5-phosphate"
M00168,"CAM (Crassulacean acid metabolism), dark","K01595 (K00025,K00026,K00024)",phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345];malate dehydrogenase [EC:1.1.1.37] [RN:R00342],Pathway modules; Energy metabolism; Carbon fixation,Pyruvate metabolism;Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00074 + C00011 -> C00036;C00036 -> C00149,Phosphoenolpyruvate;CO2;Oxaloacetate;(S)-Malate
M00169,"CAM (Crassulacean acid metabolism), light",K00029 K01006,"malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40] [RN:R00216];pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]",Pathway modules; Energy metabolism; Carbon fixation,Pyruvate metabolism;Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00149 -> C00022 + C00011;C00022 -> C00074,(S)-Malate;Pyruvate;CO2;Phosphoenolpyruvate
M00170,"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type",K01595 K14454 K14455 K01610,"phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345];aspartate aminotransferase [EC:2.6.1.1] [RN:R00355];aspartate aminotransferase, mitochondrial [EC:2.6.1.1] [RN:R00355];phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] [RN:R00341]",Pathway modules; Energy metabolism; Carbon fixation,Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00074 -> C00036;C00036 -> C00049;C00049 -> C00036;C00036 -> C00074+C00011,Phosphoenolpyruvate;Oxaloacetate;L-Aspartate;CO2
M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type","K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006","phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345];aspartate aminotransferase [EC:2.6.1.1] [RN:R00355];malate dehydrogenase [EC:1.1.1.37] [RN:R00342];malate dehydrogenase (decarboxylating) [EC:1.1.1.39] [RN:R00214];alanine transaminase [EC:2.6.1.2] [RN:R00258];glutamate--glyoxylate aminotransferase [EC:2.6.1.2] [RN:R00258];pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]",Pathway modules; Energy metabolism; Carbon fixation,Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00074 -> C00036;C00036 -> C00049;C00049 -> C00036;C00036 -> C00149;C00149 -> C00022+C00011;C00022 -> C00041;C00041 -> C00022;C00022 -> C00074,Phosphoenolpyruvate;Oxaloacetate;L-Aspartate;(S)-Malate;Pyruvate;CO2;L-Alanine
M00172,"C4-dicarboxylic acid cycle, NADP - malic enzyme type",K01595 K00051 K00029 K01006,"phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345];malate dehydrogenase (NADP+) [EC:1.1.1.82] [RN:R00343];malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40] [RN:R00216];pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]",Pathway modules; Energy metabolism; Carbon fixation,Pyruvate metabolism;Carbon fixation by Calvin cycle;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00074 -> C00036;C00036 -> C00149;C00149 -> C00022 + C00011;C00022 -> C00074,Phosphoenolpyruvate;CO2;Oxaloacetate;(S)-Malate;Pyruvate
M00173,Reductive citrate cycle (Arnon-Buchanan cycle),"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)","pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196];pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] [RN:R01196 R10866];pyruvate,water dikinase [EC:2.7.9.2] [RN:R00199];pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206];phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345];pyruvate carboxylase subunit A [EC:6.4.1.1] [RN:R00344];malate dehydrogenase [EC:1.1.1.37] [RN:R00342];fumarate hydratase [EC:4.2.1.2] [RN:R01082];succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164];NADH-dependent fumarate reductase [EC:1.3.1.6] [RN:R00402];succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405];2-oxoglutarate:ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197];isocitrate dehydrogenase [EC:1.1.1.42] [RN:R00267];aconitate hydratase [EC:4.2.1.3] [RN:R01900 R01325];ATP-citrate lyase [EC:2.3.3.8] [RN:R00352];citryl-CoA synthetase [EC:6.2.1.18] [RN:R01322];citryl-CoA lyase [EC:4.1.3.34] [RN:R00354]",Pathway modules; Energy metabolism; Carbon fixation,Other carbon fixation pathways;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00024 -> C00022;C00022 -> C00074;C00074 -> C00036;C00022 -> C00036;C00036 -> C00149;C00149 -> C00122;C00122 -> C00042;C00042 -> C00091;C00091 -> C00026;C00026 -> C00311;C00311 -> C00417;C00417 -> C00158;C00158 -> C00024;C00158 -> C00566;C00566 -> C00036 + C00024,Acetyl-CoA;Pyruvate;Phosphoenolpyruvate;Oxaloacetate;(S)-Malate;Fumarate;Succinate;Succinyl-CoA;2-Oxoglutarate;Isocitrate;cis-Aconitate;Citrate;(3S)-Citryl-CoA
M00174,"Methane oxidation, methanotroph, methane => formaldehyde","((K10944+K10945+K10946),(K16157+K16158+K16159+K16160+K16161+K16162)) ((K14028-K14029),K23995)",methane/ammonia monooxygenase [EC:1.14.18.3] [RN:R09518];methane monooxygenase component A [EC:1.14.13.25] [RN:R01142];methane monooxygenase regulatory protein B [RN:R01142];methane monooxygenase component C [EC:1.14.13.25] [RN:R01142];NA  K16162 methane monooxygenase component D [RN:R01142];methanol dehydrogenase [EC:1.1.2.7] [RN:R01146];lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10] [RN:R01146],Pathway modules; Energy metabolism; Methane metabolism,Methane metabolism;Carbon metabolism;Degradation of aromatic compounds;Metabolic pathways;Microbial metabolism in diverse environments,C01438 -> C00132;C00132 -> C00067,Methane;Methanol;Formaldehyde
M00175,"Nitrogen fixation, nitrogen => ammonia","K02588+K02586+K02591-K00531,K22896+K22897+K22898+K22899",nitrogenase iron protein [RN:R05185];nitrogenase molybdenum-iron protein [EC:1.18.6.1] [RN:R05185];nitrogenase delta subunit [EC:1.18.6.1] [RN:R05185];vanadium-dependent nitrogenase [EC:1.18.6.2] [RN:R12084];vanadium nitrogenase delta subunit [EC:1.18.6.2] [RN:R12084];vanadium nitrogenase iron protein [RN:R12084],Pathway modules; Energy metabolism; Nitrogen metabolism,Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00697 -> C00014,Nitrogen;Ammonia
M00176,"Assimilatory sulfate reduction, sulfate => H2S","(((K13811,K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390),(K13811 K05907)) (K00380+K00381,K00392)",sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529];adenylylsulfate kinase [EC:2.7.1.25] [RN:R00509];phosphoadenosine phosphosulfate reductase [EC:1.8.4.8] [RN:R02021];adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9] [RN:R05717];sulfite reductase (NADPH) [EC:1.8.1.2] [RN:R00858];sulfite reductase (ferredoxin) [EC:1.8.7.1] [RN:R00859],Pathway modules; Energy metabolism; Sulfur metabolism,Sulfur metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00059 -> C00224;C00224 -> C00053;C00053 -> C00094;C00224 -> C00094;C00094 -> C00283,Sulfate;Adenylyl sulfate;3'-Phosphoadenylyl sulfate;Sulfite;Hydrogen sulfide
M00307,"Pyruvate oxidation, pyruvate => acetyl-CoA","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618];pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196],Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism,Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Metabolic pathways,C00022 -> C00024;C00022 + C00068 -> C05125;C05125 + C15972 -> C16255 + C00068;C16255 -> C00024 + C15973;C15973 -> C15972,Pyruvate;Acetyl-CoA;Thiamin diphosphate;2-(alpha-Hydroxyethyl)thiamine diphosphate;Enzyme N6-(lipoyl)lysine;[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine;Enzyme N6-(dihydrolipoyl)lysine
M00308,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P","K05308 K00874 K01625 (K00134 K00927,K00131,K18978)",gluconate dehydratase [EC:4.2.1.140] [RN:R01538];2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] [RN:R01541];2-dehydro-3-deoxyphosphogluconate aldolase [EC:4.1.2.14] [RN:R05605];glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061];phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512];glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9] [RN:R01058];glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90] [RN:R01058 R10860],Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism,Pentose phosphate pathway;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00257 -> C00204;C00204 -> C04442;C04442 -> C00118 + C00022;C00118 -> C00236;C00236 -> C00197;C00118 -> C00197,D-Gluconic acid;2-Dehydro-3-deoxy-D-gluconate;2-Dehydro-3-deoxy-6-phospho-D-gluconate;D-Glyceraldehyde 3-phosphate;Pyruvate;3-Phospho-D-glyceroyl phosphate;3-Phospho-D-glycerate
M00309,"Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate","K05308 (K11395,K18127) (K18020+K18021+K18022,K18128,K03738)",gluconate/galactonate dehydratase [EC:4.2.1.140] [RN:R01538 R03033];2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55] [RN:R08570 R10616];2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51] [RN:R08570 R10616];glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8] [RN:R10324];glyceraldehyde dehydrogenase [EC:1.2.1.89] [RN:R10615];aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5] [RN:R08571],Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism,Pentose phosphate pathway;Galactose metabolism;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00257 -> C00204;C00204 -> C00577 + C00022;C00880 -> C01216;C01216 -> C00577 + C00022;C00577 -> C00258,D-Gluconic acid;2-Dehydro-3-deoxy-D-gluconate;D-Glyceraldehyde;Pyruvate;D-Galactonate;2-Dehydro-3-deoxy-D-galactonate;D-Glycerate
M00338,"Cysteine biosynthesis, homocysteine + serine => cysteine","(K01697,K10150) K01758",cystathionine beta-synthase [EC:4.2.1.22] [RN:R01290];cystathionine gamma-lyase [EC:4.4.1.1] [RN:R01001],Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism,"Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Biosynthesis of amino acids;Metabolic pathways",C00065 + C00155 -> C02291;C02291 -> C00097,L-Serine;L-Homocysteine;L-Cystathionine;L-Cysteine
M00344,"Formaldehyde assimilation, xylulose monophosphate pathway",K17100 K00863 K01624 K03841,"dihydroxyacetone synthase [EC:2.2.1.3] [RN:R01440];dihydroxyacetone kinase [EC:2.7.1.29] [RN:R01011];fructose-bisphosphate aldolase, class II [EC:4.1.2.13] [RN:R01068];fructose-1,6-bisphosphatase I [EC:3.1.3.11] [RN:R00762]",Pathway modules; Energy metabolism; Methane metabolism,Methane metabolism;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00067 -> C00184;C00184 -> C00111;C00111 -> C00354;C00354 -> C00085,"Formaldehyde;Glycerone;Glycerone phosphate;D-Fructose 1,6-bisphosphate;D-Fructose 6-phosphate"
M00345,"Formaldehyde assimilation, ribulose monophosphate pathway","(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624","3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338];6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R05339];6-phosphofructokinase [EC:2.7.1.11] [RN:R00756];fructose-bisphosphate aldolase, class II [EC:4.1.2.13] [RN:R01068]",Pathway modules; Energy metabolism; Methane metabolism,Pentose phosphate pathway;Methane metabolism;Carbon metabolism;Biosynthesis of amino acids;Metabolic pathways;Microbial metabolism in diverse environments,C00199 + C00067 -> C06019;C06019 -> C00085;C00085 -> C00354;C00354 -> C00118,"D-Ribulose 5-phosphate;Formaldehyde;D-arabino-Hex-3-ulose 6-phosphate;D-Fructose 6-phosphate;D-Fructose 1,6-bisphosphate;D-Glyceraldehyde 3-phosphate"
