MAG,KO,dry,wet,Contrib.dry,Contrib.wet,Contrib,GroupContrib,color,importance,component,Domain,Phylum,Class,Order,Family,Genus,Species,name,pathway,reaction,brite,db_links
bcn_bin_151,K00626,1.3433787843584857,-0.6716893921792425,TRUE,FALSE,FALSE,dry,#388ECC,-0.06205982325509922,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],"Fatty acid degradation;Valine, leucine and isoleucine degradation;Lysine degradation;Benzoate degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Fatty acid metabolism;Two-component system;Fat digestion and absorption",acetyl-CoA:acetyl-CoA C-acetyltransferase;butanoyl-CoA:acetyl-CoA C-butanoyltransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00630 Glyoxylate and dicarboxylate metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00650 Butanoate metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09102 Energy metabolism;   00720 Carbon fixation pathways in prokaryotes;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09103 Lipid metabolism;   00071 Fatty acid degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09105 Amino acid metabolism;   00280 Valine, leucine and isoleucine degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00310 Lysine degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00380 Tryptophan metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09109 Metabolism of terpenoids and polyketides;   00900 Terpenoid backbone biosynthesis;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09111 Xenobiotics biodegradation and metabolism;   00362 Benzoate degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase; 09150 Organismal Systems;  09154 Digestive system;   04975 Fat digestion and absorption;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   04147 Exosome;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.3  Acyltransferases;   2.3.1  Transferring groups other than aminoacyl groups;    2.3.1.9  acetyl-CoA C-acetyltransferase;     K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;Exosome [BR:ko04147]; Exosomal proteins;  Exosomal proteins of other body fluids (saliva and urine);   K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase",COG: COG0183;GO: 0003985
DNA-1_bin_39_1,K06197,1.325604606458245,-0.6628023032291226,TRUE,FALSE,FALSE,dry,#388ECC,-0.06120214530944789,comp1,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,AC-14,JAHFUQ01,NA,cation transport regulator,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K06197  chaB; cation transport regulator,COG: COG4572
bco_bin_153,K04065,1.3432359754406793,-0.6716179877203398,TRUE,FALSE,FALSE,dry,#388ECC,-0.05954702037751597,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_F,NA,hyperosmotically inducible periplasmic protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K04065  osmY; hyperosmotically inducible periplasmic protein,COG: COG2823
DNA-1_bin_50,K07736,-1.3115888284777537,0.6557944142388771,FALSE,TRUE,FALSE,wet,#F68B33,0.05780202775642418,comp1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,SZUA-265,NA,"CarD family transcriptional regulator, regulator of rRNA transcription",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K07736  carD; CarD family transcriptional regulator, regulator of rRNA transcription;Transcription factors [BR:ko03000]; Prokaryotic type;  Other transcription factors;   Others;    K07736  carD; CarD family transcriptional regulator, regulator of rRNA transcription",COG: COG1329
bcn_bin_151,K04065,1.3596180718543969,-0.6798090359271983,TRUE,FALSE,FALSE,dry,#388ECC,-0.05585942144128651,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,hyperosmotically inducible periplasmic protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K04065  osmY; hyperosmotically inducible periplasmic protein,COG: COG2823
bcn_bin_38_1,K00034,1.3339714035580454,-0.6669857017790227,TRUE,FALSE,FALSE,dry,#388ECC,-0.05383859410613333,comp1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,NA,NA,glucose 1-dehydrogenase [EC:1.1.1.47],Pentose phosphate pathway;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism,beta-D-glucose:NAD+ 1-oxoreductase;beta-D-glucose:NADP+ 1-oxoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00030 Pentose phosphate pathway;    K00034  gdh; glucose 1-dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.47  glucose 1-dehydrogenase [NAD(P)+];     K00034  gdh; glucose 1-dehydrogenase,COG: COG1028;GO: 0047936
bcn_bin_30,K07636,-1.3504017677010425,0.675200883850521,FALSE,TRUE,FALSE,wet,#F68B33,0.0509395104709052,comp1,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,3-1-20CM-4-69-9,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K07636  phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01001 Protein kinases;    K07636  phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K07636  phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.13  Protein-histidine kinases;    2.7.13.3  histidine kinase;     K07636  phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR;Protein kinases [BR:ko01001]; Histidine kinases;  OmpR family;   K07636  phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR;Two-component system [BR:ko02022]; OmpR family;  PhoR-PhoB (phosphate starvation response);   K07636  phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR",COG: COG0642;GO: 0000155
bcn_bin_174_1,K13587,1.3307998755559125,-0.6653999377779563,TRUE,FALSE,FALSE,dry,#388ECC,-0.04941410897507185,comp1,Bacteria,Actinomycetota,UBA4738,CADDZG01,WHSQ01,NA,NA,"two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]",Two-component system;Cell cycle - Caulobacter,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K13587  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA; 09140 Cellular Processes;  09143 Cell growth and death;   04112 Cell cycle - Caulobacter;    K13587  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01001 Protein kinases;    K13587  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K13587  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.13  Protein-histidine kinases;    2.7.13.3  histidine kinase;     K13587  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA;Protein kinases [BR:ko01001]; Histidine kinases;  Cell cycle family [OT];   K13587  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA;Two-component system [BR:ko02022]; Cell cycle family;  CckA-CtrA/CpdR (cell cycle control);   K13587  cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA",COG: COG0642 COG0784;GO: 0000155 0000156
bco_bin_201_1,K07058,1.2453104998155144,-0.6226552499077571,TRUE,FALSE,FALSE,dry,#388ECC,-0.04891355494440042,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,membrane protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K07058  K07058; membrane protein,COG: COG1295
bco_bin_193,K02992,-1.3435949822141198,0.6717974911070598,FALSE,TRUE,FALSE,wet,#F68B33,0.04752587471790417,comp1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,Longimicrobiaceae,NA,NA,small subunit ribosomal protein S7,Ribosome,NA,"KEGG Orthology (KO) [BR:ko00001]; 09120 Genetic Information Processing;  09122 Translation;   03010 Ribosome;    K02992  RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03011 Ribosome;    K02992  RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7;Ribosome [BR:ko03011]; Ribosomal proteins;  Mitochondria/ Chloroplast;   Small subunit;    K02992  RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7;  Bacteria;   Small subunit;    K02992  RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7;  Archaea;   Small subunit;    K02992  RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7;Ribosomal proteins [br01610.html]; Ribosomal proteins in prokaryotes and eukaryotes;  K02992",COG: COG0049;GO: 0005763 0022627
DNA-1-22_bin_3,K02078,1.3392054590362263,-0.6696027295181134,TRUE,FALSE,FALSE,dry,#388ECC,-0.04745702388593226,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,acyl carrier protein,Biosynthesis of various antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites,R12049,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09103 Lipid metabolism;   00061 Fatty acid biosynthesis;    K02078  acpP; acyl carrier protein;  09110 Biosynthesis of other secondary metabolites;   00998 Biosynthesis of various antibiotics;    K02078  acpP; acyl carrier protein,COG: COG0236;GO: 0000036
DNA-4_bin_12_1,K00156,1.3089238440978777,-0.6544619220489387,TRUE,FALSE,FALSE,dry,#388ECC,-0.04677443114112863,comp1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Natronosporangium,NA,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],Pyruvate metabolism;Metabolic pathways,pyruvate:ubiquinone oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K00156  poxB; pyruvate dehydrogenase (quinone);Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.2  Acting on the aldehyde or oxo group of donors;   1.2.5  With a quinone or similar compound as acceptor;    1.2.5.1  pyruvate dehydrogenase (quinone);     K00156  poxB; pyruvate dehydrogenase (quinone),COG: COG0028;GO: 0008985
bco_bin_112,K02669,-1.2845251550471388,0.6422625775235692,FALSE,TRUE,FALSE,wet,#F68B33,0.04640285542329013,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,twitching motility protein PilT,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02044 Secretion system;    K02669  pilT; twitching motility protein PilT;   02035 Bacterial motility proteins;    K02669  pilT; twitching motility protein PilT;Secretion system [BR:ko02044]; Type II secretion system;  Pilin secretion/fimbrial assembly protein;   K02669  pilT; twitching motility protein PilT;  Type IVa pilus homolog protein;   K02669  pilT; twitching motility protein PilT;Bacterial motility proteins [BR:ko02035]; Pilus system;  Twitching motility proteins;   K02669  pilT; twitching motility protein PilT,COG: COG2805;TC: 3.A.15.2
bcn_bin_21_1,K13993,1.3225743670313237,-0.6612871835156617,TRUE,FALSE,FALSE,dry,#388ECC,-0.04632636344333461,comp1,Bacteria,Chloroflexota,Dehalococcoidia,UBA3495,UBA3495,NA,NA,HSP20 family protein,Protein processing in endoplasmic reticulum,NA,"KEGG Orthology (KO) [BR:ko00001]; 09120 Genetic Information Processing;  09123 Folding, sorting and degradation;   04141 Protein processing in endoplasmic reticulum;    K13993  HSP20; HSP20 family protein; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03110 Chaperones and folding catalysts;    K13993  HSP20; HSP20 family protein;Chaperones and folding catalysts [BR:ko03110]; Heat shock proteins;  HSP20;   K13993  HSP20; HSP20 family protein",COG: COG0071
DNA-4_bin_14_1,K00367,1.3041349597185108,-0.6520674798592554,TRUE,FALSE,FALSE,dry,#388ECC,-0.04155981917141101,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,ferredoxin-nitrate reductase [EC:1.7.7.2],Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments,nitrite:ferredoxin oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00910 Nitrogen metabolism;    K00367  narB; ferredoxin-nitrate reductase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.7  Acting on other nitrogenous compounds as donors;   1.7.7  With an iron-sulfur protein as acceptor;    1.7.7.2  ferredoxin---nitrate reductase;     K00367  narB; ferredoxin-nitrate reductase,COG: COG0243;GO: 0047889
DNA-1_bin_13_1,K02283,-1.3060622138110105,0.6530311069055054,FALSE,TRUE,FALSE,wet,#F68B33,0.04026556080182097,comp1,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,NA,NA,pilus assembly protein CpaF [EC:7.4.2.8],Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K02283  cpaF, tadA; pilus assembly protein CpaF; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02044 Secretion system;    K02283  cpaF, tadA; pilus assembly protein CpaF;   02035 Bacterial motility proteins;    K02283  cpaF, tadA; pilus assembly protein CpaF;Enzymes [BR:ko01000]; 7. Translocases;  7.4  Catalysing the translocation of amino acids and peptides;   7.4.2  Linked to the hydrolysis of a nucleoside triphosphate;    7.4.2.8  protein-secreting ATPase;     K02283  cpaF, tadA; pilus assembly protein CpaF;Secretion system [BR:ko02044]; Type II secretion system;  Tight adherence (Tad) export apparatus;   K02283  cpaF, tadA; pilus assembly protein CpaF;Bacterial motility proteins [BR:ko02035]; Pilus system;  Pilus assembly proteins;   K02283  cpaF, tadA; pilus assembly protein CpaF",COG: COG4962;GO: 0008564;TC: 3.A.7.15 3.A.7.18 9.A.47.2
DNA-1-22_bin_3,K00059,1.318732099236623,-0.6593660496183112,TRUE,FALSE,FALSE,dry,#388ECC,-0.03690667978380371,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Fatty acid biosynthesis;Prodigiosin biosynthesis;Biotin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism;Biosynthesis of cofactors,(3R)-3-hydroxyacyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase;(3R)-3-hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;NA  R07763;3-hydroxyglutaryl-[acp]-methyl-ester:NADP+ oxidoreductase;3-hydroxypimeloyl-[acp]-methyl-ester:NADP+ oxidoreductase;NA  R11671,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09103 Lipid metabolism;   00061 Fatty acid biosynthesis;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;  09108 Metabolism of cofactors and vitamins;   00780 Biotin metabolism;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;  09110 Biosynthesis of other secondary metabolites;   00333 Prodigiosin biosynthesis;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.100  3-oxoacyl-[acyl-carrier-protein] reductase;     K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;Lipid biosynthesis proteins [BR:ko01004]; Fatty acid synthase;  Component type;   K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase",COG: COG1028;GO: 0004316
DNA-1-22_bin_3,K03090,1.3278607615848323,-0.6639303807924162,TRUE,FALSE,FALSE,dry,#388ECC,-0.03611121972572253,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,RNA polymerase sigma-B factor,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03021 Transcription machinery;    K03090  sigB; RNA polymerase sigma-B factor;Transcription machinery [BR:ko03021]; Prokaryotic type;  Bacterial type;   RNA polymerase;    Sigma factors;     K03090  sigB; RNA polymerase sigma-B factor,COG: COG1191;GO: 0016987
bcn_bin_257_1,K02004,-1.346200030872,0.673100015436,FALSE,TRUE,FALSE,wet,#F68B33,0.03559673714512541,comp1,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,putative ABC transport system permease protein,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K02004  ABC.CD.P; putative ABC transport system permease protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  ABC-2 type and other transporters;   Putative ABC transporter;    K02004  ABC.CD.P; putative ABC transport system permease protein",COG: COG0577 COG3127;TC: 3.A.1
bcn_bin_156_1,K00939,-1.3157683637295503,0.6578841818647748,FALSE,TRUE,FALSE,wet,#F68B33,0.03489470744393948,comp1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium,NA,adenylate kinase [EC:2.7.4.3],Purine metabolism;Thiamine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors,ATP:AMP phosphotransferase;ATP:dAMP phosphotransferase;ADP:thiamin-diphosphate phosphotransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09104 Nucleotide metabolism;   00230 Purine metabolism;    K00939  adk, AK; adenylate kinase;  09108 Metabolism of cofactors and vitamins;   00730 Thiamine metabolism;    K00939  adk, AK; adenylate kinase; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   04147 Exosome;    K00939  adk, AK; adenylate kinase;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.4  Phosphotransferases with a phosphate group as acceptor;    2.7.4.3  adenylate kinase;     K00939  adk, AK; adenylate kinase;Exosome [BR:ko04147]; Exosomal proteins;  Exosomal proteins of other body fluids (saliva and urine);   K00939  adk, AK; adenylate kinase",COG: COG0563;GO: 0004017
bcn_bin_124,K00527,1.340727625270299,-0.6703638126351498,TRUE,FALSE,FALSE,dry,#388ECC,-0.03405973337583673,comp1,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,NA,NA,NA,NA,NA
bcn_bin_225,K01895,1.3459354869213913,-0.6729677434606957,TRUE,FALSE,FALSE,dry,#388ECC,-0.03256955533151393,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,acetyl-CoA synthetase [EC:6.2.1.1],Glycolysis / Gluconeogenesis;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Methane metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism,acetate:CoA ligase (AMP-forming);acetyl adenylate:CoA acetyltransferase;ATP:acetate adenylyltransferase;propanoate:CoA ligase (AMP-forming);propionyladenylate:CoA propionyltransferase;ATP:propanoate adenylyltransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00010 Glycolysis / Gluconeogenesis;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00620 Pyruvate metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00630 Glyoxylate and dicarboxylate metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00640 Propanoate metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;  09102 Energy metabolism;   00720 Carbon fixation pathways in prokaryotes;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00680 Methane metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;Enzymes [BR:ko01000]; 6. Ligases;  6.2  Forming carbon-sulfur bonds;   6.2.1  Acid-thiol ligases;    6.2.1.1  acetate---CoA ligase;     K01895  ACSS1_2, acs; acetyl-CoA synthetase;Lipid biosynthesis proteins [BR:ko01004]; Acyl-CoA synthetase;  Short/medium chain acyl-CoA synthetase;   K01895  ACSS1_2, acs; acetyl-CoA synthetase",COG: COG0365;GO: 0003987
bcn_bin_59,K13993,1.3304861062673672,-0.6652430531336835,TRUE,FALSE,FALSE,dry,#388ECC,-0.03203018075926467,comp1,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,NA,NA,HSP20 family protein,Protein processing in endoplasmic reticulum,NA,"KEGG Orthology (KO) [BR:ko00001]; 09120 Genetic Information Processing;  09123 Folding, sorting and degradation;   04141 Protein processing in endoplasmic reticulum;    K13993  HSP20; HSP20 family protein; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03110 Chaperones and folding catalysts;    K13993  HSP20; HSP20 family protein;Chaperones and folding catalysts [BR:ko03110]; Heat shock proteins;  HSP20;   K13993  HSP20; HSP20 family protein",COG: COG0071
DNA-1_bin_52_1,K04564,1.3483500995602289,-0.6741750497801144,TRUE,FALSE,FALSE,dry,#388ECC,-0.02999475144903591,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,70-9,AC-56,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
bcn_bin_280,K14393,1.3151074096198212,-0.6575537048099105,TRUE,FALSE,FALSE,dry,#388ECC,-0.02954769996593174,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,cation/acetate symporter,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K14393  actP; cation/acetate symporter;Transporters [BR:ko02000]; Other transporters;  Electrochemical potential-driven transporters;   K14393  actP; cation/acetate symporter,COG: COG4147;GO: 0015123;TC: 2.A.21.7
bco_bin_153,K03821,1.360689374954569,-0.6803446874772843,TRUE,FALSE,FALSE,dry,#388ECC,-0.02916142112154043,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_F,NA,poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304],Butanoate metabolism;Metabolic pathways,R04254,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00650 Butanoate metabolism;    K03821  phaC, phbC; poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC;Enzymes [BR:ko01000]; 2. Transferases;  2.3  Acyltransferases;   2.3.1  Transferring groups other than aminoacyl groups;    2.3.1.304  poly[(R)-3-hydroxyalkanoate] polymerase;     K03821  phaC, phbC; poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC",COG: COG3243
