MAG,KO,dry,wet,Contrib.dry,Contrib.wet,Contrib,GroupContrib,color,importance,component,Domain,Phylum,Class,Order,Family,Genus,Species,name,pathway,reaction,brite,db_links
DNA-6_bin_31_1,K04065,1.2632539110444787,-0.6316269555222394,TRUE,FALSE,FALSE,dry,#388ECC,-0.10623269158460552,comp1,Bacteria,Desulfobacterota,"Unassigned Class 
of Desulfobacterota",NA,NA,NA,NA,hyperosmotically inducible periplasmic protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K04065  osmY; hyperosmotically inducible periplasmic protein,COG: COG2823
bco_bin_201_1,K04564,1.3494127080004086,-0.6747063540002042,TRUE,FALSE,FALSE,dry,#388ECC,-0.0997636742771289,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
bco_bin_201_1,K07093,1.291902835243553,-0.6459514176217764,TRUE,FALSE,FALSE,dry,#388ECC,-0.09838081753262036,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,uncharacterized protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99997 Function unknown;    K07093  K07093; uncharacterized protein,COG: COG3211
bcn_bin_97,K02653,-1.3348840706940828,0.6674420353470414,FALSE,TRUE,FALSE,wet,#F68B33,0.08885408358469765,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,type IV pilus assembly protein PilC,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02044 Secretion system;    K02653  pilC; type IV pilus assembly protein PilC;   02035 Bacterial motility proteins;    K02653  pilC; type IV pilus assembly protein PilC;Secretion system [BR:ko02044]; Type II secretion system;  Pilin secretion/fimbrial assembly protein;   K02653  pilC; type IV pilus assembly protein PilC;Bacterial motility proteins [BR:ko02035]; Pilus system;  Pilus assembly proteins;   K02653  pilC; type IV pilus assembly protein PilC,COG: COG1459;TC: 3.A.15.2
bcn_bin_174_1,K01895,1.3496462639730349,-0.6748231319865172,TRUE,FALSE,FALSE,dry,#388ECC,-0.08860210032866599,comp1,Bacteria,Actinomycetota,UBA4738,CADDZG01,WHSQ01,NA,NA,acetyl-CoA synthetase [EC:6.2.1.1],Glycolysis / Gluconeogenesis;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Methane metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism,acetate:CoA ligase (AMP-forming);acetyl adenylate:CoA acetyltransferase;ATP:acetate adenylyltransferase;propanoate:CoA ligase (AMP-forming);propionyladenylate:CoA propionyltransferase;ATP:propanoate adenylyltransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00010 Glycolysis / Gluconeogenesis;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00620 Pyruvate metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00630 Glyoxylate and dicarboxylate metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00640 Propanoate metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;  09102 Energy metabolism;   00720 Carbon fixation pathways in prokaryotes;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;   00680 Methane metabolism;    K01895  ACSS1_2, acs; acetyl-CoA synthetase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K01895  ACSS1_2, acs; acetyl-CoA synthetase;Enzymes [BR:ko01000]; 6. Ligases;  6.2  Forming carbon-sulfur bonds;   6.2.1  Acid-thiol ligases;    6.2.1.1  acetate---CoA ligase;     K01895  ACSS1_2, acs; acetyl-CoA synthetase;Lipid biosynthesis proteins [BR:ko01004]; Acyl-CoA synthetase;  Short/medium chain acyl-CoA synthetase;   K01895  ACSS1_2, acs; acetyl-CoA synthetase",COG: COG0365;GO: 0003987
bcn_bin_267,K00134,1.351601027789957,-0.6758005138949786,TRUE,FALSE,FALSE,dry,#388ECC,-0.08703819423605504,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_D,NA,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12],Glycolysis / Gluconeogenesis;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;HIF-1 signaling pathway;Alzheimer disease;Pathogenic Escherichia coli infection;Salmonella infection;Diabetic cardiomyopathy,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00010 Glycolysis / Gluconeogenesis;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);  09102 Energy metabolism;   00710 Carbon fixation in photosynthetic organisms;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating); 09130 Environmental Information Processing;  09132 Signal transduction;   04066 HIF-1 signaling pathway;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating); 09160 Human Diseases;  09171 Infectious disease: bacterial;   05130 Pathogenic Escherichia coli infection;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);   05132 Salmonella infection;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);  09164 Neurodegenerative disease;   05010 Alzheimer disease;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);  09166 Cardiovascular disease;   05415 Diabetic cardiomyopathy;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating); 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   04131 Membrane trafficking;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);  09183 Protein families: signaling and cellular processes;   04147 Exosome;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.2  Acting on the aldehyde or oxo group of donors;   1.2.1  With NAD+ or NADP+ as acceptor;    1.2.1.12  glyceraldehyde-3-phosphate dehydrogenase (phosphorylating);     K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);Membrane trafficking [BR:ko04131]; Autophagy;  Chaperone mediated autophagy (CMA);   Selective cargos;    K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);Exosome [BR:ko04147]; Exosomal proteins;  Proteins found in most exosomes;   K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",COG: COG0057;GO: 0004365
bcn_bin_225,K04564,1.3328652277817512,-0.6664326138908757,TRUE,FALSE,FALSE,dry,#388ECC,-0.08486876846445636,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
DNA-1_bin_8,K00034,1.3441361824875189,-0.6720680912437592,TRUE,FALSE,FALSE,dry,#388ECC,-0.08225469345436993,comp1,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,NA,NA,glucose 1-dehydrogenase [EC:1.1.1.47],Pentose phosphate pathway;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism,beta-D-glucose:NAD+ 1-oxoreductase;beta-D-glucose:NADP+ 1-oxoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00030 Pentose phosphate pathway;    K00034  gdh; glucose 1-dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.47  glucose 1-dehydrogenase [NAD(P)+];     K00034  gdh; glucose 1-dehydrogenase,COG: COG1028;GO: 0047936
bcn_bin_151,K08483,1.3622915950807977,-0.6811457975403987,TRUE,FALSE,FALSE,dry,#388ECC,-0.08199141258733918,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9],Phosphotransferase system (PTS),NA,KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09131 Membrane transport;   02060 Phosphotransferase system (PTS);    K08483  ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I); 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K08483  ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I);Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.3  Phosphotransferases with a nitrogenous group as acceptor;    2.7.3.9  phosphoenolpyruvate---protein phosphotransferase;     K08483  ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I);Transporters [BR:ko02000]; Phosphotransferase system (PTS);  Enzyme I and HPr;   Enzyme I;    K08483  ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I),COG: COG1080;GO: 0008965;TC: 8.A.7.1
bcn_bin_177,K00527,1.359494001759366,-0.679747000879683,TRUE,FALSE,FALSE,dry,#388ECC,-0.07985992503523355,comp1,Bacteria,Actinomycetota,UBA4738,CADDZG01,WHSQ01,NA,NA,NA,NA,NA,NA,NA
bcn_bin_38_1,K00088,1.3515784140081617,-0.6757892070040806,TRUE,FALSE,FALSE,dry,#388ECC,-0.07943323654114473,comp1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,NA,NA,IMP dehydrogenase [EC:1.1.1.205],Purine metabolism;Drug metabolism - other enzymes;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism,IMP:NAD+ oxidoreductase;6-thioinosine 5'-monophosphate:NAD+ oxidoreductase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09104 Nucleotide metabolism;   00230 Purine metabolism;    K00088  IMPDH, guaB; IMP dehydrogenase;  09111 Xenobiotics biodegradation and metabolism;   00983 Drug metabolism - other enzymes;    K00088  IMPDH, guaB; IMP dehydrogenase; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   04147 Exosome;    K00088  IMPDH, guaB; IMP dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.205  IMP dehydrogenase;     K00088  IMPDH, guaB; IMP dehydrogenase;Exosome [BR:ko04147]; Exosomal proteins;  Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell);   K00088  IMPDH, guaB; IMP dehydrogenase;  Exosomal proteins of breast cancer cells;   K00088  IMPDH, guaB; IMP dehydrogenase",COG: COG0516 COG0517;GO: 0003938
DNA-8_bin_23_1,K00088,1.3147710702441102,-0.6573855351220552,TRUE,FALSE,FALSE,dry,#388ECC,-0.07837468823301655,comp1,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,IMP dehydrogenase [EC:1.1.1.205],Purine metabolism;Drug metabolism - other enzymes;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism,IMP:NAD+ oxidoreductase;6-thioinosine 5'-monophosphate:NAD+ oxidoreductase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09104 Nucleotide metabolism;   00230 Purine metabolism;    K00088  IMPDH, guaB; IMP dehydrogenase;  09111 Xenobiotics biodegradation and metabolism;   00983 Drug metabolism - other enzymes;    K00088  IMPDH, guaB; IMP dehydrogenase; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   04147 Exosome;    K00088  IMPDH, guaB; IMP dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.205  IMP dehydrogenase;     K00088  IMPDH, guaB; IMP dehydrogenase;Exosome [BR:ko04147]; Exosomal proteins;  Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell);   K00088  IMPDH, guaB; IMP dehydrogenase;  Exosomal proteins of breast cancer cells;   K00088  IMPDH, guaB; IMP dehydrogenase",COG: COG0516 COG0517;GO: 0003938
bco_bin_112,K04564,1.3658189250486643,-0.6829094625243322,TRUE,FALSE,FALSE,dry,#388ECC,-0.0754846488216373,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
bco_bin_150,K10553,-1.3164086798178956,0.6582043399089479,FALSE,TRUE,FALSE,wet,#F68B33,0.07447022612879563,comp1,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,NA,NA,fructose transport system permease protein,ABC transporters,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09131 Membrane transport;   02010 ABC transporters;    K10553  frcC; fructose transport system permease protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K10553  frcC; fructose transport system permease protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Saccharide, polyol, and lipid transporters;   Fructose transporter;    K10553  frcC; fructose transport system permease protein",COG: COG1172;TC: 3.A.1.2.7
DNA-4_bin_17,K00034,1.3247177612674816,-0.6623588806337406,TRUE,FALSE,FALSE,dry,#388ECC,-0.07074437639718693,comp1,Bacteria,Actinomycetota,"Unassigned Class 
of Actinomycetota",NA,NA,NA,NA,glucose 1-dehydrogenase [EC:1.1.1.47],Pentose phosphate pathway;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism,beta-D-glucose:NAD+ 1-oxoreductase;beta-D-glucose:NADP+ 1-oxoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00030 Pentose phosphate pathway;    K00034  gdh; glucose 1-dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.47  glucose 1-dehydrogenase [NAD(P)+];     K00034  gdh; glucose 1-dehydrogenase,COG: COG1028;GO: 0047936
bcn_bin_151,K00527,1.3648743800597078,-0.6824371900298539,TRUE,FALSE,FALSE,dry,#388ECC,-0.0668946980209003,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,NA,NA,NA,NA,NA
DNA-1-22_bin_3,K00955,1.3299499082294,-0.6649749541146999,TRUE,FALSE,FALSE,dry,#388ECC,-0.06602686217076587,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25],Purine metabolism;Monobactam biosynthesis;Selenocompound metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments,ATP:adenylylsulfate 3'-phosphotransferase;ATP:sulfate adenylyltransferase;ATP:adenylylsulfate 3'-phosphotransferase;ATP:selenate adenylyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00920 Sulfur metabolism;    K00955  cysNC; bifunctional enzyme CysN/CysC;  09104 Nucleotide metabolism;   00230 Purine metabolism;    K00955  cysNC; bifunctional enzyme CysN/CysC;  09106 Metabolism of other amino acids;   00450 Selenocompound metabolism;    K00955  cysNC; bifunctional enzyme CysN/CysC;  09110 Biosynthesis of other secondary metabolites;   00261 Monobactam biosynthesis;    K00955  cysNC; bifunctional enzyme CysN/CysC;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.1  Phosphotransferases with an alcohol group as acceptor;    2.7.1.25  adenylyl-sulfate kinase;     K00955  cysNC; bifunctional enzyme CysN/CysC;   2.7.7  Nucleotidyltransferases;    2.7.7.4  sulfate adenylyltransferase;     K00955  cysNC; bifunctional enzyme CysN/CysC,COG: COG2895 COG0529;GO: 0004781 0004020
bcn_bin_267,K00626,1.349082474357177,-0.6745412371785886,TRUE,FALSE,FALSE,dry,#388ECC,-0.06489448058406176,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_D,NA,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],"Fatty acid degradation;Valine, leucine and isoleucine degradation;Lysine degradation;Benzoate degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Fatty acid metabolism;Two-component system;Fat digestion and absorption",acetyl-CoA:acetyl-CoA C-acetyltransferase;butanoyl-CoA:acetyl-CoA C-butanoyltransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00630 Glyoxylate and dicarboxylate metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00650 Butanoate metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09102 Energy metabolism;   00720 Carbon fixation pathways in prokaryotes;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09103 Lipid metabolism;   00071 Fatty acid degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09105 Amino acid metabolism;   00280 Valine, leucine and isoleucine degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00310 Lysine degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;   00380 Tryptophan metabolism;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09109 Metabolism of terpenoids and polyketides;   00900 Terpenoid backbone biosynthesis;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;  09111 Xenobiotics biodegradation and metabolism;   00362 Benzoate degradation;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase; 09150 Organismal Systems;  09154 Digestive system;   04975 Fat digestion and absorption;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   04147 Exosome;    K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.3  Acyltransferases;   2.3.1  Transferring groups other than aminoacyl groups;    2.3.1.9  acetyl-CoA C-acetyltransferase;     K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase;Exosome [BR:ko04147]; Exosomal proteins;  Exosomal proteins of other body fluids (saliva and urine);   K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase",COG: COG0183;GO: 0003985
bco_bin_55_1,K04564,1.3565974172460369,-0.6782987086230184,TRUE,FALSE,FALSE,dry,#388ECC,-0.06332506522974674,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
bcn_bin_51,K03704,-1.3595980374683905,0.6797990187341952,FALSE,TRUE,FALSE,wet,#F68B33,0.06263142595966731,comp1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA,cold shock protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09192 Unclassified: genetic information processing;   99973 Transcription;    K03704  cspA; cold shock protein,COG: COG1278
