FeatureID,dry,wet,Contrib.dry,Contrib.wet,Contrib,GroupContrib,color,importance,component
FT_0.981_158.96409,-0.5531707873127513,0.2765853936563737,FALSE,TRUE,FALSE,wet,#F68B33,9.387836582248339e-4,comp1
FT_14.624_313.12824,0.5970773509941182,-0.2985386754970582,TRUE,FALSE,FALSE,dry,#388ECC,-9.140123519264804e-4,comp1
DNA-1_bin_24_1__K00088,1.369048635889347,-0.6845243179446736,TRUE,FALSE,FALSE,dry,#388ECC,-0.2536909567989855,comp1
DNA-4_bin_17__K00088,1.351257694293309,-0.6756288471466545,TRUE,FALSE,FALSE,dry,#388ECC,-0.22792079307988422,comp1
bcn_bin_97__K02669,-1.3621243768298599,0.6810621884149298,FALSE,TRUE,FALSE,wet,#F68B33,0.22408673682117883,comp1
bcn_bin_51__K11927,-1.347732256740886,0.6738661283704428,FALSE,TRUE,FALSE,wet,#F68B33,0.2190903500223491,comp1
bcn_bin_19__K04564,1.3615267678085055,-0.6807633839042526,TRUE,FALSE,FALSE,dry,#388ECC,-0.21758789748195234,comp1
DNA-1_bin_54__K00645,1.3054254708989945,-0.65271273544949715,TRUE,FALSE,FALSE,dry,#388ECC,-0.21632515391634688,comp1
bcn_bin_19__K00527,1.3463431508620838,-0.6731715754310419,TRUE,FALSE,FALSE,dry,#388ECC,-0.21549530226180486,comp1
DNA-8_bin_23_1__K06881,1.3190605175804586,-0.6595302587902293,TRUE,FALSE,FALSE,dry,#388ECC,-0.20470221529560131,comp1
bcn_bin_280__K00527,1.3451572011895023,-0.6725786005947512,TRUE,FALSE,FALSE,dry,#388ECC,-0.20260401585263885,comp1
DNA-1_bin_54__K04564,1.3351148189818762,-0.6675574094909379,TRUE,FALSE,FALSE,dry,#388ECC,-0.19442602071467763,comp1
bcn_bin_35__K14393,1.342176496661967,-0.6710882483309835,TRUE,FALSE,FALSE,dry,#388ECC,-0.17929400484516872,comp1
DNA-1_bin_39_1__K02283,-1.3657829878468835,0.6828914939234417,FALSE,TRUE,FALSE,wet,#F68B33,0.1772796828646949,comp1
bco_bin_193__K02871,-1.3550826599550414,0.6775413299775208,FALSE,TRUE,FALSE,wet,#F68B33,0.16093669017638582,comp1
bco_bin_193__K06207,-1.3541497217093705,0.6770748608546853,FALSE,TRUE,FALSE,wet,#F68B33,0.15337308555158974,comp1
DNA-1-22_bin_3__K23262,1.336613805006706,-0.668306902503353,TRUE,FALSE,FALSE,dry,#388ECC,-0.1458008349901514,comp1
bco_bin_136__K00088,1.3496054992338384,-0.6748027496169194,TRUE,FALSE,FALSE,dry,#388ECC,-0.14451269006528894,comp1
DNA-6_bin_5_1__K23262,1.3144984222668283,-0.6572492111334141,TRUE,FALSE,FALSE,dry,#388ECC,-0.1400592087603929,comp1
DNA-6_bin_31_1__K16710,1.2880203925933398,-0.6440101962966699,TRUE,FALSE,FALSE,dry,#388ECC,-0.13851923615785083,comp1
bcn_bin_29_1__K00527,1.346614662703522,-0.673307331351761,TRUE,FALSE,FALSE,dry,#388ECC,-0.13781624332789255,comp1
bco_bin_115__K00034,1.350973742145471,-0.6754868710727355,TRUE,FALSE,FALSE,dry,#388ECC,-0.13004623771779664,comp1
bco_bin_3__K00527,1.3599500134871632,-0.6799750067435816,TRUE,FALSE,FALSE,dry,#388ECC,-0.1298988933277757,comp1
bco_bin_199__K04564,1.346701901691398,-0.673350950845699,TRUE,FALSE,FALSE,dry,#388ECC,-0.12817201866948502,comp1
bcn_bin_43__K07636,-1.321105254362158,0.6605526271810789,FALSE,TRUE,FALSE,wet,#F68B33,0.11976892542228025,comp1
bcn_bin_156_1__K11927,-1.3481725516500458,0.6740862758250231,FALSE,TRUE,FALSE,wet,#F68B33,0.11937204727129655,comp1
bcn_bin_97__K02650,-1.3372230493020199,0.6686115246510098,FALSE,TRUE,FALSE,wet,#F68B33,0.11540417214670456,comp1
bcn_bin_14_1__K04564,1.358159963204214,-0.6790799816021069,TRUE,FALSE,FALSE,dry,#388ECC,-0.11514483437421193,comp1
DNA-1_bin_54__K14393,1.312450357221853,-0.6562251786109267,TRUE,FALSE,FALSE,dry,#388ECC,-0.11089089430332945,comp1
DNA-6_bin_31_1__K04065,1.2632539110444787,-0.6316269555222394,TRUE,FALSE,FALSE,dry,#388ECC,-0.10623269158460552,comp1
bco_bin_201_1__K04564,1.3494127080004086,-0.6747063540002042,TRUE,FALSE,FALSE,dry,#388ECC,-0.0997636742771289,comp1
bco_bin_201_1__K07093,1.291902835243553,-0.6459514176217764,TRUE,FALSE,FALSE,dry,#388ECC,-0.09838081753262037,comp1
bcn_bin_97__K02653,-1.3348840706940828,0.6674420353470414,FALSE,TRUE,FALSE,wet,#F68B33,0.08885408358469765,comp1
bcn_bin_174_1__K01895,1.3496462639730347,-0.6748231319865172,TRUE,FALSE,FALSE,dry,#388ECC,-0.08860210032866599,comp1
bcn_bin_267__K00134,1.351601027789957,-0.6758005138949786,TRUE,FALSE,FALSE,dry,#388ECC,-0.08703819423605504,comp1
bcn_bin_225__K04564,1.3328652277817512,-0.6664326138908757,TRUE,FALSE,FALSE,dry,#388ECC,-0.08486876846445636,comp1
DNA-1_bin_8__K00034,1.3441361824875189,-0.6720680912437592,TRUE,FALSE,FALSE,dry,#388ECC,-0.08225469345436993,comp1
bcn_bin_151__K08483,1.3622915950807977,-0.6811457975403987,TRUE,FALSE,FALSE,dry,#388ECC,-0.08199141258733918,comp1
bcn_bin_177__K00527,1.359494001759366,-0.679747000879683,TRUE,FALSE,FALSE,dry,#388ECC,-0.07985992503523355,comp1
bcn_bin_38_1__K00088,1.3515784140081615,-0.6757892070040806,TRUE,FALSE,FALSE,dry,#388ECC,-0.07943323654114473,comp1
DNA-8_bin_23_1__K00088,1.3147710702441102,-0.6573855351220552,TRUE,FALSE,FALSE,dry,#388ECC,-0.07837468823301655,comp1
bco_bin_112__K04564,1.3658189250486643,-0.6829094625243322,TRUE,FALSE,FALSE,dry,#388ECC,-0.0754846488216373,comp1
bco_bin_150__K10553,-1.3164086798178956,0.6582043399089479,FALSE,TRUE,FALSE,wet,#F68B33,0.07447022612879563,comp1
DNA-4_bin_17__K00034,1.3247177612674816,-0.6623588806337406,TRUE,FALSE,FALSE,dry,#388ECC,-0.07074437639718693,comp1
bcn_bin_151__K00527,1.3648743800597078,-0.6824371900298539,TRUE,FALSE,FALSE,dry,#388ECC,-0.0668946980209003,comp1
DNA-1-22_bin_3__K00955,1.3299499082294,-0.6649749541146999,TRUE,FALSE,FALSE,dry,#388ECC,-0.06602686217076587,comp1
bcn_bin_267__K00626,1.349082474357177,-0.6745412371785886,TRUE,FALSE,FALSE,dry,#388ECC,-0.06489448058406176,comp1
bco_bin_55_1__K04564,1.3565974172460369,-0.6782987086230184,TRUE,FALSE,FALSE,dry,#388ECC,-0.06332506522974674,comp1
bcn_bin_51__K03704,-1.3595980374683905,0.6797990187341952,FALSE,TRUE,FALSE,wet,#F68B33,0.06263142595966731,comp1
bcn_bin_151__K00626,1.3433787843584855,-0.6716893921792425,TRUE,FALSE,FALSE,dry,#388ECC,-0.06205982325509922,comp1
DNA-1_bin_39_1__K06197,1.325604606458245,-0.6628023032291226,TRUE,FALSE,FALSE,dry,#388ECC,-0.06120214530944789,comp1
bco_bin_153__K04065,1.3432359754406793,-0.6716179877203398,TRUE,FALSE,FALSE,dry,#388ECC,-0.059547020377515976,comp1
DNA-1_bin_50__K07736,-1.3115888284777535,0.6557944142388771,FALSE,TRUE,FALSE,wet,#F68B33,0.05780202775642418,comp1
bcn_bin_151__K04065,1.3596180718543969,-0.6798090359271983,TRUE,FALSE,FALSE,dry,#388ECC,-0.055859421441286514,comp1
bcn_bin_38_1__K00034,1.3339714035580454,-0.6669857017790227,TRUE,FALSE,FALSE,dry,#388ECC,-0.05383859410613333,comp1
bcn_bin_30__K07636,-1.3504017677010423,0.675200883850521,FALSE,TRUE,FALSE,wet,#F68B33,0.0509395104709052,comp1
bcn_bin_174_1__K13587,1.3307998755559125,-0.6653999377779563,TRUE,FALSE,FALSE,dry,#388ECC,-0.049414108975071855,comp1
bco_bin_201_1__K07058,1.2453104998155144,-0.6226552499077571,TRUE,FALSE,FALSE,dry,#388ECC,-0.048913554944400424,comp1
bco_bin_193__K02992,-1.3435949822141198,0.6717974911070598,FALSE,TRUE,FALSE,wet,#F68B33,0.047525874717904176,comp1
DNA-1-22_bin_3__K02078,1.3392054590362263,-0.6696027295181134,TRUE,FALSE,FALSE,dry,#388ECC,-0.04745702388593226,comp1
DNA-4_bin_12_1__K00156,1.3089238440978777,-0.6544619220489387,TRUE,FALSE,FALSE,dry,#388ECC,-0.046774431141128635,comp1
bco_bin_112__K02669,-1.2845251550471388,0.6422625775235692,FALSE,TRUE,FALSE,wet,#F68B33,0.04640285542329013,comp1
bcn_bin_21_1__K13993,1.3225743670313237,-0.6612871835156617,TRUE,FALSE,FALSE,dry,#388ECC,-0.046326363443334614,comp1
DNA-4_bin_14_1__K00367,1.3041349597185108,-0.6520674798592554,TRUE,FALSE,FALSE,dry,#388ECC,-0.04155981917141101,comp1
DNA-1_bin_13_1__K02283,-1.3060622138110103,0.6530311069055054,FALSE,TRUE,FALSE,wet,#F68B33,0.040265560801820977,comp1
DNA-1-22_bin_3__K00059,1.318732099236623,-0.6593660496183112,TRUE,FALSE,FALSE,dry,#388ECC,-0.036906679783803714,comp1
DNA-1-22_bin_3__K03090,1.3278607615848323,-0.6639303807924162,TRUE,FALSE,FALSE,dry,#388ECC,-0.03611121972572253,comp1
bcn_bin_257_1__K02004,-1.346200030872,0.673100015436,FALSE,TRUE,FALSE,wet,#F68B33,0.03559673714512541,comp1
bcn_bin_156_1__K00939,-1.3157683637295503,0.6578841818647748,FALSE,TRUE,FALSE,wet,#F68B33,0.03489470744393948,comp1
bcn_bin_124__K00527,1.3407276252702993,-0.6703638126351498,TRUE,FALSE,FALSE,dry,#388ECC,-0.03405973337583673,comp1
bcn_bin_225__K01895,1.3459354869213913,-0.6729677434606957,TRUE,FALSE,FALSE,dry,#388ECC,-0.032569555331513934,comp1
bcn_bin_59__K13993,1.3304861062673672,-0.6652430531336835,TRUE,FALSE,FALSE,dry,#388ECC,-0.03203018075926467,comp1
DNA-1_bin_52_1__K04564,1.3483500995602289,-0.6741750497801144,TRUE,FALSE,FALSE,dry,#388ECC,-0.02999475144903591,comp1
bcn_bin_280__K14393,1.3151074096198212,-0.6575537048099105,TRUE,FALSE,FALSE,dry,#388ECC,-0.02954769996593174,comp1
bco_bin_153__K03821,1.360689374954569,-0.6803446874772843,TRUE,FALSE,FALSE,dry,#388ECC,-0.029161421121540437,comp1
bcn_bin_38_1__K15510,1.320395657801097,-0.6601978289005486,TRUE,FALSE,FALSE,dry,#388ECC,-0.028758192489964546,comp1
bcn_bin_151__K00615,1.3529899945865056,-0.6764949972932528,TRUE,FALSE,FALSE,dry,#388ECC,-0.02869457599501102,comp1
bcn_bin_267__K09165,1.3477571204664056,-0.6738785602332028,TRUE,FALSE,FALSE,dry,#388ECC,-0.028163634764161675,comp1
bcn_bin_174_1__K00527,1.3415751773199895,-0.6707875886599947,TRUE,FALSE,FALSE,dry,#388ECC,-0.027524445446804012,comp1
bco_bin_193__K03628,-1.3478568082871523,0.6739284041435762,FALSE,TRUE,FALSE,wet,#F68B33,0.027351907708824154,comp1
bcn_bin_238_1__K04564,1.3332082882101324,-0.6666041441050662,TRUE,FALSE,FALSE,dry,#388ECC,-0.026073074024036646,comp1
bcn_bin_9_1__K04564,1.34417949784632,-0.67208974892316,TRUE,FALSE,FALSE,dry,#388ECC,-0.025651605847140498,comp1
DNA-1_bin_22_1__K23262,1.333698392998397,-0.6668491964991985,TRUE,FALSE,FALSE,dry,#388ECC,-0.025465889218957732,comp1
bcn_bin_72__K03594,1.307532839416414,-0.6537664197082071,TRUE,FALSE,FALSE,dry,#388ECC,-0.02298803950851745,comp1
bco_bin_115__K00648,1.3238474537639906,-0.6619237268819952,TRUE,FALSE,FALSE,dry,#388ECC,-0.022740234350136116,comp1
bcn_bin_97__K02652,-1.2934498075943457,0.6467249037971728,FALSE,TRUE,FALSE,wet,#F68B33,0.02154721019983594,comp1
bcn_bin_51__K02871,-1.3125290631484239,0.656264531574212,FALSE,TRUE,FALSE,wet,#F68B33,0.01883486052872265,comp1
DNA-1_bin_54__K03090,1.261747377218875,-0.6308736886094375,TRUE,FALSE,FALSE,dry,#388ECC,-0.016953271082149033,comp1
bcn_bin_97__K02406,-1.299452879947544,0.649726439973772,FALSE,TRUE,FALSE,wet,#F68B33,0.013274823317391306,comp1
bco_bin_201_1__K00612,1.3368454935824308,-0.6684227467912154,TRUE,FALSE,FALSE,dry,#388ECC,-0.013044855355335162,comp1
bco_bin_118__K00088,1.2877299404138303,-0.643864970206915,TRUE,FALSE,FALSE,dry,#388ECC,-0.012366419782622255,comp1
bco_bin_115__K04564,1.3352953452185239,-0.6676476726092619,TRUE,FALSE,FALSE,dry,#388ECC,-0.011900592444891002,comp1
DNA-4_bin_14_1__K22373,1.3432627365840026,-0.6716313682920012,TRUE,FALSE,FALSE,dry,#388ECC,-0.01154112197190539,comp1
DNA-1_bin_13_1__K12510,-1.2902674698532748,0.6451337349266375,FALSE,TRUE,FALSE,wet,#F68B33,0.011402811433704148,comp1
bco_bin_26__K04564,1.345078138175025,-0.6725390690875125,TRUE,FALSE,FALSE,dry,#388ECC,-0.011339130091023763,comp1
DNA-1-22_bin_2__K04062,1.2818949197008,-0.6409474598504002,TRUE,FALSE,FALSE,dry,#388ECC,-0.005934295264424022,comp1
bco_bin_201_1__K00527,1.3390175987245865,-0.6695087993622932,TRUE,FALSE,FALSE,dry,#388ECC,-0.005697566286654106,comp1
bcn_bin_10__K00615,1.3155547946058208,-0.6577773973029104,TRUE,FALSE,FALSE,dry,#388ECC,-0.004129567574018073,comp1
DNA-1-22_bin_3__K06197,1.363963152834405,-0.6819815764172025,TRUE,FALSE,FALSE,dry,#388ECC,-0.004024683614343125,comp1
bco_bin_115__K00645,1.3010525685146628,-0.6505262842573314,TRUE,FALSE,FALSE,dry,#388ECC,-0.0035795724192163878,comp1
DNA-6_bin_10_1__K00156,1.333641183670113,-0.6668205918350565,TRUE,FALSE,FALSE,dry,#388ECC,-0.0024546514409720596,comp1
bcn_bin_256_1__K07217,1.32836583309469,-0.664182916547345,TRUE,FALSE,FALSE,dry,#388ECC,-9.16155326661735e-4,comp1
FT_1.215_464.10688,0.36591849507056645,-0.1829592475352848,TRUE,FALSE,FALSE,dry,#388ECC,-0.19206608958264057,comp2
FT_6.552_290.08599,-0.22762550928107217,0.11381275464053461,FALSE,TRUE,FALSE,wet,#F68B33,-0.18784461627739474,comp2
FT_6.598_275.07509,-0.3172408812907667,0.15862044064538217,FALSE,TRUE,FALSE,wet,#F68B33,-0.1817881089327087,comp2
FT_6.150_174.14886,-0.3294089829914842,0.16470449149574085,FALSE,TRUE,FALSE,wet,#F68B33,-0.17729039172619926,comp2
FT_1.809_232.12923,-0.3130066810657882,0.15650334053289292,FALSE,TRUE,FALSE,wet,#F68B33,-0.17617600507745962,comp2
FT_1.388_286.11329,0.4566526657427574,-0.22832633287137918,TRUE,FALSE,FALSE,dry,#388ECC,-0.1723836021435536,comp2
FT_1.257_324.16538,-0.313784301772642,0.15689215088632164,FALSE,TRUE,FALSE,wet,#F68B33,-0.16434664902005922,comp2
FT_6.554_152.05670,-0.12620909064265734,0.06310454532132712,FALSE,TRUE,FALSE,wet,#F68B33,-0.16339705010267477,comp2
FT_14.703_251.09138,0.1377412681849773,-0.06887063409249221,TRUE,FALSE,FALSE,dry,#388ECC,0.15642141190552783,comp2
FT_13.836_283.08127,-0.016022091532730393,0.00801104576636633,FALSE,TRUE,FALSE,wet,#F68B33,0.15557730209901136,comp2
FT_14.703_211.06009,0.0430580820490458,-0.02152904102452478,TRUE,FALSE,FALSE,dry,#388ECC,0.147440223241666,comp2
FT_7.344_265.07950,-0.09132837752493356,0.04566418876246854,FALSE,TRUE,FALSE,wet,#F68B33,-0.14512291686987755,comp2
FT_7.344_127.05016,-0.219731289453427,0.10986564472671018,FALSE,TRUE,FALSE,wet,#F68B33,-0.14205073605004886,comp2
FT_6.596_137.04577,-0.18805989045581722,0.09402994522791154,FALSE,TRUE,FALSE,wet,#F68B33,-0.13704748789412102,comp2
FT_1.396_196.10019,0.49147498250086064,-0.24573749125042724,TRUE,FALSE,FALSE,dry,#388ECC,-0.13239510003591212,comp2
FT_15.305_311.16421,-0.35334534405459583,0.17667267202729683,FALSE,TRUE,FALSE,wet,#F68B33,0.13115898251326752,comp2
FT_19.230_235.09647,-0.327251822159264,0.1636259110796272,FALSE,TRUE,FALSE,wet,#F68B33,0.13057309608717563,comp2
FT_1.387_291.06866,-0.2251142030755094,0.1125571015377547,FALSE,TRUE,FALSE,wet,#F68B33,-0.12799475459794768,comp2
FT_1.097_208.11789,0.5990083440353233,-0.29950417201766094,TRUE,FALSE,FALSE,dry,#388ECC,-0.12496345444329243,comp2
FT_13.836_197.04447,0.20029532575697792,-0.10014766287849285,TRUE,FALSE,FALSE,dry,#388ECC,0.12330067357854557,comp2
FT_13.284_297.09689,0.3011720165813438,-0.15058600829067084,TRUE,FALSE,FALSE,dry,#388ECC,0.12312569053009245,comp2
FT_14.925_311.16420,-0.2938344809049918,0.14691724045249538,FALSE,TRUE,FALSE,wet,#F68B33,0.1226872980267884,comp2
FT_19.589_237.22128,-0.1924970386843848,0.0962485193421956,FALSE,TRUE,FALSE,wet,#F68B33,0.12057716942872783,comp2
FT_15.510_313.17987,-0.38433382924759935,0.1921669146238003,FALSE,TRUE,FALSE,wet,#F68B33,0.11888911415431092,comp2
FT_13.279_195.02880,0.38169072774666557,-0.19084536387333462,TRUE,FALSE,FALSE,dry,#388ECC,0.11888859081924925,comp2
FT_13.986_251.09140,0.25019957122959996,-0.12509978561480223,TRUE,FALSE,FALSE,dry,#388ECC,0.11599569533272736,comp2
FT_1.210_275.19660,0.39737811794353073,-0.1986890589717635,TRUE,FALSE,FALSE,dry,#388ECC,-0.11593334907900237,comp2
FT_14.703_225.07574,0.15103701624248125,-0.07551850812124063,TRUE,FALSE,FALSE,dry,#388ECC,0.11518844577611366,comp2
FT_1.390_163.06023,0.17503821830942237,-0.08751910915470955,TRUE,FALSE,FALSE,dry,#388ECC,-0.11450747795382414,comp2
FT_6.199_252.10911,-0.16249583164333015,0.08124791582166463,FALSE,TRUE,FALSE,wet,#F68B33,-0.109089012163362,comp2
FT_2.484_112.05050,-0.42683477687322274,0.21341738843661173,FALSE,TRUE,FALSE,wet,#F68B33,-0.10567954931034156,comp2
FT_1.224_363.16189,-0.05402211274546262,0.02701105637272811,FALSE,TRUE,FALSE,wet,#F68B33,-0.10362521975819876,comp2
FT_16.077_251.09138,-0.3009420955630294,0.15047104778151107,FALSE,TRUE,FALSE,wet,#F68B33,0.1030376309832646,comp2
FT_1.147_168.06892,-0.18883696773964706,0.09441848386982314,FALSE,TRUE,FALSE,wet,#F68B33,-0.10246965931232269,comp2
FT_8.403_205.09712,-0.678637598951185,0.339318799475595,FALSE,TRUE,FALSE,wet,#F68B33,-0.10082683023542323,comp2
FT_1.217_285.18429,-0.03223717298914004,0.01611858649457224,FALSE,TRUE,FALSE,wet,#F68B33,-0.10069761213264339,comp2
FT_15.679_251.16414,0.011651489035652973,-0.005825744517824839,TRUE,FALSE,FALSE,dry,#388ECC,0.10021785927673181,comp2
FT_1.147_335.13059,0.17946803767941877,-0.08973401883971122,TRUE,FALSE,FALSE,dry,#388ECC,-0.09757941860935564,comp2
FT_1.177_271.16864,0.15080422066565943,-0.07540211033282836,TRUE,FALSE,FALSE,dry,#388ECC,-0.09478935499913431,comp2
FT_1.236_106.04984,0.453959576164785,-0.22697978808239336,TRUE,FALSE,FALSE,dry,#388ECC,-0.09326846749318488,comp2
FT_1.892_146.09241,-0.35639271375691084,0.17819635687845437,FALSE,TRUE,FALSE,wet,#F68B33,-0.08617345240142114,comp2
FT_13.285_211.06008,0.28570258902171813,-0.14285129451085746,TRUE,FALSE,FALSE,dry,#388ECC,0.08493633959540575,comp2
FT_14.508_265.10707,0.21776577507599604,-0.10888288753799298,TRUE,FALSE,FALSE,dry,#388ECC,0.08395983089583048,comp2
FT_13.482_269.10199,-0.07051639919248669,0.03525819959624206,FALSE,TRUE,FALSE,wet,#F68B33,0.08111380081417513,comp2
FT_1.359_198.07952,0.5601046533400049,-0.28005232667000596,TRUE,FALSE,FALSE,dry,#388ECC,-0.0789567492497673,comp2
FT_2.484_455.18861,-0.2108403219184888,0.10542016095924475,FALSE,TRUE,FALSE,wet,#F68B33,-0.07871716871211992,comp2
FT_1.189_104.10691,0.17658388692005408,-0.08829194346002556,TRUE,FALSE,FALSE,dry,#388ECC,-0.07848667004347273,comp2
FT_8.244_181.04702,-0.2691118306090667,0.13455591530452546,FALSE,TRUE,FALSE,wet,#F68B33,0.07730592765644312,comp2
FT_16.080_209.08083,0.40653241995526596,-0.2032662099776324,TRUE,FALSE,FALSE,dry,#388ECC,0.07638676870399216,comp2
FT_2.382_126.05492,0.9199506311027561,-0.45997531555137805,TRUE,FALSE,FALSE,dry,#388ECC,-0.07590640788612059,comp2
FT_2.486_250.07981,-0.48807794131228605,0.24403897065614222,FALSE,TRUE,FALSE,wet,#F68B33,-0.07527675945882265,comp2
FT_1.188_287.16354,0.17831018221952147,-0.08915509110976338,TRUE,FALSE,FALSE,dry,#388ECC,-0.07428564499854466,comp2
FT_3.022_160.13323,-0.1732526599064213,0.08662632995321098,FALSE,TRUE,FALSE,wet,#F68B33,-0.07407308869375759,comp2
FT_12.162_209.08087,-0.12794116162400837,0.06397058081200649,FALSE,TRUE,FALSE,wet,#F68B33,0.07403012868970886,comp2
FT_1.826_199.14414,-0.893782682634551,0.4468913413172758,FALSE,TRUE,FALSE,wet,#F68B33,-0.07206160163942264,comp2
FT_14.168_341.12328,0.2918428947138306,-0.14592144735691331,TRUE,FALSE,FALSE,dry,#388ECC,0.06996546638885849,comp2
FT_12.148_227.08895,-0.22982125588608185,0.11491062794304262,FALSE,TRUE,FALSE,wet,#F68B33,0.06945440857812897,comp2
FT_13.279_253.07065,0.5196533785070344,-0.2598266892535136,TRUE,FALSE,FALSE,dry,#388ECC,0.06857144309039905,comp2
FT_11.998_324.14413,-0.4585978590923718,0.22929892954618508,FALSE,TRUE,FALSE,wet,#F68B33,-0.06851333384789442,comp2
FT_15.134_253.10704,-0.35179213816488103,0.1758960690824425,FALSE,TRUE,FALSE,wet,#F68B33,0.06759580974716888,comp2
FT_11.157_241.07067,0.4540127135353586,-0.22700635676768122,TRUE,FALSE,FALSE,dry,#388ECC,0.06702922099244918,comp2
FT_1.141_287.12717,-0.7050583325005998,0.3525291662503015,FALSE,TRUE,FALSE,wet,#F68B33,-0.06620698001756808,comp2
FT_12.343_165.05466,0.09033046358768691,-0.04516523179384191,TRUE,FALSE,FALSE,dry,#388ECC,0.06494788778057795,comp2
FT_14.729_283.11759,-0.10753681984749365,0.05376840992375168,FALSE,TRUE,FALSE,wet,#F68B33,0.0646598033646775,comp2
FT_5.996_509.14786,-1.0546067764160252,0.5273033882080106,FALSE,TRUE,FALSE,wet,#F68B33,-0.06430932320931208,comp2
FT_18.358_534.30638,0.5556518700134468,-0.2778259350067217,TRUE,FALSE,FALSE,dry,#388ECC,0.06340273188565118,comp2
FT_7.703_266.12479,-0.8501074269277054,0.42505371346385595,FALSE,TRUE,FALSE,wet,#F68B33,-0.06313922987323964,comp2
FT_16.186_227.10660,-0.021910811436101168,0.01095540571805152,FALSE,TRUE,FALSE,wet,#F68B33,0.06309507162250566,comp2
FT_14.624_313.12824,0.5970773509941182,-0.2985386754970582,TRUE,FALSE,FALSE,dry,#388ECC,0.062276731172561266,comp2
FT_9.801_171.10161,-0.4443067671352514,0.22215338356762895,FALSE,TRUE,FALSE,wet,#F68B33,0.06202299321562585,comp2
FT_1.202_166.05326,-1.0086553294712732,0.5043276647356371,FALSE,TRUE,FALSE,wet,#F68B33,-0.06189491972299435,comp2
FT_2.389_124.03927,-0.547192708969033,0.2735963544845183,FALSE,TRUE,FALSE,wet,#F68B33,-0.060407746001615616,comp2
FT_1.257_278.08058,-0.9050041268627375,0.45250206343137195,FALSE,TRUE,FALSE,wet,#F68B33,-0.05957845730513302,comp2
FT_11.793_209.08088,-0.08743399445347455,0.04371699722672658,FALSE,TRUE,FALSE,wet,#F68B33,0.058639958937104573,comp2
FT_12.342_223.09646,0.023358893322077183,-0.011679446661038144,TRUE,FALSE,FALSE,dry,#388ECC,0.058198145855668654,comp2
FT_1.040_257.17208,-0.11403478791462958,0.05701739395731388,FALSE,TRUE,FALSE,wet,#F68B33,-0.058094591270023865,comp2
FT_1.190_536.21888,0.9451275457404678,-0.47256377287023504,TRUE,FALSE,FALSE,dry,#388ECC,-0.05770196213884297,comp2
FT_11.963_207.09907,-0.22885355221519008,0.11442677610760293,FALSE,TRUE,FALSE,wet,#F68B33,0.056967081481295215,comp2
FT_10.944_159.10159,-0.24262848809404455,0.12131424404702522,FALSE,TRUE,FALSE,wet,#F68B33,0.05634937197873661,comp2
FT_11.447_324.14417,-0.6028442742868181,0.30142213714340954,FALSE,TRUE,FALSE,wet,#F68B33,-0.05488970634307767,comp2
FT_9.172_282.09721,-0.633428057072416,0.3167140285362074,FALSE,TRUE,FALSE,wet,#F68B33,-0.05285287684468115,comp2
FT_1.080_106.04983,-0.9779836746959547,0.48899183734798,FALSE,TRUE,FALSE,wet,#F68B33,-0.05064106845389505,comp2
FT_16.338_219.10158,0.2055830309355937,-0.10279151546779622,TRUE,FALSE,FALSE,dry,#388ECC,0.049015802561159096,comp2
FT_12.613_267.15909,0.08629424983748739,-0.043147124918743715,TRUE,FALSE,FALSE,dry,#388ECC,0.048613915024825594,comp2
FT_14.531_253.17983,-0.13585264184345405,0.06792632092172078,FALSE,TRUE,FALSE,wet,#F68B33,0.04833815724883662,comp2
FT_11.232_283.11759,0.42739343742541525,-0.2136967187127059,TRUE,FALSE,FALSE,dry,#388ECC,0.04820789704763485,comp2
FT_1.414_325.11299,0.56615420351559,-0.28307710175779494,TRUE,FALSE,FALSE,dry,#388ECC,-0.04732303067912532,comp2
FT_2.389_184.05804,0.7132063927641157,-0.35660319638206195,TRUE,FALSE,FALSE,dry,#388ECC,-0.046175263259337206,comp2
FT_15.037_235.09648,0.057633378940142664,-0.02881668947007649,TRUE,FALSE,FALSE,dry,#388ECC,0.04548917467931623,comp2
FT_3.668_182.08119,-0.6998760424148016,0.34993802120740203,FALSE,TRUE,FALSE,wet,#F68B33,-0.04531101449989241,comp2
FT_1.420_246.14481,0.7487900366803182,-0.3743950183401611,TRUE,FALSE,FALSE,dry,#388ECC,-0.044988229044016365,comp2
FT_13.290_167.03389,0.5801976262063933,-0.29009881310319285,TRUE,FALSE,FALSE,dry,#388ECC,0.04426097766756603,comp2
FT_10.254_310.12853,-0.6528091822377053,0.3264045911188517,FALSE,TRUE,FALSE,wet,#F68B33,-0.04411275947166754,comp2
FT_1.229_182.08459,-0.12773120549089934,0.06386560274544431,FALSE,TRUE,FALSE,wet,#F68B33,-0.04393039554177845,comp2
FT_12.822_267.08631,0.40172460546914646,-0.20086230273457384,TRUE,FALSE,FALSE,dry,#388ECC,0.04391087509192118,comp2
FT_12.554_121.10112,0.31679373597678134,-0.1583968679883879,TRUE,FALSE,FALSE,dry,#388ECC,0.04340820657366462,comp2
FT_1.242_452.13762,0.19627249428401927,-0.09813624714200808,TRUE,FALSE,FALSE,dry,#388ECC,-0.0428971063493807,comp2
FT_2.188_150.05834,-0.6877698382257351,0.34388491911286967,FALSE,TRUE,FALSE,wet,#F68B33,-0.04235820274106769,comp2
