FeatureID,Formula_CD,Potential_fragment,Formula_sirius,Formula_cmmrt,zscore_cmmrt,name_cmmrt,cd_vs_sirius,cd_vs_cmmrt,cmmrt_vs_sirius,Notes_name,Sirius_structure_percentage,use_Sirius_class,Final_name,Keep_formula,Final_annotation_comment
FT_1.182_331.11710,C11 H18 N6 O4 S,NA,C14 H14 N6 O4,C18 H18 O6,2.6784549,"4-Hydroxy-2,3,9-trimethoxypterocarpan",FALSE,FALSE,FALSE,na,na,na,no name,C11 H18 N6 O4 S,L4.3
FT_1.182_331.11710,C11 H18 N6 O4 S,NA,C14 H14 N6 O4,C18 H18 O6,2.6653485,NA,FALSE,FALSE,FALSE,na,na,na,no name,C11 H18 N6 O4 S,L4.3
FT_1.187_229.12164,C9 H17 N4 O P,NA,NA,C15 H16 O2,2.686627,4-(3-Hydroxy-3-phenylpropyl)phenol,FALSE,FALSE,FALSE,na,na,na,4-(3-Hydroxy-3-phenylpropyl)phenol,C15 H16 O2,L3.3
FT_1.187_229.12164,C9 H17 N4 O P,NA,NA,C15 H16 O2,2.6734695,"4,4'-Propane-1,1-diyldiphenol",FALSE,FALSE,FALSE,na,na,na,4-(3-Hydroxy-3-phenylpropyl)phenol,C15 H16 O2,L3.3
FT_1.187_229.12164,C9 H17 N4 O P,NA,NA,C15 H16 O2,2.6246486,Bisphenol A,FALSE,FALSE,FALSE,na,na,na,4-(3-Hydroxy-3-phenylpropyl)phenol,C15 H16 O2,L3.3
FT_1.188_184.06383,C5 H13 N O4 S,NA,C5 H13 N O4 S,C5 H13 N O4 S,2.437821,Choline sulfate,TRUE,TRUE,TRUE,"match name cmmrt, sirius",81.82,na,Choline sulfate,C5 H13 N O4 S,L3.1
FT_1.188_287.16354,C11 H22 N6 O S,NA,C14 H18 N6 O,C18 H22 O3,2.6800704,Estrololactone,FALSE,FALSE,FALSE,na,na,na,no name,C11 H22 N6 O S,L4.3
FT_1.188_287.16354,C11 H22 N6 O S,NA,C14 H18 N6 O,C18 H22 O3,2.654583,"17beta-Estradiol-3,4-quinone",FALSE,FALSE,FALSE,na,na,na,no name,C11 H22 N6 O S,L4.3
FT_1.188_287.16354,C11 H22 N6 O S,NA,C14 H18 N6 O,C18 H22 O3,2.5136366,"17beta-Estradiol-2,3-quinone",FALSE,FALSE,FALSE,na,na,na,no name,C11 H22 N6 O S,L4.3
FT_1.190_536.21888,C18 H36 N9 O4 P3,NA,C19 H37 N O16,NA,NA,NA,FALSE,FALSE,FALSE,na,na,yes,no name,C19 H37 N O16,L4.3
FT_1.210_275.19660,C13 H26 N2 O4,NA,C13 H26 N2 O4,NA,NA,NA,TRUE,FALSE,FALSE,na,48.35,na,(2S)-6-(ethylamino)-2-[(2-methylpropan-2-yl)oxycarbonylamino]hexanoic acid,C13 H26 N2 O4,L3.3
FT_1.215_464.10688,C14 H25 N O14 S,NA,C14 H25 N O14 S,C25 H19 O9+,2.2911162,Pinotin A aglycone,TRUE,FALSE,FALSE,na,na,na,2-acetamido-2-deoxy-3-O-(6-O-sulfonato-beta-D-glucosyl)-beta-D-galactose,C14 H25 N O14 S,L3.3
FT_1.215_464.10688,C14 H25 N O14 S,NA,C14 H25 N O14 S,C25 H19 O9+,2.2099507,NA,TRUE,FALSE,FALSE,na,na,na,2-acetamido-2-deoxy-3-O-(6-O-sulfonato-beta-D-glucosyl)-beta-D-galactose,C14 H25 N O14 S,L3.3
FT_1.215_464.10688,C14 H25 N O14 S,NA,C14 H25 N O14 S,C15 H29 N O9 S3,1.8911533,7-Methylthioheptyl glucosinolate,TRUE,FALSE,FALSE,na,na,na,2-acetamido-2-deoxy-3-O-(6-O-sulfonato-beta-D-glucosyl)-beta-D-galactose,C14 H25 N O14 S,L3.3
FT_1.217_285.18429,C13 H25 N4 O P,NA,NA,C19 H24 O2,2.6483219,"1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol",FALSE,FALSE,FALSE,na,na,na,"1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol",C19 H24 O2,L3.3
FT_1.217_285.18429,C13 H25 N4 O P,NA,NA,C19 H24 O2,2.6392658,Methyltrienolone,FALSE,FALSE,FALSE,na,na,na,"1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol",C19 H24 O2,L3.3
FT_1.217_285.18429,C13 H25 N4 O P,NA,NA,C19 H24 O2,2.6362216,1-Methylestrone,FALSE,FALSE,FALSE,na,na,na,"1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol",C19 H24 O2,L3.3
FT_1.222_313.14287,C12 H20 N6 O2 S,NA,C15 H16 N6 O2,C19 H20 O4,2.6428928,Tetrahydrobisdemethoxydiferuloylmethane,FALSE,FALSE,FALSE,"no matches, keeping sirius structure, low confidence",51.08,na,N-(2-methoxyphenyl)-N~3~-9H-purin-6-yl-beta-alaninamide,C15 H16 N6 O2,L3.3
FT_1.222_313.14287,C12 H20 N6 O2 S,NA,C15 H16 N6 O2,C19 H20 O4,2.635936,Honyudisin,FALSE,FALSE,FALSE,"no matches, keeping sirius structure, low confidence",51.08,na,N-(2-methoxyphenyl)-N~3~-9H-purin-6-yl-beta-alaninamide,C15 H16 N6 O2,L3.3
FT_1.222_313.14287,C12 H20 N6 O2 S,NA,C15 H16 N6 O2,C19 H20 O4,2.6003397,m-(beta-Acetyl-alpha-ethyl-p-hydroxyphenethyl)benzoic acid,FALSE,FALSE,FALSE,"no matches, keeping sirius structure, low confidence",51.08,na,N-(2-methoxyphenyl)-N~3~-9H-purin-6-yl-beta-alaninamide,C15 H16 N6 O2,L3.3
FT_1.223_448.11210,C17 H28 N3 O3 P3 S,NA,C20 H21 N3 O7 S,C25 H19 O8+,2.563526,NA,FALSE,FALSE,FALSE,na,na,na,no name,C17 H28 N3 O3 P3 S,L4.3
FT_1.223_448.11210,C17 H28 N3 O3 P3 S,NA,C20 H21 N3 O7 S,C25 H19 O8+,2.5146656,Malvidin 4-vinylphenol,FALSE,FALSE,FALSE,na,na,na,no name,C17 H28 N3 O3 P3 S,L4.3
FT_1.224_363.16189,C13 H26 N6 O2 S2,NA,C16 H26 O9,NA,NA,NA,FALSE,FALSE,FALSE,na,61.54,na,"2-[(5,7-dihydroxy-4,7-dimethyl-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-1-yl)oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",C16 H26 O9,L3.3
FT_1.228_325.11301,C13 H16 N4 O6,NA,C12 H20 O10,C10 H28 Cl2 N2 O P2,2.1826603,2-[Dimethyl(2-phosphanylethyl)azaniumyl]ethyl-dimethyl-(2-phosphanyloxyethyl)azanium;dichloride,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.228_325.11301,C13 H16 N4 O6,NA,C12 H20 O10,C19 H17 ClN2 O,1.9670072,Prazepam,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.228_325.11301,C13 H16 N4 O6,NA,C12 H20 O10,C12 H20 O10,0.86473536,"Bis-D-fructose 2',1:2,1'-dianhydride",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_1.243_227.14244,C10 H19 N4 P,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,no name,na,na,no name,C10 H19 N4 P,L4.3
FT_1.251_310.14319,C12 H19 N7 O S,NA,C11 H23 N3 O5 S,C19 H19 N O3,2.2678373,Koenigine,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.251_310.14319,C12 H19 N7 O S,NA,C11 H23 N3 O5 S,C17 H18 F3 N O,2.1815727,Fluoxetine,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.251_310.14319,C12 H19 N7 O S,NA,C11 H23 N3 O5 S,C17 H16 F N5,1.3299114,4-(Fluorophenyl)-1-cyclopropylmethyl-5-(2-amino-4-pyrimidinyl)imidazole,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.252_198.08906,C6 H16 N O4 P,NA,NA,C8 H11 N3 O3,0.84439,"Methyl 5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate",FALSE,FALSE,FALSE,na,na,na,"Methyl 5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate",C8 H11 N3 O3,L3.3
FT_1.252_198.08906,C6 H16 N O4 P,NA,NA,C8 H11 N3 O3,0.82464993,2-(4-Amino-2-nitroanilino)ethanol,FALSE,FALSE,FALSE,na,na,na,"Methyl 5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate",C8 H11 N3 O3,L3.3
FT_1.252_198.08906,C6 H16 N O4 P,NA,NA,C8 H11 N3 O3,0.74412507,N-Acetylhistidine,FALSE,FALSE,FALSE,na,na,na,"Methyl 5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate",C8 H11 N3 O3,L3.3
FT_1.257_324.16538,C13 H25 N O8,NA,C14 H21 N5 O4,NA,NA,NA,FALSE,FALSE,FALSE,na,60.62,na,"3,8-bis(2-methoxyethyl)-1-methyl-7,8-dihydro-1H-imidazo[2,1-f]purine-2,4(3H,6H)-dione",C14 H21 N5 O4,L3.3
FT_1.259_198.12371,C9 H15 N3 O2,NA,NA,C9 H15 N3 O2,1.9832608,Nitrilacarb,FALSE,TRUE,FALSE,keep cmmrt,na,na,3-(1H-imidazol-5-yl)-2-(trimethylazaniumyl)propanoate,C9 H15 N3 O2,L3.3
FT_1.259_198.12371,C9 H15 N3 O2,NA,NA,C9 H15 N3 O2,0.56585175,3-(1H-imidazol-5-yl)-2-(trimethylazaniumyl)propanoate,FALSE,TRUE,FALSE,keep cmmrt,na,na,3-(1H-imidazol-5-yl)-2-(trimethylazaniumyl)propanoate,C9 H15 N3 O2,L3.3
FT_1.262_380.20290,C15 H29 N3 O8,NA,C19 H29 N3 O3 S,C19 H29 N3 O3 S,0.8286328,Thaumatin,FALSE,FALSE,TRUE,na,na,"yes, gui",no name,C15 H29 N3 O8,L4.3
FT_1.264_374.12946,C12 H23 N O12,NA,C16 H23 N O7 S,NA,NA,NA,FALSE,FALSE,FALSE,,na,"yes, gui",no name,C12 H23 N O12,L4.3
FT_1.274_440.10703,C12 H25 N O14 S,NA,C12 H25 N O14 S,NA,NA,NA,TRUE,FALSE,FALSE,na,na,yes,no name,C12 H25 N O14 S,L4.1
FT_1.280_204.12308,C9 H17 N O4,NA,C9 H17 N O4,C9 H17 N O4,1.5114214,Acetylcarnitine,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_1.280_204.12308,C9 H17 N O4,NA,C9 H17 N O4,C9 H17 N O4,1.2085885,N-Lactoyl-Leucine,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_1.280_204.12308,C9 H17 N O4,NA,C9 H17 N O4,C10 H13 N5,0.99973756,NA,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.289_205.11826,C8 H16 N2 O4,NA,C8 H16 N2 O4,C9 H12 N6,0.8668636,Triethylenemelamine,TRUE,FALSE,FALSE,na,na,yes,no name,C8 H16 N2 O4,L4.1
FT_1.289_205.11826,C8 H16 N2 O4,NA,C8 H16 N2 O4,C8 H16 N2 O4,0.8330429,N(6)-acetyl-N(6)-hydroxy-L-lysine,TRUE,TRUE,TRUE,na,na,yes,no name,C8 H16 N2 O4,L4.1
FT_1.289_205.11826,C8 H16 N2 O4,NA,C8 H16 N2 O4,C8 H16 N2 O4,0.79111964,SV,TRUE,TRUE,TRUE,na,na,yes,no name,C8 H16 N2 O4,L4.1
FT_1.296_462.03891,C5 H16 Cl N9 O12 S,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_1.300_189.12341,C8 H16 N2 O3,NA,NA,C8 H16 N2 O3,0.8002385,2-[(2-Amino-3-methylbutanoyl)amino]propanoic acid,FALSE,TRUE,FALSE,keep cmmrt,na,na,2-[(2-Amino-3-methylbutanoyl)amino]propanoic acid,C8 H16 N2 O3,L3.3
FT_1.300_189.12341,C8 H16 N2 O3,NA,NA,C8 H16 N2 O3,0.77817947,l-Alanyl-l-valine,FALSE,TRUE,FALSE,keep cmmrt,na,na,2-[(2-Amino-3-methylbutanoyl)amino]propanoic acid,C8 H16 N2 O3,L3.3
FT_1.300_189.12341,C8 H16 N2 O3,NA,NA,C8 H16 N2 O3,0.7770865,N6-Acetyl-L-lysine,FALSE,TRUE,FALSE,keep cmmrt,na,na,2-[(2-Amino-3-methylbutanoyl)amino]propanoic acid,C8 H16 N2 O3,L3.3
FT_1.302_189.12341,C8 H13 N O3,NA,C8 H13 N O3,C8 H13 N O3,0.9494526,N-[(3s)-2-Oxotetrahydrofuran-3-Yl]butanamide,TRUE,TRUE,TRUE,keeping SIRIUS (as % is higher than cmmrt),60.78,na,2-acetamidohex-4-enoic acid,C8 H13 N O3,L3.3
FT_1.302_189.12341,C8 H13 N O3,NA,C8 H13 N O3,C8 H13 N O3,0.6348444,Crotanecine,TRUE,TRUE,TRUE,keeping SIRIUS (as % is higher than cmmrt),60.78,na,2-acetamidohex-4-enoic acid,C8 H13 N O3,L3.3
FT_1.308_97.02841,C5 H4 O2,NA,C5 H4 O2,C5 H4 O2,1.5030776,Protoanemonin,TRUE,TRUE,TRUE,keeping SIRIUS (as % is higher than cmmrt),52.38,na,"4-Cyclopentene-1,3-dione",C5 H4 O2,L3.3
FT_1.308_97.02841,C5 H4 O2,NA,C5 H4 O2,C5 H4 O2,1.2613264,Furfural,TRUE,TRUE,TRUE,keeping SIRIUS (as % is higher than cmmrt),52.38,na,"4-Cyclopentene-1,3-dione",C5 H4 O2,L3.3
FT_1.309_85.02847,C4 H4 O2,NA,C4 H4 O2,C4 H4 O2,1.3842943,2(5H)-Furanone,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",42.22,na,2(5H)-Furanone,C4 H4 O2,L3.1
FT_1.309_85.02847,C4 H4 O2,NA,C4 H4 O2,C4 H4 O2,1.3816346,2(3H)-Furanone,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",42.22,na,2(5H)-Furanone,C4 H4 O2,L3.1
FT_1.309_85.02847,C4 H4 O2,NA,C4 H4 O2,C4 H4 O2,0.9336726,3-Butynoic acid,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",42.22,na,2(5H)-Furanone,C4 H4 O2,L3.1
FT_1.310_180.08674,C6 H10 O5,NA,C4 H8 N3 O4,C6 H10 O5,2.349065,Diethyl pyrocarbonate,FALSE,TRUE,FALSE,na,na,na,"(3S)-2-hydroxy-2,3-dimethylbutanedioic acid",C6 H10 O5,L3.3
FT_1.310_180.08674,C6 H10 O5,NA,C4 H8 N3 O4,C7 H14 S2,1.8553976,(E)-1-Propenyl sec-butyl disulfide,FALSE,FALSE,FALSE,na,na,na,"(3S)-2-hydroxy-2,3-dimethylbutanedioic acid",C6 H10 O5,L3.3
FT_1.310_180.08674,C6 H10 O5,NA,C4 H8 N3 O4,C6 H10 O5,0.90511066,"(3S)-2-hydroxy-2,3-dimethylbutanedioic acid",FALSE,TRUE,FALSE,na,na,na,"(3S)-2-hydroxy-2,3-dimethylbutanedioic acid",C6 H10 O5,L3.3
FT_1.310_325.11303,C12 H20 O10,NA,C12 H20 O10,C10 H28 Cl2 N2 O P2,2.0925472,2-[Dimethyl(2-phosphanylethyl)azaniumyl]ethyl-dimethyl-(2-phosphanyloxyethyl)azanium;dichloride,TRUE,FALSE,FALSE,na,86.9,na,"3,6-Anhydro-l-lactose",C12 H20 O10,L3.3
FT_1.310_325.11303,C12 H20 O10,NA,C12 H20 O10,C19 H17 ClN2 O,1.8836535,Prazepam,TRUE,FALSE,FALSE,na,86.9,na,"3,6-Anhydro-l-lactose",C12 H20 O10,L3.3
FT_1.310_325.11303,C12 H20 O10,NA,C12 H20 O10,C12 H20 O10,0.7551575,"Bis-D-fructose 2',1:2,1'-dianhydride",TRUE,TRUE,TRUE,na,86.9,na,"3,6-Anhydro-l-lactose",C12 H20 O10,L3.3
FT_1.310_702.26646,C25 H40 N4 O18,NA,C32 H36 N4 O13,C37 H36 N2 O11,2.4745471,Citbismine C,FALSE,FALSE,FALSE,na,na,na,Citbismine C,C37 H36 N2 O11,L3.3
FT_1.313_734.15675,C29 H31 N7 O12 S2,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,no name,na,na,no name,C29 H31 N7 O12 S2,L4.3
FT_1.313_738.15172,C37 H25 N9 O5 P2,NA,C23 H35 N3 O22 S,NA,NA,NA,FALSE,FALSE,FALSE,na,na,na,no name,C37 H25 N9 O5 P2,L4.3
FT_1.314_370.08322,C7 H18 N9 O3 P3,NA,C11 H20 N3 O7 P S,C16 H14 F3 N3 O2 S,1.1045295,Lansoprazole,FALSE,FALSE,FALSE,na,na,yes,no name,C11 H20 N3 O7 P S,L4.3
FT_1.314_729.15677,C21 H34 N10 O13 P2 S,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_1.323_438.04617,C14 H11 N7 O8 S,NA,C11 H22 N O11 P3,NA,NA,NA,FALSE,FALSE,FALSE,na,na,yes,no name,C11 H22 N O11 P3,L4.3
FT_1.325_446.04676,C5 H18 Cl N9 O9 P2,NA,C10 H17 N5 O11 P2,C17 H16 N3 NaO6 S2,0.73030376,Cephapirin sodium,FALSE,FALSE,FALSE,na,na,yes,no name,C10 H17 N5 O11 P2,L4.3
FT_1.339_427.07594,C6 H19 N8 O10 P S,NA,C11 H24 O13 P2,NA,NA,NA,FALSE,FALSE,FALSE,na,na,yes,no name,C11 H24 O13 P2,L4.3
FT_1.340_471.18238,C17 H30 N2 O13,NA,C17 H30 N2 O13,NA,NA,NA,TRUE,FALSE,FALSE,na,82.13,na,O-(3-O-beta-D-galactosyl-N-acetyl-alpha-D-galactosaminyl)-L-serine,C17 H30 N2 O13,L3.3
FT_1.350_186.07614,C8 H11 N O4,NA,C8 H11 N O4,NA,NA,NA,TRUE,FALSE,FALSE,na,na,yes,no name,C8 H11 N O4,L4.1
FT_1.355_313.14280,C12 H20 N6 O2 S,NA,C15 H16 N6 O2,C19 H20 O4,2.4920478,Tetrahydrobisdemethoxydiferuloylmethane,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.355_313.14280,C12 H20 N6 O2 S,NA,C15 H16 N6 O2,C19 H20 O4,2.484772,Honyudisin,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.355_313.14280,C12 H20 N6 O2 S,NA,C15 H16 N6 O2,C19 H20 O4,2.4511726,m-(beta-Acetyl-alpha-ethyl-p-hydroxyphenethyl)benzoic acid,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.359_198.07952,C6 H15 N O4 S,NA,C6 H15 N O4 S,NA,NA,NA,TRUE,FALSE,FALSE,na,na,yes,no name,C6 H15 N O4 S,L4.1
FT_1.360_350.19235,C14 H27 N3 O7,NA,C15 H23 N7 O3,NA,NA,NA,FALSE,FALSE,FALSE,na,na,"yes, gui",no name,C14 H27 N3 O7,L4.3
FT_1.375_276.11905,C10 H17 N3 O6,NA,C10 H17 N3 O6,C10 H17 N3 O6,0.7512323,Glutamylglutamine,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",44.23,na,Gln-Glu,C10 H17 N3 O6,L3.1
FT_1.375_276.11905,C10 H17 N3 O6,NA,C10 H17 N3 O6,C10 H17 N3 O6,0.7512322,Gln-Glu,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",44.23,na,Gln-Glu,C10 H17 N3 O6,L3.1
FT_1.375_276.11905,C10 H17 N3 O6,NA,C10 H17 N3 O6,C10 H17 N3 O6,0.66611755,N-succinyl-L-citrulline,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",44.23,na,Gln-Glu,C10 H17 N3 O6,L3.1
FT_1.378_288.10135,C5 H18 N7 O3 P S,NA,C11 H17 N3 O4 S,NA,NA,NA,FALSE,FALSE,FALSE,na,na,yes,no name,C11 H17 N3 O4 S,L4.3
FT_1.386_218.14992,C9 H19 N3 O3,NA,C9 H19 N3 O3,C9 H19 N3 O3,0.78963965,6-Amino-2-(2-aminopropanoylamino)hexanoic acid,TRUE,TRUE,TRUE,keeping SIRIUS (as % is higher than cmmrt),52.53,na,(2S)-2-amino-6-[[(2S)-2-aminopropanoyl]amino]hexanoic acid,C9 H19 N3 O3,L3.3
FT_1.386_218.14992,C9 H19 N3 O3,NA,C9 H19 N3 O3,C9 H19 N3 O3,0.6839897,Lysylalanine,TRUE,TRUE,TRUE,keeping SIRIUS (as % is higher than cmmrt),52.53,na,(2S)-2-amino-6-[[(2S)-2-aminopropanoyl]amino]hexanoic acid,C9 H19 N3 O3,L3.3
FT_1.386_218.14992,C9 H19 N3 O3,NA,C9 H19 N3 O3,C9 H19 N3 O3,0.20220399,gamma-L-Glutamylputrescine,TRUE,TRUE,TRUE,keeping SIRIUS (as % is higher than cmmrt),52.53,na,(2S)-2-amino-6-[[(2S)-2-aminopropanoyl]amino]hexanoic acid,C9 H19 N3 O3,L3.3
FT_1.387_353.03927,C11 H17 N2 O5 P S2,NA,C8 H18 O11 P2,C16 H13 ClO7,1.2224501,Petunidin chloride,FALSE,FALSE,FALSE,na,na,yes,no name,C8 H18 O11 P2,L4.3
FT_1.387_353.03927,C11 H17 N2 O5 P S2,NA,C8 H18 O11 P2,C16 H13 ClO7,1.2224499,Petunidin chloride,FALSE,FALSE,FALSE,na,na,yes,no name,C8 H18 O11 P2,L4.3
FT_1.387_353.03927,C11 H17 N2 O5 P S2,NA,C8 H18 O11 P2,C16 H13 ClO7,1.1340363,Petunidin chloride,FALSE,FALSE,FALSE,na,na,yes,no name,C8 H18 O11 P2,L4.3
FT_1.387_364.00941,C19 H9 N O3 S2,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,no name,na,na,no name,C19 H9 N O3 S2,L4.3
FT_1.388_286.11329,C9 H16 O9,NA,C10 H12 N4 O5,C9 H16 O9,1.0489687,3-Deoxyglycerogalacto-2-nonulopyranosonic acid,FALSE,TRUE,FALSE,na,na,na,2-O-alpha-mannosyl-D-glycerate,C9 H16 O9,L3.3
FT_1.388_286.11329,C9 H16 O9,NA,C10 H12 N4 O5,C9 H16 O9,1.0370133,2-O-alpha-mannosyl-D-glycerate,FALSE,TRUE,FALSE,na,na,na,2-O-alpha-mannosyl-D-glycerate,C9 H16 O9,L3.3
FT_1.388_286.11329,C9 H16 O9,NA,C10 H12 N4 O5,C10 H12 N4 O5,0.707065,NA,FALSE,FALSE,TRUE,na,na,na,2-O-alpha-mannosyl-D-glycerate,C9 H16 O9,L3.3
FT_1.388_371.01204,C8 H13 Cl2 N8 O P S,NA,C12 H10 N4 O6 S2,C12 H11 ClN6 O2 S2,1.5469165,Azosemide,FALSE,FALSE,FALSE,na,na,na,"D-Glycero-D-manno-heptose 1,7-bisphosphate",C7 H16 O13 P2,L3.3
FT_1.388_371.01204,C8 H13 Cl2 N8 O P S,NA,C12 H10 N4 O6 S2,C7 H16 O13 P2,0.7560387,"D-Glycero-D-manno-heptose 1,7-bisphosphate",FALSE,FALSE,FALSE,na,na,na,"D-Glycero-D-manno-heptose 1,7-bisphosphate",C7 H16 O13 P2,L3.3
FT_1.388_371.01204,C8 H13 Cl2 N8 O P S,NA,C12 H10 N4 O6 S2,C7 H16 O13 P2,0.67452246,"Sedoheptulose 1,7-bisphosphate",FALSE,FALSE,FALSE,na,na,na,"D-Glycero-D-manno-heptose 1,7-bisphosphate",C7 H16 O13 P2,L3.3
FT_1.390_366.18722,C14 H27 N3 O8,NA,C14 H27 N3 O8,C14 H27 N3 O8,0.6494988,2'-N-Acetylparomamine,TRUE,TRUE,TRUE,"match name cmmrt, sirius",72.1,na,2'-N-Acetylparomamine,C14 H27 N3 O8,L3.1
FT_1.396_196.10019,C9 H14 N3 P,NA,C7 H17 N O3 S,NA,NA,NA,FALSE,FALSE,FALSE,na,na,na,Ethyldimethyl(3-sulfopropyl)azanium,C7 H17 N O3 S,L3.3
FT_1.404_425.19671,C18 H28 N6 O4 S,NA,C18 H28 N6 O4 S,C25 H28 O6,2.4320817,Gancaonin E,TRUE,FALSE,FALSE,na,na,yes,no name,C18 H28 N6 O4 S,L4.1
FT_1.404_425.19671,C18 H28 N6 O4 S,NA,C18 H28 N6 O4 S,C25 H28 O6,2.4167519,Glisoflavanone,TRUE,FALSE,FALSE,na,na,yes,no name,C18 H28 N6 O4 S,L4.1
FT_1.404_425.19671,C18 H28 N6 O4 S,NA,C18 H28 N6 O4 S,C25 H28 O6,2.414703,NA,TRUE,FALSE,FALSE,na,na,yes,no name,C18 H28 N6 O4 S,L4.1
FT_1.405_190.10742,C8 H15 N O4,NA,C8 H15 N O4,C8 H15 N O4,0.84676707,N-lactoyl-Valine,TRUE,TRUE,TRUE,Higher zscore of cmmrt candidates,37.07,na,N-lactoyl-Valine,C8 H15 N O4,L3.3
FT_1.405_190.10742,C8 H15 N O4,NA,C8 H15 N O4,C8 H15 N O4,0.657144,2-(Butylamido)-4-hydroxybutanoic acid,TRUE,TRUE,TRUE,Higher zscore of cmmrt candidates,37.07,na,N-lactoyl-Valine,C8 H15 N O4,L3.3
FT_1.405_190.10742,C8 H15 N O4,NA,C8 H15 N O4,C8 H15 N O4,0.6546941,2-Hydroxyhexanoylglycine,TRUE,TRUE,TRUE,Higher zscore of cmmrt candidates,37.07,na,N-lactoyl-Valine,C8 H15 N O4,L3.3
FT_1.406_684.25587,C22 H48 N5 O13 P3,NA,C24 H45 N O21,NA,NA,NA,FALSE,FALSE,FALSE,na,na,yes,no name,C24 H45 N O21,L4.3
FT_1.410_487.16575,C18 H30 O15,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,no name,na,na,no name,C18 H30 O15,L4.3
FT_1.410_851.26419,C31 H49 N8 O14 P3,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,no name,na,na,no name,C31 H49 N8 O14 P3,L4.3
FT_1.411_846.30863,C35 H53 N5 O15 P2,NA,C30 H55 N O26,NA,NA,NA,FALSE,FALSE,FALSE,na,na,yes,no name,C30 H55 N O26,L4.3
FT_1.411_85.02843,C4 H4 O2,NA,NA,C4 H4 O2,1.2772205,2(5H)-Furanone,FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.411_85.02843,C4 H4 O2,NA,NA,C4 H4 O2,1.2744936,2(3H)-Furanone,FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.411_85.02843,C4 H4 O2,NA,NA,C4 H4 O2,0.8127008,3-Butynoic acid,FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_1.414_325.11299,C13 H16 N4 O6,NA,C17 H16 N4 O S,C10 H28 Cl2 N2 O P2,1.9859521,2-[Dimethyl(2-phosphanylethyl)azaniumyl]ethyl-dimethyl-(2-phosphanyloxyethyl)azanium;dichloride,FALSE,FALSE,FALSE,na,na,na,no name,C13 H16 N4 O6,L4.3
FT_1.414_325.11299,C13 H16 N4 O6,NA,C17 H16 N4 O S,C19 H17 ClN2 O,1.7850543,Prazepam,FALSE,FALSE,FALSE,na,na,na,no name,C13 H16 N4 O6,L4.3
FT_1.414_325.11299,C13 H16 N4 O6,NA,C17 H16 N4 O S,C12 H20 O10,0.62553763,"Bis-D-fructose 2',1:2,1'-dianhydride",FALSE,FALSE,FALSE,na,na,na,no name,C13 H16 N4 O6,L4.3
FT_1.416_275.12378,C11 H18 N2 O6,NA,C15 H18 N2 O S,NA,NA,NA,FALSE,FALSE,FALSE,na,na,"yes, gui",no name,C7H14N8O4,L4.3
