FeatureID,Name,Formula,Annotation MW,Calc. MW,# mzCloud Results,# mzVault Results,mzCloud Best Match,KEGG ID,Potential_fragment,Notes,Action_decision,Sirus_notes,Sirius_percentage,Sirius_name,Sirius_formula,CMMRT_name,CMMRT_formula,Correlation_duplicated annotations,Final_name,Final_formula,Final_decision
FT_15.785_357.13166,"[(3S)-3-(5-Benzyl-1,3,4-oxadiazol-2-yl)-1-pyrrolidinyl](3-pyridinyl)methanone",C19 H18 N4 O2,334.14298,356.12439,2,0,61.4,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.789_225.07575,NP-020902,C9 H14 O5,202.08412,224.06847,1,0,70.4,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,0,NP-020902,C9 H14 O5,L2
FT_15.793_237.11212,NP-000919,C11 H18 O4,214.12051,236.10485,3,0,76.9,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,Higher 0.8,delete,delete,delete
FT_15.824_279.12272,NP-021074,C13 H20 O5,256.13107,278.11553,4,0,68.7,NA,NA,Adduct 21.98 DA,L2,0,na,na,na,na,na,low,NP-021074,C13 H20 O5,L2
FT_15.848_211.06009,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,210.05282,210.05281,3,0,93,NA,NA,0,L2,0,na,na,na,na,na,higher 0.8,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,L2
FT_15.937_235.16919,NP-008095,C15 H24 O3,252.17254,234.16192,6,0,67.7,NA,NA,Adduct -18 DA,na,0,na,na,na,na,na,0,NP-008095,C15 H24 O3,L2
FT_15.960_249.11212,NP-021018,C12 H18 O4,226.12051,248.10484,2,0,71,NA,NA,Adduct 21.98 DA,na,0,na,na,na,na,na,higher 0.8,NP-021018,C12 H18 O4,L2
FT_15.986_235.09646,"7-Acetyl-3,6-dihydroxy-8-methyl-tetralone",C13 H14 O4,234.08921,234.08919,1,0,81.9,NA,NA,0,L2,0,na,na,na,na,na,0.97,"7-Acetyl-3,6-dihydroxy-8-methyl-tetralone",C13 H14 O4,L2
FT_16.007_193.08588,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07864,192.0786,2,0,74.9,NA,NA,0,L2,na,na,na,na,na,na,0,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,L2
FT_16.019_333.20611,Andrographolide,C20 H30 O5,350.20932,332.19882,9,0,91.9,NA,NA,"Adduct -18 DA, low intensity",delete,delete,delete,delete,delete,delete,delete,0.93,delete,delete,delete
FT_16.052_277.14326,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",C14 H22 O4,254.15181,276.13597,1,0,69.6,NA,NA,"Adduct 21.98 DA, low intensity",check with sirius,0,delete,delete,delete,delete,delete,low,,,delete
FT_16.077_251.09138,6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11 H16 O5,228.09977,250.08411,3,0,92.1,NA,NA,Adduct 21.98 Da,L2,na,na,na,na,na,na,0.82,6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11 H16 O5,L2
FT_16.098_179.07028,NP-012042,C10 H12 O4,196.07356,178.06301,2,0,72.3,NA,NA,"Adduct -18 DA, low quality",na,na,na,na,na,na,na,highier 0.8,NP-012042,C10 H12 O4,L2
FT_16.103_233.11725,Sorbicillin,C14 H16 O3,232.10994,232.10997,1,0,71.1,NA,NA,"duplicated, low intensity",delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_16.128_331.19040,NP-020713,C20 H26 O4,330.18311,330.18312,1,0,74.6,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.139_361.16462,Triptolide,C20 H24 O6,360.15729,360.15738,6,0,71.6,C09204,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.151_515.19122,NP-001257,C27 H30 O10,514.1839,514.18415,1,0,64.5,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,0.84,delete,delete,delete
FT_16.185_337.16462,"(1R,9R)-5-(2-Methylphenyl)-11-(methylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C19 H22 N2 O3 S,358.13511,336.15742,5,0,86.6,NA,NA,"low quality, likely noise",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.186_227.10660,NP-003672,C15 H14 O2,226.09938,226.09932,2,0,74.7,NA,NA,0,L2,na,na,na,na,na,na,0,NP-003672,C15 H14 O2,L2
FT_16.187_235.09648,"7-Acetyl-3,6-dihydroxy-8-methyl-tetralone",C13 H14 O4,234.08921,234.0892,1,0,82.3,NA,NA,low intensity,delete,delete,delete,delete,delete,delete,delete,0.97,delete,delete,delete
FT_16.190_259.09641,Luvangetin,C15 H14 O4,258.08921,258.08913,7,0,87.9,C09273,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.239_291.15868,3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid,C15 H24 O4,268.16746,290.1514,4,0,75.6,NA,NA,"Adduct 21.98, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.294_261.11213,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione",C15 H16 O4,260.10486,260.10485,4,0,84.9,NA,NA,0,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.317_359.14693,"(1R,9R)-5-(2-Methylphenyl)-11-(methylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C19 H22 N2 O3 S,358.13511,358.13965,5,0,86.2,NA,NA,Adduct 12. 67 ppm,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.322_345.16956,α-Zearalanol,C18 H26 O5,322.17802,344.16229,4,0,68.5,NA,NA,"Adduct 21.98 ppm, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.335_277.14341,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",C14 H22 O4,254.15181,276.13618,1,0,61,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,low,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",C14 H22 O4,L2
FT_16.366_263.12779,NP-003117,C13 H20 O4,240.13616,262.12054,8,0,73.1,NA,NA,Adduct 21.98 DA,check with sirius,na,na,na,na,na,na,0,NP-003117,C13 H20 O4,L2
FT_16.370_243.10156,β-Lapachone,C15 H14 O3,242.09429,242.09428,4,0,83.7,C10367,NA,0,L2,"different annottaion, low confidence",,,,,,0,beta-Lapachone,C15 H14 O3,L2
FT_16.403_265.10707,NP-020363,C14 H18 O6,282.11034,264.09982,1,0,60.2,NA,NA,"Adduct -18 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.419_265.14340,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0Âl,âµ.0â¸,Âaâ°]pentadec-1(15)-en-14-one",C15 H20 O4,264.13616,264.13612,1,0,60.9,NA,NA,low quality,L2,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.429_289.10700,NP-005519,C14 H18 O5,266.11542,288.09972,6,0,73.3,NA,NA,Adduct 21.98 DA,check with sirius,0,na,na,na,na,na,na,NP-005519,C14 H18 O5,L2
FT_16.436_293.13831,"2-(1H-1,2,3-benzotriazol-1-yl)-N-(2,3-dihydro-1H-inden-2-yl)acetamide",C17 H16 N4 O,292.13241,292.13106,2,0,64.2,NA,NA,low intensity,check with sirius,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.470_219.17434,NP-004713,C15 H24 O2,236.17763,218.16706,3,0,82.6,NA,NA,"Adduct -18 DA, low quality",check with sirius,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.487_249.11212,NP-021018,C12 H18 O4,226.12051,248.10485,2,0,75.1,NA,NA,Adduct 21.98 DA,na,na,na,na,na,na,na,higher 0.8,NP-021018,C12 H18 O4,L2
FT_16.498_297.18490,Eicosatetraynoic acid,C20 H24 O2,296.17763,296.17762,4,0,95.3,NA,NA,0,L2,na,na,na,na,na,na,0,Eicosatetraynoic acid,C20 H24 O2,L2
FT_16.499_287.20054,Methyldienolone,C19 H26 O2,286.19328,286.19326,4,0,83.6,NA,NA,0,L2,na,na,na,na,na,na,0,Eicosatetraynoic acid,C20 H24 O2,L2
FT_16.500_333.20609,Prostaglandin K2,C20 H30 O5,350.20932,332.19882,12,0,86.3,NA,NA,Adduct -18 DA,L2,na,na,na,na,na,na,higher 0.9,Prostaglandin K2,C20 H30 O5,L2
FT_16.500_373.19862,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid",C20 H30 O5,350.20932,372.19134,3,0,98.6,NA,NA,Adduct 21.98 DA,na,na,na,same name,same formula,Veraguensin,C22H28O5,low,Veraguensin,C22H28O5,L3.1
FT_16.507_315.19550,Kahweol,C20 H26 O3,314.18819,314.18822,8,0,84,NA,NA,0,L2,na,na,na,na,na,na,na,Kahweol,C20 H26 O3,L2
FT_16.545_251.12774,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,228.13616,250.12046,3,0,61.5,NA,NA,Adduct 21.98 DA,delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_16.546_507.19918,"2-Methoxy-N-(5-{5-[(2S)-1-(3,4,5-trimethoxybenzyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-4-pyrimidinyl)acetamide",C23 H28 N6 O6,484.20703,506.1919,1,0,81.9,NA,NA,Adduct 21.98 DA,L2,higher 0.9,na,na,na,na,na,na,"2-Methoxy-N-(5-{5-[(2S)-1-(3,4,5-trimethoxybenzyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-4-pyrimidinyl)acetamide",C23 H28 N6 O6,L2
FT_16.581_233.08084,Citrinin,C13 H14 O5,250.08412,232.07356,1,0,73.3,NA,NA,Adduct -18 DA,L2,0,na,na,na,na,na,na,Citrinin,C13 H14 O5,L2
FT_16.588_217.12230,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",C10 H12 N6,216.11234,216.11502,1,0,71.4,NA,NA,"Adduct 12.38 ppm, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.629_287.12629,NP-018711,C15 H20 O4,264.13616,286.11901,8,0,77.2,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.662_233.11721,Sorbicillin,C14 H16 O3,232.10994,232.10993,1,0,80.6,NA,NA,"duplicated, low quality",delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_16.678_459.23596,"N-{[(2R,4S,5S)-5-{[4-(2-Pyrimidinyl)-1-piperazinyl]methyl}-1-azabicyclo[2.2.2]oct-2-yl]methyl}benzamide",C24 H32 N6 O,420.26376,458.22868,1,0,62.5,NA,NA,"Adduct 37.96 DA, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_16.680_277.10707,"7-[(3,3-dimethyloxiran-2-yl)methoxy]-6-methoxy-2H-chromen-2-one",C15 H16 O5,276.09977,276.09981,1,0,63.9,NA,NA,0,L2,na,na,na,na,na,na,0,"7-[(3,3-dimethyloxiran-2-yl)methoxy]-6-methoxy-2H-chromen-2-one",C15 H16 O5,L2
FT_16.681_295.11570,NP-016495,C13 H20 O6,272.12599,294.10842,1,0,60.7,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.689_327.15715,Acepromazine,C19 H22 N2 O S,326.14528,326.14988,2,0,74.3,NA,NA,"Adduct 14.08 ppm, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.698_515.19132,NP-001257,C27 H30 O10,514.1839,514.18423,1,0,65.7,NA,NA,0,low quality,delete,delete,delete,delete,delete,delete,0.84,delete,delete,delete
FT_16.702_235.09647,NP-020205,C11 H16 O4,212.10486,234.08919,8,0,92,NA,NA,"Adduct 21.98 DA, low quality ",delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_16.718_195.06518,NP-019445,C10 H10 O4,194.05791,194.0579,6,0,85.4,NA,NA,0,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.719_345.20602,Nor-9-carboxy-δ9-THC,C21 H28 O4,344.19876,344.19874,1,0,64.2,NA,NA,0,delete,delete,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_16.722_356.17046,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid",C20 H30 O5,350.20932,355.16336,3,0,98.6,NA,NA,Adduct 4.95 DA,check with sirius,no result,no result,no result,no result,no result,no result,low,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid",C20 H30 O5,L3.3
FT_16.726_319.22682,NP-014287,C18 H32 O3,296.23514,318.21954,8,0,96.4,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,highier 0.8,NP-014287,C18 H32 O3,L2
FT_16.728_345.16973,α-Zearalanol,C18 H26 O5,322.17802,344.16247,1,0,76.3,NA,NA,Adduct 21.98 DA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.750_247.13284,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0Âl,âµ.0â¸,Âaâ°]pentadec-1(15)-en-14-one",C15 H20 O4,264.13616,246.12557,8,0,77.9,NA,NA,"Adduct -18 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.766_193.08593,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07864,192.07865,2,0,78.8,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.772_353.23006,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid",C18 H34 O5,330.24062,352.22279,3,0,98.9,NA,NA,Adduct 21.98 Da,L2,na,na,differente name,same formula,"(ent-6alpha,7alpha,16alphaH)-6,7,17-Trihydroxy-19-kauranoic acid",C20H32O5,na,"(ent-6alpha,7alpha,16alphaH)-6,7,17-Trihydroxy-19-kauranoic acid",C20H32O5,L3.3
FT_16.781_259.09647,"N1,N1-dimethyl-4-[3-(methylthio)-4,5-dihydro-1H-1,2,4-triazol-5-yl]aniline",C11 H16 N4 S,236.10957,258.0892,7,0,92.4,NA,NA,Adduct 21.97 Da,check with sirius,low confidence,na,na,na,na,na,na,"N1,N1-dimethyl-4-[3-(methylthio)-4,5-dihydro-1H-1,2,4-triazol-5-yl]aniline",C11 H16 N4 S,L2
FT_16.786_445.19898,NP-000568,C19 H34 O10,422.2152,444.1917,1,0,92.8,NA,NA,Adduct 21.97 Da,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.801_263.12775,"(3aS,10aR,10bR)-6,10a-Dimethyl-3-methylene-3,3a,4,5,7,8,10a,10b-octahydrofuro[3',2':6,7]cyclohepta[1,2-b]pyran-2,9-dione",C15 H18 O4,262.12051,262.12054,7,0,76,NA,NA,low intensity,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.821_217.12229,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",C10 H12 N6,216.11234,216.11501,1,0,91.5,NA,NA,Adduct 12.35 ppm,L2,0,na,differente name,same formula,Ochracene D,C14H16O2,0.8,Ochracene D,C14H16O2,L3.3
FT_16.821_257.11480,NP-005146,C16 H18 O4,274.12051,256.10753,2,0,80.9,NA,NA,Adduct -18 DA,L2,0,na,3-(4-Hydroxyphenyl)-1-(4-methoxyphenyl)propan-1-one,C16H16O3,different name,same formula,0,3-(4-Hydroxyphenyl)-1-(4-methoxyphenyl)propan-1-one,C16H16O3,L3.3
FT_16.857_235.16924,NP-008095,C15 H24 O3,252.17254,234.16196,6,0,75.4,NA,NA,"Adduct -18 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_16.886_295.11540,1-[5-Nitro-2-(1-pyrrolidinyl)benzyl]-1H-imidazole,C14 H16 N4 O2,272.12733,294.10812,2,0,66.7,NA,NA,Adduct 21.98 DA,L2,0,na,same name,same formula,N-Glycosyl-L-asparagine,C10H18N2O8,low,N-Glycosyl-L-asparagine,C10H18N2O8,L3.1
FT_16.900_251.20051,OPEO,C16 H26 O2,250.19328,250.19323,1,0,64.2,D05229,NA,low quality,L2,0,delete,delete,delete,delete,delete,0.96,,,delete
FT_16.913_197.08089,Cantharidin,C10 H12 O4,196.07356,196.07362,1,0,61.2,C16778,NA,0,L2,0,na,na,na,na,na,na,Cantharidin,C10 H12 O4,L2
FT_16.913_309.20410,NP-001596,C16 H30 O4,286.21441,308.19682,3,0,95.2,NA,NA,"Adduct 21.98 DA, low quality",check with sirius,0,delete,delete,delete,delete,delete,low,,,delete
FT_16.933_507.19917,"2-Methoxy-N-(5-{5-[(2S)-1-(3,4,5-trimethoxybenzyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-4-pyrimidinyl)acetamide",C23 H28 N6 O6,484.20703,506.1919,1,0,81.9,NA,NA,Adduct 21.98 DA,check with sirius,higher 0.9,na,similar,same formula,Piperaduncin B,C29H30O8,0,Piperaduncin B,C29H30O8,L3.3
FT_16.941_333.16967,NP-019547,C17 H26 O5,310.17802,332.16255,4,0,79.1,NA,NA,"Adduct 21.98 DA, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_17.002_269.21107,NP-001596,C16 H30 O4,286.21441,268.20379,1,0,68.5,NA,NA,"Adduct -18 DA, low quality",check with sirius,0,delete,delete,delete,delete,delete,low,,,delete
FT_17.003_217.12229,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",C10 H12 N6,216.11234,216.11501,1,0,90.8,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,0.8,delete,delete,delete
FT_17.037_261.11213,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione",C15 H16 O4,260.10486,260.10485,4,0,86.7,NA,NA,0,L2,"similar structure, low confidence",na,na,na,na,na,low,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione",C15 H16 O4,L2
FT_17.039_329.17478,n-Pentyl isopentyl phthalate,C18 H26 O4,306.18311,328.16751,2,0,71.2,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.041_233.11721,Sorbicillin,C14 H16 O3,232.10994,232.10993,1,0,85,NA,NA,"Low quality, duplicated",check with sirius,0,delete,delete,delete,delete,delete,higher 0.8,,,delete
FT_17.063_333.20609,Prostaglandin K2,C20 H30 O5,350.20932,332.19887,12,0,85.3,NA,NA,"Low intensity, duplicated",check with sirius,0,delete,delete,delete,delete,delete,higher 0.9,,,delete
FT_17.096_317.21115,Cafestol,C20 H28 O3,316.20384,316.20388,17,0,93.7,C09066,NA,0,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.115_221.08090,"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one",C10 H14 O4,198.08921,220.07363,2,0,71.1,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.117_249.11211,NP-021018,C12 H18 O4,226.12051,248.10483,1,0,84.7,NA,NA,Adduct 21.98 Da,L2,na,na,na,na,na,na,na,NP-021018,C12 H18 O4,L2
FT_17.121_507.19931,"2-Methoxy-N-(5-{5-[(2S)-1-(3,4,5-trimethoxybenzyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-4-pyrimidinyl)acetamide",C23 H28 N6 O6,484.20703,506.19204,1,0,82.3,NA,NA,Adduct 21.98 Da,L2,na,na,differente name,same formula,Piperaduncin B,C29H30O8,0,Piperaduncin B,C29H30O8,L3.3
FT_17.129_307.15393,NP-012534,C15 H24 O5,284.16237,306.14665,5,0,84.9,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.186_311.21991,NP-020214,C16 H32 O4,288.23006,310.21264,1,0,84.6,NA,NA,"Adduct 21.98 Da, low qualiy",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.195_235.09648,NP-020205,C11 H16 O4,212.10486,234.0892,8,0,85.2,NA,NA,Adduct 21.98 Da,L2,na,na,na,na,na,na,higher 0.8,NP-020205,C11 H16 O4,L2
FT_17.196_293.13835,"N-{[(2R,4S,5R)-5-Ethyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}-2-thiophenesulfonamide",C14 H22 N2 O2 S2,314.11227,292.13114,3,0,86.5,NA,NA,Adduct -21.98 Da,na,na,na,na,na,na,na,0,"N-{[(2R,4S,5R)-5-Ethyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}-2-thiophenesulfonamide",C14 H22 N2 O2 S2,L2
FT_17.197_297.13095,Deoxynivalenol,C15 H20 O6,296.12599,296.12367,1,0,69.9,NA,NA,Adduct -7.83 ppm,check with sirius,na,na,Phomopsolidone A,C15H20O6,na,na,0,Phomopsolidone A,C15H20O6,L2
FT_17.209_237.18487,NP-020014,C15 H26 O3,254.18819,236.17764,4,0,78.7,NA,NA,"Adduct -18 DA, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_17.277_273.11155,NP-021207,C16 H18 O5,290.11542,272.10427,2,0,73.8,NA,NA,"Adduct -18 Da, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_17.289_261.11220,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione",C15 H16 O4,260.10486,260.10492,4,0,87.1,NA,NA,low quality ,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.304_305.13838,NP-005196,C15 H22 O5,282.14672,304.13113,4,0,66.5,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.318_233.11723,Sorbicillin,C14 H16 O3,232.10994,232.10996,1,0,84.8,NA,NA,"Low intensity, duplicated",check with sirius,0,delete,delete,delete,delete,delete,higher 0.8,,,delete
FT_17.336_295.16931,3-Methoxy-4-(3-methyl-2-buten-1-yl)-5-[(E)-2-phenylvinyl]phenol,C20 H22 O2,294.16198,294.16203,1,0,61.1,NA,NA,0,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.338_313.17987,"6-[(2E,6E)-7-(5-hydroxy-3-methyl-2-oxocyclopent-3-en-1-yl)-6-methylhepta-2,6-dien-2-yl]-3-methyl-5,6-dihydro-2H-pyran-2-one",C20 H26 O4,330.18311,312.17259,1,0,69.1,NA,NA,Adduct -18 Da,L2,na,na,na,na,na,na,low,"6-[(2E,6E)-7-(5-hydroxy-3-methyl-2-oxocyclopent-3-en-1-yl)-6-methylhepta-2,6-dien-2-yl]-3-methyl-5,6-dihydro-2H-pyran-2-one",C20 H26 O4,L2
FT_17.354_275.12781,2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,C17 H14 N4,274.12185,274.12054,1,0,76.1,NA,NA,0,L2,na,na,na,na,na,na,na,2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,C17 H14 N4,L2
FT_17.382_287.20052,Methyldienolone,C19 H26 O2,286.19328,286.19325,4,0,75,NA,NA,Low intensity,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.410_249.14849,"(3aR,5aR,9bR)-3a-hydroxy-5a,9-dimethyl-3-methylidene-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2-one",C15 H20 O3,248.14124,248.14124,1,0,61.8,NA,NA,0,L2,na,na,na,na,na,na,0,"(3aR,5aR,9bR)-3a-hydroxy-5a,9-dimethyl-3-methylidene-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2-one",C15 H20 O3,L2
FT_17.414_221.18997,"[2-(hydroxymethyl)-5,5,8a-trimethyl-1,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl]methanol",C15 H26 O2,238.19328,220.18269,2,0,71.7,NA,NA,"Adduct -18 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.442_231.13795,"7-Methyl-3-methylene-6-(3-oxobutyl)-3,3a,4,7,8,8a-hexahydro-2H-cyclohepta[b]furan-2-one",C15 H20 O3,248.14124,230.13067,6,0,84.6,NA,NA,Adduct -18 Da,na,na,na,na,na,na,na,low,"7-Methyl-3-methylene-6-(3-oxobutyl)-3,3a,4,7,8,8a-hexahydro-2H-cyclohepta[b]furan-2-one",C15 H20 O3,L2
FT_17.462_243.10156,β-Lapachone,C15 H14 O3,242.09429,242.09428,4,0,68.5,C10367,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.482_179.07029,NP-012042,C10 H12 O4,196.07356,178.06301,2,0,71.7,NA,NA,Adduct -18 Da,L2,na,na,na,na,na,na,highier 0.8,NP-012042,C10 H12 O4,L2
FT_17.498_237.11217,NP-000919,C11 H18 O4,214.12051,236.10489,1,0,60.3,NA,NA,"Adduct 21.98 Da, low quality ",L2,na,na,na,na,na,na,0,NP-000919,C11 H18 O4,L2
FT_17.503_311.21968,NP-020214,C16 H32 O4,288.23006,310.2124,1,0,81,NA,NA,"Adduct 21.98 Da, low intesnity ",L2,0,delete,delete,delete,delete,delete,0,,,delete
FT_17.516_261.11216,"(3aR,4R,11aR)-4-hydroxy-10-(hydroxymethyl)-3-methylidene-2-oxo-2H,3H,3aH,4H,5H,8H,9H,11aH-cyclodeca[b]furan-6-carbaldehyde",C15 H18 O5,278.11542,260.10488,3,0,66.9,NA,NA,Adduct -18 Da,check with sirius,low confidence similar structure,na,na,na,na,na,na,"(3aR,4R,11aR)-4-hydroxy-10-(hydroxymethyl)-3-methylidene-2-oxo-2H,3H,3aH,4H,5H,8H,9H,11aH-cyclodeca[b]furan-6-carbaldehyde",C15 H18 O5,L2
