ko_id,name,pathway,reaction,brite,db_links
K06398,stage IV sporulation protein A,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06398  spoIVA; stage IV sporulation protein A,NA
K06313,spore germination protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06313  ypeB; spore germination protein,NA
K16511,adapter protein MecA 1/2,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09192 Unclassified: genetic information processing;   99975 Protein processing;    K16511  mecA1_2; adapter protein MecA 1/2,COG: COG4862
K07651,"two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]",Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K07651  resE; two-component system, OmpR family, sensor histidine kinase ResE; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01001 Protein kinases;    K07651  resE; two-component system, OmpR family, sensor histidine kinase ResE;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K07651  resE; two-component system, OmpR family, sensor histidine kinase ResE;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.13  Protein-histidine kinases;    2.7.13.3  histidine kinase;     K07651  resE; two-component system, OmpR family, sensor histidine kinase ResE;Protein kinases [BR:ko01001]; Histidine kinases;  OmpR family;   K07651  resE; two-component system, OmpR family, sensor histidine kinase ResE;Two-component system [BR:ko02022]; OmpR family;  ResE-ResD (aerobic and anaerobic respiration);   K07651  resE; two-component system, OmpR family, sensor histidine kinase ResE",COG: COG0642;GO: 0000155
K06408,stage V sporulation protein AF,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06408  spoVAF; stage V sporulation protein AF,NA
K06404,stage V sporulation protein AB,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06404  spoVAB; stage V sporulation protein AB,NA
K06403,stage V sporulation protein AA,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06403  spoVAA; stage V sporulation protein AA,NA
K03091,RNA polymerase sigma-E/F/G factor,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03021 Transcription machinery;    K03091  sigE_F_G; RNA polymerase sigma-E/F/G factor;Transcription machinery [BR:ko03021]; Prokaryotic type;  Bacterial type;   RNA polymerase;    Sigma factors;     K03091  sigE_F_G; RNA polymerase sigma-E/F/G factor,COG: COG1191;GO: 0016987
K06379,stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K06379  spoIIAB; stage II sporulation protein AB (anti-sigma F factor);Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.11  Protein-serine/threonine kinases;    2.7.11.1  non-specific serine/threonine protein kinase;     K06379  spoIIAB; stage II sporulation protein AB (anti-sigma F factor),COG: COG2172;GO: 0016989
K07699,"two-component system, response regulator, stage 0 sporulation protein A",Two-component system;Quorum sensing,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K07699  spo0A; two-component system, response regulator, stage 0 sporulation protein A; 09140 Cellular Processes;  09145 Cellular community - prokaryotes;   02024 Quorum sensing;    K07699  spo0A; two-component system, response regulator, stage 0 sporulation protein A; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K07699  spo0A; two-component system, response regulator, stage 0 sporulation protein A;Two-component system [BR:ko02022]; Spo family;  KinABCDE-Spo0FA (sporulation control);   K07699  spo0A; two-component system, response regulator, stage 0 sporulation protein A",COG: COG0784;GO: 0000156
K06399,stage IV sporulation protein B [EC:3.4.21.116],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01002 Peptidases and inhibitors;    K06399  spoIVB; stage IV sporulation protein B;Enzymes [BR:ko01000]; 3. Hydrolases;  3.4  Acting on peptide bonds (peptidases);   3.4.21  Serine endopeptidases;    3.4.21.116  SpoIVB peptidase;     K06399  spoIVB; stage IV sporulation protein B;Peptidases and inhibitors [BR:ko01002]; Serine peptidases;  Family S55: SpoIVB peptidase family;   K06399  spoIVB; stage IV sporulation protein B,COG: COG0750
K06397,stage III sporulation protein AH,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06397  spoIIIAH; stage III sporulation protein AH,TC: 1.A.34.1.1
K06396,stage III sporulation protein AG,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06396  spoIIIAG; stage III sporulation protein AG,NA
K06395,stage III sporulation protein AF,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06395  spoIIIAF; stage III sporulation protein AF,NA
K06394,stage III sporulation protein AE,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06394  spoIIIAE; stage III sporulation protein AE,NA
K06393,stage III sporulation protein AD,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06393  spoIIIAD; stage III sporulation protein AD,NA
K06392,stage III sporulation protein AC,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06392  spoIIIAC; stage III sporulation protein AC,NA
K06391,stage III sporulation protein AB,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06391  spoIIIAB; stage III sporulation protein AB,NA
K06390,stage III sporulation protein AA,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06390  spoIIIAA; stage III sporulation protein AA,COG: COG3854
K02076,"Fur family transcriptional regulator, zinc uptake regulator",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K02076  zurR, zur; Fur family transcriptional regulator, zinc uptake regulator;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   Fur family;    K02076  zurR, zur; Fur family transcriptional regulator, zinc uptake regulator",COG: COG0735
K00656,formate C-acetyltransferase [EC:2.3.1.54],Pyruvate metabolism;Propanoate metabolism;Butanoate metabolism;Metabolic pathways;Microbial metabolism in diverse environments,acetyl-CoA:formate C-acetyltransferase;propanoyl-CoA:formate C-propanoyltransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K00656  E2.3.1.54, pflD; formate C-acetyltransferase;   00640 Propanoate metabolism;    K00656  E2.3.1.54, pflD; formate C-acetyltransferase;   00650 Butanoate metabolism;    K00656  E2.3.1.54, pflD; formate C-acetyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.3  Acyltransferases;   2.3.1  Transferring groups other than aminoacyl groups;    2.3.1.54  formate C-acetyltransferase;     K00656  E2.3.1.54, pflD; formate C-acetyltransferase",COG: COG1882;GO: 0008861
K04072,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Glycolysis / Gluconeogenesis;Fatty acid degradation;Tyrosine metabolism;Pyruvate metabolism;Chloroalkane and chloroalkene degradation;Naphthalene degradation;Butanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Amoebiasis,"acetaldehyde:NAD+ oxidoreductase (CoA-acetylating);primary_alcohol:NAD+ oxidoreductase;ethanol:NAD+ oxidoreductase;butanal:NAD+ oxidoreductase (CoA-acylating);3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase;trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;1-hydroxymethylnaphthalene:NAD+ oxidoreductase;(2-naphthyl)methanol:NAD+ oxidoreductase",KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00010 Glycolysis / Gluconeogenesis;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;   00620 Pyruvate metabolism;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;   00650 Butanoate metabolism;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;  09103 Lipid metabolism;   00071 Fatty acid degradation;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;  09105 Amino acid metabolism;   00350 Tyrosine metabolism;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;  09111 Xenobiotics biodegradation and metabolism;   00625 Chloroalkane and chloroalkene degradation;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;   00626 Naphthalene degradation;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase; 09160 Human Diseases;  09174 Infectious disease: parasitic;   05146 Amoebiasis;    K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.1  alcohol dehydrogenase;     K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase;  1.2  Acting on the aldehyde or oxo group of donors;   1.2.1  With NAD+ or NADP+ as acceptor;    1.2.1.10  acetaldehyde dehydrogenase (acetylating);     K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase,COG: COG1012;GO: 0008774 0004022
K11633,"two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]",Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K11633  yxdK; two-component system, OmpR family, sensor histidine kinase YxdK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01001 Protein kinases;    K11633  yxdK; two-component system, OmpR family, sensor histidine kinase YxdK;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K11633  yxdK; two-component system, OmpR family, sensor histidine kinase YxdK;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.13  Protein-histidine kinases;    2.7.13.3  histidine kinase;     K11633  yxdK; two-component system, OmpR family, sensor histidine kinase YxdK;Protein kinases [BR:ko01001]; Histidine kinases;  OmpR family;   K11633  yxdK; two-component system, OmpR family, sensor histidine kinase YxdK;Two-component system [BR:ko02022]; OmpR family;  YxdK-YxdJ (antimicrobial peptide response);   K11633  yxdK; two-component system, OmpR family, sensor histidine kinase YxdK",COG: COG0642;GO: 0000155
K11636,putative ABC transport system permease protein,Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K11636  yxdM; putative ABC transport system permease protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K11636  yxdM; putative ABC transport system permease protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  ABC-2 type and other transporters;   Uncharacterized ABC transporter;    K11636  yxdM; putative ABC transport system permease protein",COG: COG0577;TC: 3.A.1.134.6
K11635,putative ABC transport system ATP-binding protein,Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K11635  yxdL; putative ABC transport system ATP-binding protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K11635  yxdL; putative ABC transport system ATP-binding protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  ABC-2 type and other transporters;   Uncharacterized ABC transporter;    K11635  yxdL; putative ABC transport system ATP-binding protein",COG: COG1136;TC: 3.A.1.134.6
K03839,flavodoxin I,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99982 Energy metabolism;    K03839  fldA, nifF, isiB; flavodoxin I",COG: COG0716
K18940,"two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]",Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K18940  arlS; two-component system, OmpR family, sensor histidine kinase ArlS; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01001 Protein kinases;    K18940  arlS; two-component system, OmpR family, sensor histidine kinase ArlS;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K18940  arlS; two-component system, OmpR family, sensor histidine kinase ArlS;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.13  Protein-histidine kinases;    2.7.13.3  histidine kinase;     K18940  arlS; two-component system, OmpR family, sensor histidine kinase ArlS;Protein kinases [BR:ko01001]; Histidine kinases;  OmpR family;   K18940  arlS; two-component system, OmpR family, sensor histidine kinase ArlS;Two-component system [BR:ko02022]; OmpR family;  ArlS-ArlR (virulence regulation);   K18940  arlS; two-component system, OmpR family, sensor histidine kinase ArlS",COG: COG0642;GO: 0000155
K06440,similar to spore coat protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06440  yraG; similar to spore coat protein,NA
K06439,similar to spore coat protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06439  yraD; similar to spore coat protein,COG: COG5577
K06425,small acid-soluble spore protein H (minor),NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06425  sspH; small acid-soluble spore protein H (minor),NA
